Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
14,21.04,0.94,126.87,124.09,124.04,0.93,1.00,1.01,5.18,5.47,1.00,1.00,6.05,6.05,124.36,5.92,24.20,1.06,17.03,18779.00,0.05,7.258714e+001,5.10
15,29.30,0.82,133.04,140.38,134.84,0.88,0.98,1.00,6.11,6.42,1.00,1.00,6.72,6.72,137.87,7.32,26.87,1.04,39.54,26196.00,0.05,1.193291e+002,5.25
16,33.91,0.86,131.28,135.05,135.73,0.81,0.95,1.30,6.57,7.53,1.31,0.77,9.18,7.02,134.80,7.95,32.40,1.10,40.66,28443.00,0.13,1.485417e+002,6.71
17,42.00,0.85,135.56,146.77,142.60,0.80,0.95,1.53,7.31,8.59,2.38,0.42,13.40,5.63,144.05,9.60,38.06,1.16,41.97,35581.00,0.15,2.047821e+002,7.01
18,43.37,0.64,151.67,151.01,151.43,0.71,0.90,1.15,7.43,8.59,1.00,1.00,8.68,8.68,150.34,10.48,34.74,1.40,19.65,38036.00,0.13,2.148827e+002,5.95
19,56.87,0.94,130.14,134.00,132.51,0.93,1.00,1.05,8.51,8.90,1.00,1.00,8.83,8.83,132.91,9.44,35.33,1.05,26.25,41336.00,0.04,3.226446e+002,8.23
20,21.45,0.94,150.81,144.57,133.77,0.93,1.00,1.03,5.23,6.36,1.00,1.00,6.80,6.80,141.73,6.71,27.19,1.64,9.94,21685.00,0.18,7.473601e+001,5.80
21,22.49,0.97,149.54,151.99,151.25,0.85,0.96,1.30,5.35,6.32,1.36,0.74,8.09,5.96,151.49,7.18,28.11,1.09,39.64,23935.00,0.15,8.022859e+001,5.34
22,25.65,0.87,146.29,143.93,144.57,0.77,0.93,1.53,5.71,6.91,2.39,0.42,11.24,4.70,144.38,8.07,31.88,1.15,40.08,24977.00,0.17,9.771995e+001,5.80
23,42.92,0.71,146.17,156.17,158.56,0.73,0.89,1.92,7.39,9.39,3.77,0.27,17.41,4.61,155.55,10.27,44.04,1.41,42.03,39044.00,0.21,2.114933e+002,8.03
24,20.01,0.87,137.84,137.07,131.82,0.90,0.99,1.09,5.05,5.46,1.00,1.00,6.16,6.16,135.18,5.88,24.66,1.08,37.18,19737.00,0.08,6.733657e+001,4.90
25,44.06,0.85,138.27,140.10,134.98,0.80,0.94,1.50,7.49,8.69,2.27,0.44,13.32,5.87,138.34,9.79,38.38,1.16,43.08,35414.00,0.14,2.200088e+002,7.26
26,25.44,0.98,145.61,145.07,144.92,0.79,0.94,1.91,5.69,7.30,3.74,0.27,14.01,3.75,144.81,8.55,35.52,1.23,35.88,24907.00,0.22,9.650727e+001,5.88
27,24.80,0.98,121.08,123.71,121.67,0.94,1.00,1.02,5.62,5.92,1.00,1.00,6.44,6.44,122.80,6.11,25.76,1.06,31.35,20753.00,0.05,9.290882e+001,5.74
28,33.91,0.90,146.60,146.72,141.65,0.81,0.97,1.34,6.57,7.46,1.60,0.63,10.14,6.36,145.16,8.07,32.99,1.13,40.48,30628.00,0.12,1.485417e+002,6.91
29,47.52,0.91,132.94,140.96,142.00,0.93,1.00,1.05,7.78,8.11,1.00,1.00,8.25,8.25,140.15,8.68,32.99,1.06,31.62,37982.00,0.04,2.463880e+002,7.44
30,59.48,0.92,108.32,116.59,118.76,0.80,0.96,1.41,8.70,9.99,1.89,0.53,13.84,7.30,116.30,10.42,42.29,1.27,36.02,37447.00,0.13,3.450729e+002,9.35
31,39.28,0.88,131.69,135.31,132.92,0.91,0.99,1.07,7.07,7.46,1.00,1.00,7.78,7.78,133.98,8.21,31.10,1.06,25.87,31485.00,0.05,1.851951e+002,6.78
32,27.79,0.91,146.61,148.62,148.11,0.86,0.97,1.24,5.95,6.62,1.00,1.00,7.38,7.38,148.21,7.06,29.54,1.11,39.88,27123.00,0.10,1.102058e+002,5.82
33,21.04,0.91,145.24,139.26,139.54,0.83,0.98,1.28,5.18,5.91,1.10,0.91,7.13,6.47,140.01,6.71,27.19,1.11,41.00,21142.00,0.12,7.258714e+001,4.70
34,32.80,0.90,147.43,150.74,147.48,0.93,1.00,1.00,6.46,6.74,1.00,1.00,6.99,6.99,149.17,7.26,27.97,1.04,35.60,30728.00,0.04,1.413396e+002,6.21
35,40.64,0.88,142.82,145.45,148.39,0.85,0.97,1.25,7.19,7.99,1.00,1.00,8.49,8.49,145.65,8.92,33.96,1.10,42.93,35101.00,0.10,1.948855e+002,7.18
36,40.87,0.94,128.86,136.13,135.11,0.94,1.00,1.00,7.21,7.48,1.00,1.00,7.58,7.58,134.31,7.73,30.32,1.04,32.62,32502.00,0.04,1.965207e+002,6.91
37,49.37,0.90,119.86,124.62,123.15,0.83,0.97,1.23,7.93,8.77,1.00,1.00,9.08,9.08,123.23,9.78,36.30,1.09,27.50,34380.00,0.10,2.609597e+002,7.73
38,68.33,0.92,137.66,145.31,146.41,0.81,0.96,1.41,9.33,10.56,1.90,0.53,14.41,7.61,144.75,11.01,44.04,1.13,41.04,51967.00,0.12,4.249404e+002,9.46
39,28.65,0.85,132.28,136.35,137.24,0.82,0.96,1.34,6.04,6.92,1.56,0.64,9.42,6.06,136.16,8.03,30.97,1.12,38.90,25462.00,0.13,1.153809e+002,5.90
40,23.75,0.97,152.11,140.40,133.81,0.93,1.00,1.11,5.50,6.61,1.00,1.00,7.19,7.19,139.39,6.92,28.76,1.46,7.90,22860.00,0.17,8.704429e+001,6.27
41,30.83,0.92,154.67,148.27,138.62,0.92,1.00,1.07,6.27,7.72,1.00,1.00,7.97,7.97,145.84,8.15,31.88,1.50,6.32,28730.00,0.19,1.287626e+002,7.22
42,34.80,0.92,142.85,142.07,144.24,0.91,0.99,1.06,6.66,7.00,1.00,1.00,7.38,7.38,142.09,7.48,29.54,1.06,18.37,30549.00,0.05,1.544126e+002,6.27
43,22.91,0.93,148.40,147.57,139.91,0.92,0.99,1.04,5.40,5.75,1.00,1.00,6.33,6.33,145.10,6.03,25.31,1.06,37.67,23216.00,0.06,8.247342e+001,5.25
44,30.83,0.87,159.10,156.27,149.98,0.90,0.99,1.06,6.27,6.67,1.00,1.00,7.07,7.07,154.29,7.12,28.30,1.06,29.20,30395.00,0.06,1.287626e+002,5.80
45,22.07,0.94,129.11,131.75,131.63,0.85,0.98,1.24,5.30,5.96,1.00,1.00,6.80,6.80,131.10,6.52,27.19,1.11,34.35,20452.00,0.11,7.801101e+001,5.49
46,51.00,0.89,155.07,155.78,157.82,0.89,0.99,1.16,8.06,8.63,1.00,1.00,8.91,8.91,156.14,9.46,35.65,1.08,20.53,44655.00,0.07,2.739922e+002,7.83
47,23.96,0.92,156.43,155.31,145.48,0.92,0.99,1.05,5.52,5.87,1.00,1.00,6.44,6.44,152.50,6.11,25.76,1.07,35.74,25163.00,0.06,8.820384e+001,5.43
48,34.58,0.83,143.47,141.57,137.12,0.78,0.95,1.51,6.63,8.04,2.31,0.43,12.27,5.32,139.88,9.46,35.20,1.13,28.56,29934.00,0.17,1.529358e+002,6.59
49,29.52,0.87,131.87,142.93,146.43,0.84,0.96,1.29,6.13,6.92,1.28,0.78,8.63,6.76,142.73,7.52,30.78,1.12,46.92,27262.00,0.11,1.206579e+002,6.25
50,34.80,0.90,123.62,123.98,125.52,0.92,0.99,1.00,6.66,6.96,1.00,1.00,7.16,7.16,124.37,7.57,28.62,1.04,24.35,26739.00,0.04,1.544126e+002,6.35
51,29.96,0.83,142.34,143.82,140.54,0.88,0.98,1.04,6.18,6.60,1.00,1.00,6.95,6.95,142.66,7.71,27.78,1.05,19.75,27533.00,0.06,1.233343e+002,5.49
52,35.47,0.97,144.41,138.91,137.89,0.94,1.00,1.05,6.72,7.62,1.00,1.00,7.86,7.86,138.02,7.90,31.42,1.36,10.41,30088.00,0.12,1.588789e+002,7.26
53,22.49,0.96,142.43,140.58,136.82,0.84,0.97,1.19,5.35,6.00,1.00,1.00,6.72,6.72,139.64,6.42,26.87,1.09,36.16,22063.00,0.11,8.022859e+001,5.45
54,35.47,0.86,144.85,142.39,137.24,0.89,0.99,1.04,6.72,7.13,1.00,1.00,7.38,7.38,141.10,7.71,29.54,1.05,21.60,30760.00,0.06,1.588789e+002,6.28
55,34.80,0.83,130.49,134.75,126.13,0.81,0.96,1.46,6.66,7.75,2.12,0.47,11.81,5.56,131.69,9.12,34.74,1.15,37.45,28313.00,0.14,1.544126e+002,6.35
56,26.08,0.79,168.01,163.67,157.47,0.69,0.90,1.53,5.76,6.86,2.39,0.42,11.31,4.72,162.24,8.07,32.07,1.17,34.34,28392.00,0.16,1.001650e+002,5.25
57,49.60,0.96,154.49,157.68,154.07,0.93,1.00,1.08,7.95,8.35,1.00,1.00,8.52,8.52,156.20,8.79,34.09,1.07,41.97,43737.00,0.05,2.628054e+002,7.86
58,25.44,0.82,161.28,157.51,154.12,0.79,0.95,1.29,5.69,6.97,1.30,0.77,8.65,6.67,156.92,7.48,30.64,1.37,38.83,26991.00,0.18,9.650727e+001,6.13
59,59.00,0.93,143.68,148.08,144.42,0.93,1.00,1.05,8.67,9.00,1.00,1.00,8.99,8.99,146.44,9.46,35.98,1.06,27.79,46862.00,0.04,3.409493e+002,8.48
60,55.46,0.93,147.32,150.22,146.30,0.93,1.00,1.06,8.40,8.80,1.00,1.00,8.79,8.79,147.44,9.72,35.14,1.05,24.86,44969.00,0.05,3.106716e+002,8.23
61,26.72,0.94,137.47,148.21,150.28,0.86,0.98,1.21,5.83,6.50,1.00,1.00,7.19,7.19,147.60,7.06,28.76,1.10,40.64,26272.00,0.10,1.038816e+002,5.74
62,28.87,0.93,130.61,131.06,127.08,0.84,0.97,1.51,6.06,7.27,2.32,0.43,11.55,4.97,129.62,8.25,33.04,1.15,39.43,24368.00,0.17,1.166906e+002,6.27
63,30.83,0.86,131.13,132.81,129.95,0.83,0.96,1.47,6.27,7.42,2.15,0.47,11.36,5.30,131.76,9.17,33.31,1.14,41.33,25956.00,0.16,1.287626e+002,5.88
64,21.45,0.90,136.86,125.45,123.25,0.73,0.86,2.23,5.23,7.37,4.79,0.21,14.96,3.12,124.75,8.25,36.17,1.24,30.64,19087.00,0.29,7.473601e+001,6.17
65,19.81,0.85,145.90,143.88,141.24,0.79,0.92,1.36,5.02,5.99,1.68,0.60,8.62,5.13,143.34,6.97,27.52,1.12,41.39,20784.00,0.16,6.630745e+001,5.12
66,39.73,0.86,150.26,150.36,146.66,0.90,0.99,1.05,7.11,7.49,1.00,1.00,7.74,7.74,148.83,8.25,30.97,1.06,24.11,35272.00,0.05,1.884022e+002,6.71
67,27.15,0.88,145.28,145.19,146.30,0.92,0.99,1.01,5.88,6.19,1.00,1.00,6.60,6.60,145.24,6.66,26.41,1.05,31.76,26143.00,0.05,1.063919e+002,5.25
68,80.74,0.97,134.86,144.04,140.32,0.76,0.94,1.51,10.14,11.37,2.31,0.43,17.00,7.37,141.74,12.04,48.73,1.17,43.27,58115.00,0.11,5.457490e+002,10.80
69,49.84,0.74,129.94,135.89,133.57,0.77,0.94,1.31,7.97,9.04,1.41,0.71,10.99,7.81,134.51,10.13,37.60,1.10,44.96,37798.00,0.12,2.646565e+002,6.83
70,36.13,0.83,150.55,150.63,149.17,0.88,0.98,1.11,6.78,7.86,1.00,1.00,8.13,8.13,149.17,8.92,32.53,1.46,14.67,32967.00,0.14,1.633990e+002,6.78
71,50.77,0.92,125.40,131.50,129.27,0.93,1.00,1.03,8.04,8.36,1.00,1.00,8.41,8.41,129.94,8.96,33.63,1.05,27.55,37033.00,0.04,2.721144e+002,7.75
72,29.74,0.92,148.18,146.30,145.14,0.77,0.94,1.74,6.15,7.34,3.16,0.32,13.62,4.31,146.18,8.03,35.84,1.23,41.58,28067.00,0.16,1.219930e+002,6.44
73,31.27,0.86,150.01,151.44,146.47,0.90,0.99,1.03,6.31,6.66,1.00,1.00,7.03,7.03,149.30,7.32,28.11,1.05,31.98,29711.00,0.05,1.315142e+002,5.78
74,37.93,0.98,151.06,151.83,149.96,0.93,1.00,1.08,6.95,7.38,1.00,1.00,7.69,7.69,150.79,7.73,30.78,1.06,19.26,34531.00,0.06,1.757132e+002,7.05
75,25.86,0.78,158.77,150.22,144.82,0.84,0.96,1.14,5.74,8.34,1.00,1.00,8.52,8.52,148.15,9.67,34.09,1.63,4.44,25778.00,0.31,9.893920e+001,6.91
76,22.49,0.96,133.23,139.18,139.95,0.83,0.96,1.55,5.35,6.68,2.46,0.41,10.89,4.43,138.30,8.03,30.64,1.14,40.38,21851.00,0.20,8.022859e+001,5.24
77,27.79,0.83,150.11,152.18,150.49,0.89,0.98,1.03,5.95,6.27,1.00,1.00,6.72,6.72,151.16,7.06,26.87,1.06,36.49,27663.00,0.05,1.102058e+002,5.25
78,33.03,0.98,119.21,123.15,122.67,0.94,1.00,1.00,6.48,6.78,1.00,1.00,6.99,6.99,122.57,6.99,27.97,1.04,33.79,25371.00,0.04,1.427679e+002,6.35
79,28.22,0.84,154.50,151.42,146.05,0.89,0.98,1.04,5.99,6.37,1.00,1.00,6.80,6.80,148.65,6.99,27.19,1.06,29.56,27501.00,0.06,1.127805e+002,5.48
80,27.15,0.98,117.84,123.38,123.27,0.94,1.00,1.03,5.88,6.20,1.00,1.00,6.67,6.67,122.68,6.42,26.68,1.06,36.04,22082.00,0.05,1.063919e+002,5.88
81,31.92,0.83,138.12,144.53,146.24,0.84,0.96,1.24,6.38,7.23,1.00,1.00,7.74,7.74,144.28,8.55,30.97,1.09,40.35,29145.00,0.12,1.356881e+002,5.96
82,48.21,0.99,142.55,143.44,147.26,0.94,1.00,1.02,7.83,8.45,1.00,1.00,8.41,8.41,144.46,8.74,33.63,1.26,7.06,39583.00,0.07,2.518118e+002,8.01
83,26.29,0.86,144.05,140.60,143.02,0.86,0.97,1.15,5.79,6.62,1.00,1.00,7.16,7.16,141.47,7.26,28.62,1.26,41.39,24899.00,0.13,1.013974e+002,5.25
84,57.82,0.92,128.00,135.87,130.81,0.92,0.99,1.03,8.58,8.94,1.00,1.00,8.83,8.83,132.83,9.60,35.33,1.04,32.05,41842.00,0.04,3.307291e+002,8.23
85,30.17,0.96,155.71,160.02,153.12,0.89,0.98,1.22,6.20,6.88,1.00,1.00,7.55,7.55,157.47,7.26,30.19,1.10,41.50,30550.00,0.10,1.246820e+002,6.51
86,68.82,0.86,106.77,115.87,119.23,0.83,0.97,1.42,9.36,10.90,1.95,0.51,15.10,7.76,115.47,12.65,45.74,1.38,36.50,41685.00,0.14,4.294477e+002,9.06
87,33.91,0.87,155.65,153.65,149.25,0.91,0.99,1.02,6.57,6.90,1.00,1.00,7.19,7.19,152.16,7.73,28.76,1.05,35.93,32106.00,0.05,1.485417e+002,6.21
88,21.45,0.95,139.26,142.24,139.59,0.94,1.00,1.00,5.23,5.52,1.00,1.00,6.05,6.05,140.71,5.76,24.20,1.05,35.02,21528.00,0.05,7.473601e+001,5.25
89,44.29,0.81,127.82,127.12,125.60,0.86,0.98,1.04,7.51,8.06,1.00,1.00,8.13,8.13,126.32,9.07,32.53,1.21,18.83,32463.00,0.07,2.217287e+002,6.91
90,34.58,0.87,150.48,150.47,148.07,0.82,0.95,1.47,6.63,7.60,2.15,0.46,11.86,5.51,149.53,8.21,34.74,1.17,38.32,31999.00,0.13,1.529358e+002,6.77
91,36.58,0.92,134.72,139.36,137.02,0.93,1.00,1.02,6.82,7.18,1.00,1.00,7.38,7.38,138.17,7.73,29.54,1.05,35.73,30813.00,0.05,1.664421e+002,6.35
92,69.54,0.90,131.06,135.14,133.82,0.91,0.99,1.07,9.41,10.19,1.00,1.00,10.02,10.02,134.12,11.01,40.08,1.38,18.89,48821.00,0.08,4.362446e+002,9.40
93,24.17,0.93,147.32,145.54,146.26,0.92,0.99,1.04,5.55,5.87,1.00,1.00,6.44,6.44,145.69,6.35,25.76,1.06,18.94,24184.00,0.05,8.937008e+001,5.49
94,21.24,0.85,153.05,148.58,146.28,0.89,0.98,1.02,5.20,5.58,1.00,1.00,6.08,6.08,148.36,6.22,24.34,1.05,32.23,22551.00,0.07,7.365812e+001,4.71
95,39.96,0.82,156.89,161.32,162.23,0.87,0.98,1.06,7.13,7.81,1.00,1.00,7.97,7.97,161.08,8.92,31.88,1.25,18.96,38337.00,0.09,1.900144e+002,6.85
96,24.38,0.85,146.66,145.86,140.36,0.87,0.98,1.13,5.57,6.03,1.00,1.00,6.72,6.72,144.09,6.71,26.87,1.09,24.24,24063.00,0.08,9.054300e+001,5.43
97,28.87,0.93,151.46,146.89,139.27,0.93,1.00,1.06,6.06,6.42,1.00,1.00,6.91,6.91,145.14,6.80,27.65,1.07,31.88,27286.00,0.06,1.166906e+002,5.88
98,22.70,0.93,151.87,146.86,143.23,0.92,0.99,1.08,5.38,6.45,1.00,1.00,6.95,6.95,146.31,6.97,27.78,1.45,4.98,23264.00,0.17,8.134761e+001,6.02
99,63.05,0.98,111.31,109.30,110.03,0.90,0.99,1.14,8.96,10.35,1.00,1.00,10.30,10.30,109.36,10.79,41.18,1.55,15.17,36856.00,0.13,3.766387e+002,9.59
100,29.96,0.96,147.55,149.21,147.65,0.93,1.00,1.02,6.18,7.13,1.00,1.00,7.38,7.38,148.53,7.45,29.54,1.41,5.98,28666.00,0.13,1.233343e+002,6.66
101,34.58,0.89,142.86,143.17,135.39,0.81,0.97,1.29,6.63,7.57,1.24,0.80,9.02,7.25,140.60,8.25,32.53,1.10,35.43,30089.00,0.12,1.529358e+002,6.83
102,23.12,0.88,163.40,163.02,160.58,0.89,0.99,1.07,5.43,6.88,1.00,1.00,7.27,7.27,161.91,7.61,29.08,1.82,16.67,26067.00,0.21,8.360601e+001,5.80
103,19.81,0.94,154.65,153.32,152.39,0.88,0.99,1.15,5.02,6.59,1.00,1.00,7.24,7.24,152.88,6.98,28.95,1.54,3.70,22167.00,0.24,6.630745e+001,6.15
104,29.52,0.86,161.83,152.36,146.03,0.87,0.98,1.10,6.13,7.67,1.00,1.00,7.97,7.97,151.51,8.39,31.88,1.76,13.92,28938.00,0.20,1.206579e+002,6.66
105,56.87,0.93,121.13,129.54,130.18,0.91,0.99,1.16,8.51,9.19,1.00,1.00,9.43,9.43,128.77,9.68,37.73,1.23,44.46,40048.00,0.07,3.226446e+002,8.35
106,30.83,0.92,123.58,129.24,122.66,0.92,0.99,1.05,6.27,6.61,1.00,1.00,7.03,7.03,126.64,7.18,28.11,1.06,39.11,24948.00,0.05,1.287626e+002,6.25
107,21.45,0.76,189.91,181.59,171.89,0.72,0.88,1.63,5.23,6.20,2.77,0.36,11.38,4.11,179.57,6.80,30.97,1.21,31.55,27474.00,0.16,7.473601e+001,5.04
108,26.29,0.87,163.56,161.16,156.30,0.90,0.99,1.07,5.79,6.19,1.00,1.00,6.72,6.72,159.94,6.80,26.87,1.07,22.62,28150.00,0.07,1.013974e+002,5.49
109,28.01,0.92,148.37,144.41,140.38,0.92,1.00,1.00,5.97,6.29,1.00,1.00,6.60,6.60,143.68,6.80,26.41,1.04,31.34,26437.00,0.05,1.114900e+002,5.80
110,23.54,0.81,145.13,143.95,137.48,0.87,0.97,1.05,5.47,5.92,1.00,1.00,6.41,6.41,141.73,6.70,25.63,1.05,29.77,23102.00,0.08,8.589147e+001,4.70
111,29.96,1.00,139.92,142.91,141.14,0.94,1.00,1.00,6.18,6.46,1.00,1.00,6.72,6.72,142.00,6.71,26.87,1.03,28.34,27406.00,0.04,1.233343e+002,5.80
112,31.49,0.89,151.75,151.91,144.69,0.92,0.99,1.02,6.33,6.68,1.00,1.00,6.99,6.99,149.72,7.45,27.97,1.05,23.90,29945.00,0.05,1.328993e+002,5.80
113,41.32,0.87,152.40,143.40,134.10,0.90,0.99,1.10,7.25,8.69,1.00,1.00,8.80,8.80,141.60,9.67,35.20,1.47,6.98,34551.00,0.16,1.998081e+002,7.46
114,25.22,0.91,156.44,151.89,148.99,0.92,1.00,1.00,5.67,5.96,1.00,1.00,6.41,6.41,150.85,6.50,25.63,1.05,29.85,25795.00,0.05,9.530118e+001,5.25
115,23.33,0.93,146.97,147.19,147.21,0.92,0.99,1.02,5.45,6.08,1.00,1.00,6.52,6.52,146.85,6.37,26.09,1.29,7.72,23789.00,0.10,8.474537e+001,5.25
116,38.83,0.94,169.75,154.91,143.48,0.79,0.95,1.44,7.03,8.00,2.02,0.50,11.99,5.94,153.02,8.69,35.84,1.15,39.60,35653.00,0.12,1.820112e+002,7.32
117,38.83,0.94,133.14,138.12,135.55,0.89,0.99,1.16,7.03,7.65,1.00,1.00,8.05,8.05,136.77,8.07,32.21,1.08,41.18,31868.00,0.08,1.820112e+002,7.23
118,23.12,0.93,140.24,140.58,137.20,0.93,1.00,1.00,5.43,5.71,1.00,1.00,6.21,6.21,139.53,6.22,24.85,1.05,38.08,22464.00,0.05,8.360601e+001,5.25
119,24.80,0.87,143.55,151.84,150.36,0.87,0.98,1.15,5.62,6.24,1.00,1.00,6.83,6.83,148.76,6.52,27.33,1.08,33.26,25140.00,0.10,9.290882e+001,5.41
120,39.05,0.91,129.10,130.96,130.50,0.92,1.00,1.01,7.05,7.34,1.00,1.00,7.55,7.55,130.61,7.73,30.19,1.05,26.25,30562.00,0.04,1.836003e+002,6.35
121,54.05,0.95,112.14,111.91,112.45,0.89,0.99,1.05,8.30,9.19,1.00,1.00,9.04,9.04,111.42,9.72,36.17,1.40,14.25,33316.00,0.10,2.988846e+002,8.57
122,23.12,0.88,162.82,159.95,153.34,0.91,0.99,1.07,5.43,5.84,1.00,1.00,6.44,6.44,158.04,6.28,25.76,1.07,31.86,25444.00,0.07,8.360601e+001,5.26
123,22.07,0.91,140.37,142.80,139.94,0.92,0.99,1.02,5.30,5.60,1.00,1.00,6.16,6.16,141.00,6.11,24.66,1.06,30.53,21996.00,0.05,7.801101e+001,5.24
124,30.83,0.86,160.10,159.88,154.65,0.89,0.99,1.05,6.27,6.65,1.00,1.00,7.03,7.03,157.99,7.52,28.11,1.06,31.88,31124.00,0.06,1.287626e+002,5.80
125,33.47,0.85,115.80,120.86,124.11,0.81,0.95,1.47,6.53,7.87,2.15,0.46,11.97,5.56,121.20,8.69,35.06,1.31,40.10,25330.00,0.17,1.456426e+002,6.66
126,30.83,0.87,146.11,144.39,140.20,0.89,0.98,1.12,6.27,6.76,1.00,1.00,7.27,7.27,143.16,7.52,29.08,1.08,26.10,28203.00,0.07,1.287626e+002,5.80
127,28.87,0.94,136.88,135.56,136.39,0.93,1.00,1.06,6.06,6.42,1.00,1.00,6.91,6.91,135.16,6.70,27.65,1.07,22.77,25410.00,0.06,1.166906e+002,5.95
128,37.25,0.84,149.39,147.50,146.50,0.88,0.98,1.04,6.89,8.14,1.00,1.00,8.21,8.21,147.43,8.92,32.85,1.60,15.92,33319.00,0.15,1.710512e+002,6.91
129,23.33,0.88,156.31,162.22,153.59,0.90,0.99,1.06,5.45,5.83,1.00,1.00,6.41,6.41,158.91,6.28,25.63,1.06,30.91,25744.00,0.07,8.474537e+001,5.19
130,35.69,0.87,151.81,144.37,142.61,0.88,0.99,1.04,6.74,7.97,1.00,1.00,8.02,8.02,144.68,8.74,32.07,1.42,6.69,31686.00,0.15,1.603796e+002,6.91
131,37.03,0.88,141.40,138.13,133.07,0.90,0.99,1.04,6.87,7.21,1.00,1.00,7.50,7.50,136.98,7.71,30.00,1.06,20.42,30821.00,0.05,1.695089e+002,6.48
132,46.13,0.79,152.09,161.91,160.86,0.84,0.97,1.14,7.66,8.19,1.00,1.00,8.52,8.52,160.04,9.11,34.09,1.08,22.84,42411.00,0.06,2.356877e+002,6.80
133,57.82,0.88,141.56,144.44,145.12,0.90,0.99,1.07,8.58,8.99,1.00,1.00,8.99,8.99,144.01,9.72,35.98,1.06,21.87,45364.00,0.05,3.307291e+002,8.01
134,29.52,0.87,169.57,165.45,152.27,0.90,0.99,1.07,6.13,6.54,1.00,1.00,6.99,6.99,161.93,7.18,27.97,1.06,29.02,30929.00,0.06,1.206579e+002,5.80
135,50.07,0.93,110.63,110.74,112.54,0.91,0.99,1.07,7.98,8.82,1.00,1.00,8.80,8.80,109.96,9.33,35.20,1.37,21.82,31008.00,0.09,2.665130e+002,8.01
136,62.81,0.90,129.95,126.77,121.77,0.85,0.98,1.08,8.94,10.62,1.00,1.00,10.21,10.21,125.25,11.44,40.86,1.48,12.98,42085.00,0.16,3.744994e+002,9.75
137,23.75,0.76,141.34,140.83,133.12,0.77,0.92,1.46,5.50,6.44,2.12,0.47,10.29,4.86,138.56,7.18,30.32,1.16,37.30,22724.00,0.15,8.704429e+001,5.67
138,21.24,0.93,143.21,140.99,129.94,0.87,0.97,1.24,5.20,5.88,1.00,1.00,6.72,6.72,137.93,6.71,26.87,1.11,35.34,20965.00,0.11,7.365812e+001,5.17
