Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
50,34.80,0.85,152.66,159.67,156.43,0.89,0.99,1.03,6.66,7.03,1.00,1.00,7.30,7.30,157.87,7.73,29.21,1.05,29.39,33943.00,0.05,1.544126e+002,6.27
51,20.01,0.95,160.93,151.07,142.71,0.91,0.99,1.08,5.05,7.19,1.00,1.00,7.55,7.55,149.71,7.71,30.19,1.64,3.60,21858.00,0.30,6.733657e+001,6.35
52,35.91,0.87,144.86,136.67,132.93,0.89,0.99,1.06,6.76,7.97,1.00,1.00,8.10,8.10,136.22,8.74,32.40,1.42,10.10,29969.00,0.15,1.618863e+002,6.91
53,50.07,0.80,126.17,142.10,146.93,0.76,0.95,1.41,7.98,9.20,1.89,0.53,12.94,6.87,141.31,10.33,39.62,1.28,41.76,39849.00,0.13,2.665130e+002,7.60
54,59.24,0.88,132.95,143.14,147.44,0.84,0.98,1.33,8.68,9.70,1.54,0.65,12.29,7.97,142.95,10.42,40.53,1.12,45.43,45887.00,0.10,3.430086e+002,8.23
55,24.80,0.92,142.24,139.60,137.83,0.79,0.95,1.80,5.62,7.04,3.35,0.30,13.15,3.92,139.37,7.95,34.15,1.21,37.86,23553.00,0.20,9.290882e+001,6.35
56,22.07,0.87,155.74,148.66,139.89,0.91,0.99,1.02,5.30,5.63,1.00,1.00,6.16,6.16,146.81,6.22,24.66,1.05,32.40,22903.00,0.06,7.801101e+001,5.04
57,54.05,0.98,148.00,153.06,145.04,0.94,1.00,1.03,8.30,8.62,1.00,1.00,8.60,8.60,149.93,8.96,34.42,1.05,30.90,44829.00,0.04,2.988846e+002,8.01
58,40.64,0.85,121.01,129.96,128.95,0.89,0.99,1.02,7.19,7.54,1.00,1.00,7.69,7.69,127.83,8.39,30.78,1.05,36.67,30808.00,0.05,1.948855e+002,6.66
59,28.87,0.91,154.40,152.36,151.63,0.92,0.99,1.05,6.06,6.69,1.00,1.00,7.11,7.11,152.35,7.21,28.43,1.29,17.24,28642.00,0.09,1.166906e+002,6.14
60,19.60,0.76,156.69,156.96,150.43,0.72,0.89,1.45,5.00,5.88,2.07,0.48,9.54,4.61,154.94,6.70,28.30,1.16,25.25,22312.00,0.15,6.528536e+001,5.10
61,24.38,0.96,135.94,135.52,136.63,0.93,1.00,1.00,5.57,5.89,1.00,1.00,6.33,6.33,134.54,6.11,25.31,1.04,29.64,22469.00,0.05,9.054300e+001,5.25
62,34.58,0.85,153.22,156.83,151.66,0.88,0.98,1.04,6.63,7.01,1.00,1.00,7.30,7.30,154.84,7.71,29.21,1.05,28.26,33135.00,0.05,1.529358e+002,6.23
63,22.49,0.86,137.28,141.24,141.39,0.86,0.97,1.07,5.35,5.93,1.00,1.00,6.36,6.36,140.78,6.71,25.44,1.05,41.18,22244.00,0.10,8.022859e+001,5.10
64,48.21,0.97,129.49,137.94,138.29,0.94,1.00,1.06,7.83,8.17,1.00,1.00,8.33,8.33,136.61,8.39,33.31,1.06,32.15,37430.00,0.04,2.518118e+002,7.86
65,33.03,0.98,145.92,144.87,142.53,0.94,1.00,1.00,6.48,6.78,1.00,1.00,6.91,6.91,144.29,6.99,27.65,1.03,28.54,29867.00,0.04,1.427679e+002,6.27
66,24.59,0.98,138.74,136.56,134.95,0.94,1.00,1.00,5.60,5.89,1.00,1.00,6.33,6.33,135.92,6.03,25.31,1.04,27.37,22834.00,0.05,9.172258e+001,5.25
67,39.96,0.93,150.18,152.08,148.58,0.93,1.00,1.01,7.13,7.43,1.00,1.00,7.58,7.58,150.81,7.86,30.32,1.04,35.35,35892.00,0.04,1.900144e+002,6.91
68,33.03,0.95,136.56,143.61,140.80,0.84,0.97,1.24,6.48,7.25,1.00,1.00,7.86,7.86,141.45,8.15,31.42,1.10,42.22,29281.00,0.11,1.427679e+002,6.66
69,40.64,0.96,111.85,119.38,118.06,0.92,1.00,1.09,7.19,7.64,1.00,1.00,7.94,7.94,116.69,8.21,31.75,1.07,33.66,28122.00,0.06,1.948855e+002,7.32
70,20.42,0.92,142.68,138.78,135.12,0.92,0.99,1.04,5.10,5.46,1.00,1.00,6.08,6.08,137.80,5.88,24.34,1.06,21.67,20394.00,0.07,6.941586e+001,5.10
71,26.29,0.97,139.80,138.97,135.21,0.94,1.00,1.00,5.79,6.05,1.00,1.00,6.44,6.44,137.33,6.28,25.76,1.04,40.50,24170.00,0.04,1.013974e+002,5.78
72,22.91,0.84,165.72,165.99,162.96,0.89,0.98,1.05,5.40,5.77,1.00,1.00,6.36,6.36,165.07,6.52,25.44,1.07,34.13,26411.00,0.06,8.247342e+001,5.10
73,34.58,0.83,152.48,149.84,142.26,0.88,0.98,1.01,6.63,6.96,1.00,1.00,7.19,7.19,147.65,7.86,28.76,1.04,30.10,31598.00,0.05,1.529358e+002,5.80
74,26.50,0.83,136.17,138.09,132.08,0.88,0.98,1.05,5.81,6.18,1.00,1.00,6.68,6.68,135.31,6.80,26.74,1.06,39.15,23950.00,0.06,1.026362e+002,5.25
75,35.47,0.91,142.54,144.93,139.52,0.92,0.99,1.05,6.72,7.09,1.00,1.00,7.42,7.42,142.58,7.52,29.67,1.06,25.89,31083.00,0.05,1.588789e+002,6.54
76,38.60,0.92,114.97,122.63,124.13,0.87,0.98,1.17,7.01,7.61,1.00,1.00,8.08,8.08,122.19,8.25,32.34,1.09,39.10,28347.00,0.08,1.804280e+002,6.66
77,56.40,0.83,126.18,137.05,142.40,0.78,0.95,1.68,8.47,10.55,2.92,0.34,17.16,5.87,137.19,11.91,46.06,1.41,45.16,42393.00,0.20,3.186330e+002,9.25
78,23.54,0.93,151.70,146.37,139.27,0.91,0.99,1.07,5.47,6.80,1.00,1.00,7.24,7.24,144.57,7.32,28.95,1.57,7.63,23565.00,0.20,8.589147e+001,5.80
79,24.59,0.94,153.40,149.49,154.24,0.87,0.98,1.24,5.60,6.27,1.00,1.00,7.07,7.07,151.32,6.80,28.30,1.11,3.83,25421.00,0.11,9.172258e+001,5.49
80,31.70,0.85,129.67,131.51,129.54,0.89,0.99,1.04,6.35,6.71,1.00,1.00,7.07,7.07,130.68,7.32,28.30,1.06,34.35,26266.00,0.05,1.342906e+002,5.80
81,54.28,0.92,135.85,127.55,121.36,0.92,0.99,1.08,8.31,8.71,1.00,1.00,8.80,8.80,126.26,9.25,35.20,1.06,7.99,37878.00,0.05,3.008361e+002,8.21
82,35.91,0.81,155.45,156.57,151.39,0.87,0.98,1.07,6.76,7.21,1.00,1.00,7.50,7.50,154.91,8.15,30.00,1.06,19.15,34080.00,0.06,1.618863e+002,6.35
83,72.69,0.73,124.55,129.18,128.35,0.78,0.94,1.14,9.62,10.64,1.00,1.00,10.41,10.41,127.54,12.04,41.64,1.28,14.64,48084.00,0.10,4.661919e+002,8.41
84,27.79,0.88,156.83,156.15,150.79,0.91,0.99,1.03,5.95,6.31,1.00,1.00,6.72,6.72,154.57,6.97,26.87,1.05,26.76,28286.00,0.06,1.102058e+002,5.25
85,109.62,0.53,133.89,133.90,134.95,0.44,0.75,1.54,11.81,14.56,2.41,0.41,20.35,8.43,128.40,17.87,57.57,1.36,20.16,67538.00,0.19,8.633662e+002,10.12
86,37.48,0.87,131.90,136.44,134.04,0.81,0.95,1.63,6.91,7.98,2.77,0.36,13.87,5.00,135.18,8.68,37.73,1.21,40.52,30686.00,0.13,1.725993e+002,7.38
87,44.75,0.91,111.29,121.04,122.73,0.84,0.98,1.23,7.55,8.50,1.00,1.00,8.73,8.73,120.41,9.46,34.93,1.08,40.58,31186.00,0.11,2.251852e+002,7.43
88,30.61,0.87,126.17,127.73,122.01,0.77,0.94,1.66,6.24,7.48,2.88,0.35,13.14,4.56,125.87,8.57,35.39,1.20,40.41,24670.00,0.17,1.273961e+002,5.80
89,105.34,0.48,111.13,116.20,117.98,0.35,0.69,1.94,11.58,14.68,3.82,0.26,24.98,6.54,116.13,18.51,63.04,1.40,27.99,59112.00,0.21,8.132857e+002,10.46
90,35.69,0.95,118.91,126.22,126.10,0.94,1.00,1.02,6.74,7.05,1.00,1.00,7.30,7.30,124.73,7.51,29.21,1.05,36.41,27315.00,0.04,1.603796e+002,6.66
91,22.91,0.79,144.34,143.15,133.63,0.87,0.97,1.02,5.40,5.75,1.00,1.00,6.25,6.25,140.12,6.52,24.98,1.05,35.54,22419.00,0.06,8.247342e+001,4.70
92,23.54,0.82,147.99,146.14,139.60,0.84,0.95,1.18,5.47,6.18,1.00,1.00,6.80,6.80,144.36,7.18,27.19,1.08,37.20,23531.00,0.11,8.589147e+001,5.25
93,52.64,0.75,133.27,139.85,142.89,0.68,0.90,1.35,8.19,9.30,1.65,0.61,12.15,7.36,139.78,10.47,39.03,1.11,44.77,40955.00,0.12,2.872853e+002,6.91
94,24.59,0.93,146.12,144.45,138.76,0.92,0.99,1.02,5.60,5.91,1.00,1.00,6.41,6.41,142.95,6.28,25.63,1.06,34.61,24015.00,0.05,9.172258e+001,5.25
95,24.80,0.93,149.22,138.89,132.86,0.93,1.00,1.00,5.62,6.42,1.00,1.00,6.72,6.72,136.63,6.80,26.87,1.36,8.64,23091.00,0.13,9.290882e+001,5.80
96,22.07,0.81,144.01,143.58,139.08,0.76,0.91,1.65,5.30,6.70,2.83,0.35,11.61,4.10,141.67,8.25,31.42,1.16,36.07,22101.00,0.21,7.801101e+001,5.00
97,34.13,0.89,145.52,150.88,145.33,0.92,0.99,1.00,6.59,6.92,1.00,1.00,7.11,7.11,148.36,7.51,28.43,1.04,37.36,31453.00,0.05,1.500004e+002,6.27
98,19.81,0.92,150.02,143.97,135.97,0.92,1.00,1.02,5.02,5.36,1.00,1.00,5.97,5.97,141.40,5.74,23.88,1.06,19.50,20503.00,0.06,6.630745e+001,5.01
99,29.09,0.85,148.29,147.51,141.46,0.90,0.98,1.05,6.09,6.47,1.00,1.00,6.91,6.91,144.97,7.12,27.65,1.06,26.44,27400.00,0.06,1.180067e+002,5.63
100,61.14,0.97,119.74,114.46,107.68,0.91,0.99,1.06,8.82,9.96,1.00,1.00,9.74,9.74,113.04,10.48,38.97,1.44,12.52,37191.00,0.11,3.596638e+002,9.53
101,25.86,0.92,151.09,151.63,147.39,0.93,1.00,1.00,5.74,6.00,1.00,1.00,6.44,6.44,150.03,6.35,25.76,1.05,33.64,26106.00,0.04,9.893920e+001,5.49
102,29.96,0.89,153.33,153.48,150.23,0.92,0.99,1.00,6.18,6.44,1.00,1.00,6.75,6.75,152.05,7.06,27.00,1.04,37.40,29345.00,0.04,1.233343e+002,5.80
103,21.87,0.71,134.90,132.01,123.27,0.73,0.90,1.42,5.28,6.37,1.93,0.52,9.84,5.09,129.38,7.52,29.86,1.34,32.36,20054.00,0.17,7.691247e+001,5.01
104,114.17,0.63,143.96,140.56,140.22,0.42,0.80,1.93,12.06,15.27,3.80,0.26,25.70,6.76,139.55,17.53,64.92,1.39,32.79,75915.00,0.21,9.176603e+002,11.62
105,46.36,0.88,124.80,127.06,129.07,0.78,0.93,1.44,7.68,9.22,2.01,0.50,13.19,6.55,127.38,10.42,39.48,1.35,36.06,33883.00,0.17,2.374574e+002,8.01
106,35.02,0.89,141.84,147.01,148.29,0.85,0.97,1.35,6.68,7.59,1.65,0.61,10.42,6.33,146.55,8.57,33.50,1.13,42.14,31654.00,0.12,1.558953e+002,6.35
107,40.19,0.96,120.64,127.32,131.20,0.95,1.00,1.00,7.15,7.44,1.00,1.00,7.58,7.58,126.08,7.73,30.32,1.04,28.00,30134.00,0.04,1.916324e+002,6.91
108,47.05,0.91,149.21,139.67,130.46,0.92,0.99,1.04,7.74,8.99,1.00,1.00,8.91,8.91,137.77,9.56,35.65,1.43,8.62,37059.00,0.14,2.427994e+002,8.23
109,31.92,0.91,133.76,139.66,136.55,0.81,0.97,1.34,6.38,7.34,1.56,0.64,9.82,6.28,136.59,8.25,32.21,1.11,41.93,27591.00,0.13,1.356881e+002,6.27
110,25.86,0.90,152.88,156.44,156.36,0.92,0.99,1.00,5.74,6.28,1.00,1.00,6.64,6.64,154.55,6.80,26.55,1.24,16.34,26891.00,0.09,9.893920e+001,5.49
111,40.41,0.95,141.92,143.12,141.29,0.93,1.00,1.07,7.17,7.57,1.00,1.00,7.86,7.86,142.21,7.83,31.42,1.06,21.38,34130.00,0.05,1.932561e+002,7.18
112,122.55,0.57,134.58,139.68,139.79,0.53,0.80,1.45,12.49,15.12,2.08,0.48,19.75,9.49,138.67,18.89,58.48,1.39,28.35,80013.00,0.17,1.020520e+003,11.16
113,42.00,0.96,129.19,134.39,139.61,0.81,0.97,1.56,7.31,8.52,2.51,0.40,13.99,5.59,135.34,9.26,39.16,1.35,46.56,33428.00,0.14,2.047821e+002,7.67
114,28.65,0.92,158.82,158.03,154.29,0.92,0.99,1.03,6.04,6.40,1.00,1.00,6.80,6.80,156.77,6.98,27.19,1.05,26.88,29316.00,0.06,1.153809e+002,5.80
115,19.60,0.80,141.44,136.49,137.55,0.81,0.93,1.27,5.00,6.04,1.00,1.00,6.83,6.83,137.33,6.71,27.33,1.30,37.10,19776.00,0.17,6.528536e+001,4.99
116,53.58,0.60,126.73,124.99,122.98,0.67,0.86,1.23,8.26,9.70,1.00,1.00,9.70,9.70,124.41,11.65,38.78,1.30,19.54,36949.00,0.15,2.949972e+002,6.33
117,26.72,0.86,143.87,139.61,137.48,0.77,0.94,1.33,5.83,6.78,1.54,0.65,9.16,5.94,138.75,8.03,30.19,1.11,27.37,24697.00,0.14,1.038816e+002,5.80
118,60.67,0.91,129.37,133.16,135.29,0.91,0.99,1.08,8.79,9.40,1.00,1.00,9.39,9.39,133.36,9.88,37.54,1.24,20.18,43608.00,0.06,3.554699e+002,8.62
119,117.72,0.58,130.91,142.80,143.28,0.60,0.85,1.25,12.24,13.62,1.00,1.00,12.92,12.92,141.20,16.31,51.66,1.06,32.32,78792.00,0.10,9.607778e+002,9.38
120,37.03,0.87,144.96,146.54,145.91,0.91,0.99,1.03,6.87,7.22,1.00,1.00,7.47,7.47,145.73,8.03,29.86,1.05,36.39,32789.00,0.05,1.695089e+002,6.51
121,402.34,0.39,103.52,116.05,116.46,0.27,0.64,2.73,22.63,29.41,6.43,0.16,57.48,8.94,114.20,40.08,132.84,1.67,37.51,185349.00,0.23,6.071008e+003,16.23
122,27.79,0.94,118.81,122.28,122.64,0.93,1.00,1.04,5.95,6.27,1.00,1.00,6.75,6.75,121.73,6.52,27.00,1.06,33.41,22276.00,0.05,1.102058e+002,5.81
123,33.03,0.90,145.20,145.80,141.86,0.87,0.98,1.18,6.48,7.13,1.00,1.00,7.66,7.66,144.57,7.73,30.64,1.09,36.84,29925.00,0.09,1.427679e+002,6.27
124,56.87,0.92,105.84,104.98,105.13,0.91,0.99,1.06,8.51,9.69,1.00,1.00,9.51,9.51,104.64,10.42,38.06,1.43,21.33,32544.00,0.12,3.226446e+002,8.57
125,26.08,0.93,126.97,117.75,111.29,0.93,1.00,1.00,5.76,6.40,1.00,1.00,6.72,6.72,116.88,6.80,26.87,1.30,15.07,20454.00,0.10,1.001650e+002,5.80
126,20.63,0.87,145.13,148.86,143.86,0.80,0.96,1.40,5.12,5.93,1.86,0.54,9.21,4.94,146.92,6.22,28.30,1.15,37.37,21891.00,0.14,7.046599e+001,5.63
127,27.15,0.97,133.96,137.31,139.50,0.89,0.99,1.12,5.88,6.51,1.00,1.00,6.96,6.96,137.27,7.21,27.84,1.06,37.96,24709.00,0.10,1.063919e+002,5.80
128,31.92,0.94,139.96,143.52,142.72,0.85,0.98,1.26,6.38,7.30,1.00,1.00,7.82,7.82,142.61,8.07,31.29,1.09,36.09,28808.00,0.13,1.356881e+002,6.35
129,39.96,0.95,142.01,143.10,137.92,0.95,1.00,1.00,7.13,7.38,1.00,1.00,7.50,7.50,141.44,7.86,30.00,1.04,29.25,33663.00,0.03,1.900144e+002,6.91
130,26.93,0.85,160.42,159.07,148.47,0.90,0.99,1.02,5.86,6.19,1.00,1.00,6.60,6.60,156.03,7.05,26.41,1.05,30.46,27930.00,0.05,1.051335e+002,5.25
131,27.58,0.90,167.92,166.05,158.53,0.89,0.99,1.06,5.93,6.36,1.00,1.00,6.80,6.80,163.96,7.05,27.19,1.06,28.62,29841.00,0.07,1.089281e+002,5.78
132,21.45,0.94,133.31,134.88,130.58,0.85,0.96,1.63,5.23,6.38,2.77,0.36,11.38,4.11,133.42,7.18,30.97,1.19,40.47,20414.00,0.18,7.473601e+001,5.47
133,31.92,0.86,146.15,148.07,143.34,0.91,0.99,1.02,6.38,6.69,1.00,1.00,7.03,7.03,146.45,7.26,28.11,1.05,33.00,29583.00,0.05,1.356881e+002,5.88
134,28.65,0.83,170.34,156.93,151.53,0.89,0.98,1.00,6.04,6.34,1.00,1.00,6.60,6.60,156.84,7.21,26.41,1.03,36.85,29330.00,0.05,1.153809e+002,5.25
135,27.79,0.85,151.38,146.51,144.59,0.88,0.98,1.07,5.95,7.27,1.00,1.00,7.58,7.58,146.50,8.07,30.32,1.47,6.84,26809.00,0.18,1.102058e+002,6.35
136,42.69,0.69,132.22,134.54,140.24,0.73,0.91,1.24,7.37,8.50,1.00,1.00,8.77,8.77,135.95,9.88,35.06,1.23,20.19,33988.00,0.13,2.098070e+002,6.91
137,28.22,0.68,158.88,155.56,157.98,0.60,0.78,1.99,5.99,7.54,4.01,0.25,15.41,3.84,156.66,8.39,38.51,1.46,20.91,28982.00,0.21,1.127805e+002,5.75
138,82.21,0.89,110.67,114.33,115.07,0.82,0.97,1.32,10.23,11.53,1.49,0.67,14.06,9.42,113.98,12.22,46.97,1.36,18.42,47414.00,0.11,5.607482e+002,10.22
