Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
25,48.91,0.81,132.12,134.28,133.12,0.75,0.92,1.56,7.89,9.89,2.50,0.40,15.27,6.10,132.96,11.10,42.74,1.43,26.27,36830.00,0.20,2.572843e+002,8.32
26,32.58,0.94,111.34,124.14,124.28,0.81,0.95,1.55,6.44,7.56,2.47,0.41,12.43,5.04,122.72,8.39,34.93,1.18,40.01,25158.00,0.15,1.399175e+002,6.91
27,32.58,0.89,122.84,128.44,133.77,0.80,0.97,1.37,6.44,7.30,1.73,0.58,10.42,6.01,129.35,8.25,32.85,1.14,36.73,26517.00,0.12,1.399175e+002,6.28
28,29.96,0.65,136.88,125.28,118.19,0.77,0.91,1.08,6.18,6.78,1.00,1.00,7.06,7.06,116.20,8.21,28.24,1.05,21.50,22427.00,0.09,1.233343e+002,4.58
29,44.98,0.91,148.74,155.04,147.32,0.92,0.99,1.09,7.57,8.00,1.00,1.00,8.25,8.25,151.72,8.45,32.99,1.07,30.85,39447.00,0.05,2.269218e+002,7.44
30,45.21,0.86,147.29,146.42,139.15,0.90,0.99,1.02,7.59,8.08,1.00,1.00,8.13,8.13,144.30,8.79,32.53,1.21,19.32,37662.00,0.06,2.286639e+002,6.91
31,29.96,0.94,121.22,131.70,128.81,0.82,0.97,1.40,6.18,7.15,1.86,0.54,10.48,5.62,129.60,8.22,32.21,1.14,40.71,25013.00,0.14,1.233343e+002,6.27
32,29.96,0.85,118.27,132.12,138.54,0.83,0.96,1.29,6.18,7.19,1.30,0.77,8.74,6.74,132.44,9.03,30.97,1.09,36.91,25560.00,0.14,1.233343e+002,5.88
33,23.75,0.83,139.56,132.44,134.20,0.77,0.93,1.34,5.50,6.53,1.59,0.63,8.94,5.60,132.66,6.80,29.08,1.10,17.33,21757.00,0.16,8.704429e+001,5.81
34,27.15,0.90,166.72,166.09,157.88,0.87,0.98,1.23,5.88,8.43,1.00,1.00,8.96,8.96,163.66,9.11,35.84,2.18,19.53,29459.00,0.30,1.063919e+002,7.73
35,40.19,0.93,140.88,147.50,143.41,0.92,0.99,1.07,7.15,7.52,1.00,1.00,7.82,7.82,145.51,7.90,31.29,1.07,26.02,34778.00,0.05,1.916324e+002,6.91
36,43.37,0.94,126.67,130.99,127.01,0.94,1.00,1.03,7.43,7.73,1.00,1.00,7.90,7.90,129.27,8.03,31.61,1.05,26.75,32705.00,0.04,2.148827e+002,6.91
37,29.09,0.90,116.39,117.76,121.68,0.88,0.98,1.15,6.09,6.88,1.00,1.00,7.38,7.38,118.77,7.73,29.54,1.26,39.89,22447.00,0.12,1.180067e+002,6.27
38,33.91,0.88,156.69,132.99,118.10,0.90,0.99,1.08,6.57,7.00,1.00,1.00,7.38,7.38,131.25,7.51,29.54,1.06,17.53,27693.00,0.06,1.485417e+002,6.47
39,45.21,0.93,149.75,150.20,148.81,0.93,1.00,1.04,7.59,7.95,1.00,1.00,8.05,8.05,149.71,8.49,32.21,1.05,22.39,39075.00,0.05,2.286639e+002,7.44
40,26.72,0.95,152.55,142.90,138.37,0.93,1.00,1.06,5.83,7.13,1.00,1.00,7.47,7.47,141.48,7.48,29.86,1.49,7.60,25183.00,0.18,1.038816e+002,6.85
41,20.22,0.84,133.19,136.00,128.10,0.82,0.97,1.27,5.07,5.84,1.00,1.00,6.68,6.68,133.29,7.32,26.74,1.11,36.88,19594.00,0.13,6.837271e+001,4.70
42,69.30,0.51,128.62,133.83,135.24,0.55,0.78,1.30,9.39,11.26,1.34,0.75,12.38,9.25,133.14,14.42,43.26,1.20,29.75,48329.00,0.17,4.339742e+002,6.35
43,27.36,0.71,143.12,135.81,139.00,0.80,0.94,1.10,5.90,6.44,1.00,1.00,6.91,6.91,136.39,7.71,27.65,1.06,8.89,24687.00,0.08,1.076568e+002,4.91
44,24.80,0.97,125.65,126.46,122.73,0.93,1.00,1.00,5.62,5.96,1.00,1.00,6.36,6.36,125.20,6.28,25.44,1.04,31.23,21159.00,0.06,9.290882e+001,5.49
45,28.65,0.81,140.85,132.79,122.17,0.87,0.98,1.08,6.04,7.28,1.00,1.00,7.63,7.63,129.10,8.45,30.51,1.53,4.77,24142.00,0.17,1.153809e+002,6.25
46,44.06,0.89,123.47,141.70,146.44,0.92,0.99,1.03,7.49,7.82,1.00,1.00,7.97,7.97,140.78,8.49,31.88,1.05,43.80,36039.00,0.04,2.200088e+002,7.05
47,32.80,0.83,122.67,129.57,123.28,0.89,0.98,1.05,6.46,6.85,1.00,1.00,7.19,7.19,126.90,7.57,28.76,1.06,34.64,26142.00,0.06,1.413396e+002,5.90
48,31.70,0.70,135.26,143.33,139.56,0.77,0.92,1.25,6.35,7.33,1.00,1.00,7.76,7.76,141.23,8.55,31.02,1.08,43.16,28387.00,0.13,1.342906e+002,5.17
49,39.51,0.96,148.16,147.74,146.87,0.80,0.97,1.39,7.09,7.98,1.83,0.55,11.49,6.27,147.34,8.57,35.52,1.15,43.68,34773.00,0.11,1.867958e+002,7.28
50,19.81,1.00,146.35,152.86,152.61,0.93,1.00,1.00,5.02,5.33,1.00,1.00,5.90,5.90,151.35,5.88,23.61,1.05,23.96,21946.00,0.06,6.630745e+001,4.70
51,25.65,0.91,145.32,142.64,137.71,0.91,0.99,1.06,5.71,6.45,1.00,1.00,6.91,6.91,141.45,6.99,27.65,1.33,13.84,24471.00,0.11,9.771995e+001,5.95
52,53.11,0.68,120.63,139.98,145.94,0.70,0.89,1.66,8.22,9.77,2.88,0.35,16.10,5.60,138.96,11.51,43.39,1.18,40.95,40994.00,0.16,2.911308e+002,6.85
53,53.58,0.90,132.37,136.50,133.49,0.91,0.99,1.07,8.26,8.67,1.00,1.00,8.72,8.72,134.95,9.46,34.87,1.06,20.20,40081.00,0.05,2.949972e+002,8.01
54,20.22,0.68,153.38,142.86,144.89,0.76,0.91,1.15,5.07,5.80,1.00,1.00,6.36,6.36,142.80,7.06,25.44,1.06,8.94,20991.00,0.12,6.837271e+001,4.32
55,25.86,0.96,145.54,146.86,147.51,0.87,0.98,1.17,5.74,6.48,1.00,1.00,6.99,6.99,146.58,7.18,27.97,1.07,19.37,25505.00,0.11,9.893920e+001,5.80
56,21.87,0.74,139.53,136.71,134.97,0.76,0.91,1.27,5.28,6.21,1.00,1.00,6.88,6.88,136.14,7.95,27.52,1.09,35.15,21101.00,0.15,7.691247e+001,4.70
