Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
15,214.31,0.97,106.58,131.37,140.06,0.82,0.97,2.00,16.52,18.62,4.04,0.25,33.83,8.38,131.05,19.31,84.44,1.31,39.85,121743.00,0.11,2.360017e+003,17.96
16,99.82,0.88,113.82,117.76,118.13,0.70,0.94,1.47,11.27,12.75,2.16,0.46,17.93,8.30,115.04,14.42,52.44,1.14,24.81,56024.00,0.12,7.502322e+002,11.35
17,21.66,0.78,145.46,138.44,132.23,0.86,0.97,1.00,5.25,5.58,1.00,1.00,6.05,6.05,136.85,6.71,24.20,1.04,38.57,21075.00,0.06,7.582080e+001,4.70
18,26.93,0.81,145.10,142.39,139.63,0.79,0.94,1.57,5.86,7.15,2.53,0.40,12.06,4.76,141.84,8.25,33.63,1.36,39.50,25389.00,0.18,1.051335e+002,5.80
19,42.92,0.94,146.01,148.97,145.75,0.93,1.00,1.05,7.39,7.76,1.00,1.00,7.94,7.94,147.49,8.21,31.75,1.05,25.97,37021.00,0.05,2.114933e+002,7.44
20,108.11,0.98,110.15,118.63,118.70,0.88,0.99,1.14,11.73,12.47,1.00,1.00,12.02,12.02,116.79,13.16,48.08,1.18,19.87,60733.00,0.06,8.455569e+002,11.45
21,64.97,0.98,123.93,136.03,140.13,0.72,0.90,1.54,9.10,11.17,2.42,0.41,16.26,6.71,135.87,11.73,45.93,1.27,39.56,46875.00,0.19,3.939298e+002,10.01
22,38.15,0.89,131.21,133.73,131.16,0.91,0.99,1.04,6.97,7.33,1.00,1.00,7.58,7.58,132.27,8.03,30.32,1.05,29.24,30422.00,0.05,1.772790e+002,6.79
23,36.36,0.90,134.39,143.18,140.72,0.92,0.99,1.02,6.80,7.14,1.00,1.00,7.38,7.38,139.91,7.71,29.54,1.05,40.66,31060.00,0.05,1.649176e+002,6.35
24,161.97,0.99,100.75,122.85,132.95,0.80,0.99,1.33,14.36,15.69,1.52,0.66,18.53,12.18,121.76,16.76,61.42,1.21,26.54,88882.00,0.08,1.550622e+003,14.63
25,28.65,0.90,153.82,147.10,144.59,0.92,0.99,1.04,6.04,6.62,1.00,1.00,6.99,6.99,147.06,7.18,27.97,1.24,15.51,27500.00,0.09,1.153809e+002,5.80
26,118.73,0.93,105.04,115.98,119.25,0.79,0.97,1.66,12.30,13.52,2.88,0.35,22.24,7.72,115.70,14.68,59.91,1.23,43.09,65025.00,0.09,9.732384e+002,12.52
27,49.60,0.90,141.64,135.75,127.36,0.91,0.99,1.09,7.95,9.45,1.00,1.00,9.39,9.39,133.09,10.27,37.54,1.47,9.52,37264.00,0.16,2.628054e+002,8.57
28,31.92,0.89,151.30,157.02,153.84,0.92,0.99,1.01,6.38,6.65,1.00,1.00,6.99,6.99,155.38,7.18,27.97,1.05,34.85,31387.00,0.04,1.356881e+002,5.80
29,21.66,0.96,155.57,154.13,149.81,0.93,1.00,1.02,5.25,5.55,1.00,1.00,6.13,6.13,152.70,5.76,24.53,1.06,21.24,23516.00,0.05,7.582080e+001,5.25
30,43.60,0.53,145.46,142.19,137.47,0.54,0.76,1.57,7.45,8.87,2.55,0.39,14.07,5.51,140.52,11.00,39.16,1.16,33.60,35692.00,0.16,2.165858e+002,5.68
31,77.07,0.88,116.18,117.25,117.58,0.73,0.96,1.49,9.91,11.29,2.22,0.45,16.38,7.36,115.64,12.94,47.49,1.15,25.39,45678.00,0.12,5.089653e+002,9.65
32,25.22,0.94,145.33,143.05,141.32,0.93,1.00,1.04,5.67,6.01,1.00,1.00,6.52,6.52,142.20,6.42,26.09,1.06,23.39,24316.00,0.06,9.530118e+001,5.25
33,30.83,0.89,141.31,146.60,147.96,0.82,0.96,1.53,6.27,7.56,2.37,0.42,11.94,5.04,146.36,8.92,33.96,1.14,42.09,28833.00,0.17,1.287626e+002,6.32
34,25.01,0.81,150.48,148.22,149.79,0.82,0.94,1.26,5.64,6.44,1.00,1.00,7.16,7.16,148.95,7.05,28.62,1.10,41.48,25321.00,0.12,9.410169e+001,5.48
35,34.35,0.88,165.30,167.07,166.78,0.88,0.99,1.11,6.61,7.07,1.00,1.00,7.55,7.55,166.74,7.86,30.19,1.08,25.90,35515.00,0.06,1.514651e+002,6.35
36,48.21,0.88,142.19,138.54,132.36,0.90,0.99,1.07,7.83,9.11,1.00,1.00,9.08,9.08,135.93,9.78,36.30,1.51,12.04,37246.00,0.14,2.518118e+002,8.01
37,32.58,0.89,155.12,158.17,157.18,0.90,0.99,1.02,6.44,6.78,1.00,1.00,7.07,7.07,157.51,7.51,28.30,1.05,25.60,32290.00,0.05,1.399175e+002,5.80
38,119.75,0.70,121.59,132.49,128.78,0.73,0.93,1.13,12.35,13.16,1.00,1.00,12.38,12.38,128.14,15.42,49.51,1.05,33.35,72527.00,0.06,9.857615e+002,9.67
39,23.96,0.92,172.41,161.48,151.53,0.92,0.99,1.01,5.52,5.85,1.00,1.00,6.33,6.33,159.38,6.35,25.31,1.05,35.89,26297.00,0.06,8.820384e+001,5.25
40,20.22,0.92,160.92,152.11,139.85,0.85,0.96,1.47,5.07,6.21,2.14,0.47,9.80,4.58,148.23,7.47,28.76,1.13,33.81,21790.00,0.18,6.837271e+001,5.10
41,41.32,0.93,123.14,133.91,132.67,0.87,0.98,1.40,7.25,8.16,1.85,0.54,11.74,6.35,132.31,8.74,36.17,1.15,39.90,32283.00,0.11,1.998081e+002,7.46
42,44.52,0.72,126.76,129.81,129.44,0.78,0.94,1.12,7.53,8.21,1.00,1.00,8.33,8.33,128.32,9.56,33.31,1.06,27.00,33107.00,0.08,2.234542e+002,6.21
43,21.24,0.85,159.03,151.40,146.24,0.89,0.99,1.00,5.20,5.53,1.00,1.00,6.05,6.05,150.41,5.98,24.20,1.05,36.21,22863.00,0.06,7.365812e+001,4.70
44,39.51,0.98,136.06,139.57,141.23,0.79,0.97,1.43,7.09,8.16,1.99,0.50,11.97,6.02,138.73,8.79,35.98,1.14,40.48,32740.00,0.13,1.867958e+002,7.44
45,23.75,0.90,140.19,135.73,136.92,0.91,0.99,1.03,5.50,5.85,1.00,1.00,6.36,6.36,135.95,6.28,25.44,1.06,17.75,22296.00,0.06,8.704429e+001,5.45
46,19.60,0.98,155.01,153.58,145.79,0.93,1.00,1.00,5.00,5.28,1.00,1.00,5.77,5.77,151.39,5.48,23.10,1.04,31.99,21800.00,0.05,6.528536e+001,4.70
47,27.58,0.86,147.26,145.64,145.76,0.81,0.94,1.37,5.93,7.04,1.74,0.58,9.83,5.65,145.87,8.07,30.97,1.11,37.46,26548.00,0.16,1.089281e+002,5.71
48,29.52,0.92,123.42,123.75,119.50,0.93,1.00,1.00,6.13,6.39,1.00,1.00,6.72,6.72,121.54,6.80,26.87,1.04,32.70,23215.00,0.04,1.206579e+002,5.80
49,29.74,0.97,151.20,147.92,140.39,0.94,1.00,1.00,6.15,6.46,1.00,1.00,6.75,6.75,146.03,6.80,27.00,1.04,31.57,28037.00,0.05,1.219930e+002,5.88
50,25.01,0.94,156.38,153.00,145.98,0.93,1.00,1.01,5.64,5.94,1.00,1.00,6.41,6.41,151.29,6.35,25.63,1.05,22.04,25719.00,0.05,9.410169e+001,5.25
51,33.91,0.80,134.73,137.04,135.92,0.86,0.98,1.00,6.57,6.91,1.00,1.00,7.07,7.07,136.18,7.86,28.30,1.03,36.39,28734.00,0.05,1.485417e+002,5.25
52,21.66,0.85,145.05,141.91,134.01,0.71,0.88,2.25,5.25,6.94,4.87,0.21,15.14,3.11,139.85,7.61,36.49,1.31,35.77,21537.00,0.24,7.582080e+001,5.46
53,46.82,0.88,150.38,145.98,136.01,0.89,0.99,1.08,7.72,9.54,1.00,1.00,9.47,9.47,143.44,10.42,37.87,1.52,6.67,38443.00,0.19,2.410132e+002,8.57
54,31.27,0.85,153.13,149.79,140.71,0.90,0.99,1.00,6.31,6.59,1.00,1.00,6.91,6.91,147.24,7.32,27.65,1.05,27.04,29300.00,0.04,1.315142e+002,5.80
55,39.96,0.87,119.15,126.14,129.95,0.86,0.98,1.28,7.13,8.11,1.10,0.91,9.21,8.39,126.46,9.26,35.20,1.34,46.22,30098.00,0.12,1.900144e+002,7.05
56,31.70,0.96,130.53,138.17,138.92,0.93,1.00,1.01,6.35,6.69,1.00,1.00,6.99,6.99,137.54,6.99,27.97,1.05,26.30,27646.00,0.05,1.342906e+002,6.35
57,102.07,0.93,113.26,127.37,131.60,0.66,0.94,1.94,11.40,13.46,3.82,0.26,24.05,6.30,126.51,15.13,60.69,1.26,41.90,62750.00,0.15,7.757850e+002,12.43
58,30.17,0.78,149.29,150.66,147.89,0.86,0.97,1.03,6.20,6.59,1.00,1.00,6.91,6.91,149.24,7.51,27.65,1.05,28.45,28952.00,0.06,1.246820e+002,5.45
59,24.17,0.90,132.41,131.75,127.24,0.92,0.99,1.02,5.55,5.88,1.00,1.00,6.36,6.36,130.19,6.35,25.44,1.05,28.39,21611.00,0.06,8.937008e+001,5.10
60,24.59,0.90,139.73,142.13,144.38,0.85,0.98,1.16,5.60,6.30,1.00,1.00,6.83,6.83,142.22,7.32,27.33,1.07,37.06,23893.00,0.11,9.172258e+001,5.10
61,39.28,0.91,121.05,128.94,126.13,0.87,0.98,1.09,7.07,7.60,1.00,1.00,7.82,7.82,127.19,8.25,31.29,1.06,41.31,29889.00,0.07,1.851951e+002,6.35
62,53.34,0.91,129.25,143.30,147.24,0.78,0.95,1.74,8.24,9.47,3.16,0.32,16.90,5.35,142.85,10.24,44.50,1.24,47.24,42285.00,0.13,2.930614e+002,8.57
63,70.02,0.93,138.84,142.02,139.07,0.93,1.00,1.05,9.44,9.77,1.00,1.00,9.58,9.58,139.74,10.27,38.32,1.05,30.82,51146.00,0.03,4.407997e+002,9.12
64,162.49,0.78,150.92,151.60,151.31,0.70,0.95,1.65,14.38,15.81,2.83,0.35,25.13,8.89,151.42,19.03,68.05,1.22,46.69,110838.00,0.09,1.558105e+003,13.27
65,39.96,0.93,143.00,142.00,140.00,0.91,0.99,1.06,7.13,8.55,1.00,1.00,8.60,8.60,141.53,9.07,34.42,1.56,15.47,33683.00,0.17,1.900144e+002,7.96
66,26.08,0.95,156.00,153.62,146.57,0.79,0.95,1.68,5.76,6.79,2.95,0.34,12.56,4.25,151.74,7.21,33.63,1.23,34.94,26554.00,0.15,1.001650e+002,6.35
67,78.29,0.60,114.02,122.17,124.72,0.59,0.82,1.80,9.98,12.11,3.36,0.30,20.47,6.10,121.85,14.89,53.15,1.32,39.09,48740.00,0.18,5.211125e+002,8.72
68,49.14,0.89,149.86,151.27,149.32,0.92,0.99,1.03,7.91,8.29,1.00,1.00,8.28,8.28,149.15,8.80,33.12,1.04,24.52,41464.00,0.05,2.591193e+002,7.05
69,23.12,0.94,149.02,137.22,133.66,0.93,1.00,1.01,5.43,6.34,1.00,1.00,6.72,6.72,133.46,6.80,26.87,1.39,10.23,21487.00,0.14,8.360601e+001,5.80
70,81.48,0.80,114.27,127.98,131.10,0.73,0.93,1.67,10.19,12.15,2.89,0.35,19.09,6.61,127.20,14.33,51.40,1.16,32.71,52535.00,0.16,5.532283e+002,9.67
71,59.48,0.95,125.62,132.92,138.31,0.87,0.98,1.11,8.70,9.24,1.00,1.00,9.27,9.27,128.13,9.56,37.08,1.07,20.30,41258.00,0.06,3.450729e+002,8.78
72,31.27,0.88,161.54,155.00,152.42,0.92,0.99,1.00,6.31,6.57,1.00,1.00,6.91,6.91,154.77,7.12,27.65,1.05,39.06,30799.00,0.04,1.315142e+002,5.88
73,34.35,0.88,143.09,149.24,145.26,0.84,0.97,1.32,6.61,7.39,1.47,0.68,9.77,6.66,147.34,8.03,32.85,1.13,45.01,31383.00,0.11,1.514651e+002,6.37
74,24.38,0.83,157.12,156.19,153.81,0.70,0.91,1.47,5.57,6.58,2.13,0.47,10.43,4.89,155.62,7.86,30.64,1.15,33.55,25988.00,0.15,9.054300e+001,5.25
75,27.15,0.94,123.72,126.11,121.20,0.79,0.94,1.59,5.88,6.95,2.63,0.38,12.01,4.58,124.37,7.73,33.18,1.19,41.23,22387.00,0.15,1.063919e+002,6.32
76,92.84,0.48,127.00,134.20,137.42,0.42,0.71,1.83,10.87,13.87,3.46,0.29,22.03,6.36,134.12,17.98,56.79,1.15,37.16,61562.00,0.22,6.729097e+002,8.35
77,22.07,0.87,121.10,129.69,129.18,0.79,0.95,1.48,5.30,6.20,2.18,0.46,10.19,4.68,128.10,6.80,29.73,1.17,45.10,19984.00,0.15,7.801101e+001,5.24
78,35.47,0.85,141.09,137.66,132.71,0.89,0.99,1.04,6.72,7.09,1.00,1.00,7.38,7.38,136.56,7.95,29.54,1.05,30.19,29770.00,0.05,1.588789e+002,6.33
79,45.90,0.86,139.27,142.44,144.99,0.90,0.99,1.02,7.64,7.98,1.00,1.00,8.05,8.05,142.42,8.74,32.21,1.05,20.33,37599.00,0.04,2.339235e+002,7.05
80,23.96,0.97,123.49,121.27,124.38,0.84,0.96,1.47,5.52,6.98,2.16,0.46,10.80,5.00,122.40,7.48,31.61,1.35,40.55,20196.00,0.21,8.820384e+001,6.49
81,28.65,0.81,150.29,149.84,148.01,0.87,0.98,1.03,6.04,6.43,1.00,1.00,6.80,6.80,148.87,7.32,27.19,1.05,24.20,27839.00,0.06,1.153809e+002,5.25
82,21.45,0.93,119.03,119.34,116.22,0.93,1.00,1.00,5.23,5.53,1.00,1.00,6.05,6.05,117.24,6.03,24.20,1.05,35.97,17938.00,0.05,7.473601e+001,5.10
83,25.22,0.92,133.12,131.21,125.97,0.77,0.93,1.54,5.67,6.92,2.41,0.41,11.22,4.65,129.60,7.61,31.75,1.15,37.54,22161.00,0.18,9.530118e+001,6.21
84,40.19,0.92,130.63,139.71,135.79,0.88,0.99,1.21,7.15,7.80,1.00,1.00,8.33,8.33,136.51,8.57,33.31,1.10,45.38,32625.00,0.08,1.916324e+002,7.07
85,146.41,0.92,99.32,107.42,105.21,0.78,0.97,1.58,13.65,15.62,2.58,0.39,23.78,9.23,105.01,17.80,66.03,1.53,29.63,70356.00,0.13,1.332634e+003,13.75
86,19.60,0.82,164.53,153.33,139.72,0.86,0.97,1.10,5.00,7.06,1.00,1.00,7.47,7.47,149.85,8.03,29.86,1.62,4.50,21579.00,0.29,6.528536e+001,6.15
87,71.72,0.97,104.61,112.50,112.21,0.86,0.98,1.55,9.56,10.95,2.48,0.40,16.80,6.78,111.52,11.71,47.16,1.17,38.75,41596.00,0.13,4.568922e+002,10.10
88,46.82,0.90,125.29,131.20,130.42,0.91,0.99,1.03,7.72,8.06,1.00,1.00,8.13,8.13,130.30,8.74,32.53,1.05,34.42,34920.00,0.04,2.410132e+002,7.46
89,33.69,0.83,148.43,147.77,145.47,0.89,0.98,1.03,6.55,6.93,1.00,1.00,7.19,7.19,147.14,7.83,28.76,1.05,43.06,30900.00,0.05,1.470892e+002,5.88
90,111.64,0.90,116.27,129.22,128.38,0.73,0.92,2.11,11.92,14.85,4.40,0.23,26.80,6.09,126.47,16.95,65.76,1.25,36.31,67537.00,0.20,8.873371e+002,11.45
91,50.07,0.85,131.53,138.78,142.59,0.85,0.98,1.14,7.98,8.61,1.00,1.00,8.77,8.77,138.34,9.26,35.06,1.07,43.85,39013.00,0.07,2.665130e+002,7.36
92,84.67,0.52,112.63,120.26,120.30,0.53,0.79,1.30,10.38,11.94,1.32,0.76,13.10,9.93,118.85,14.97,46.06,1.06,28.55,50628.00,0.13,5.861055e+002,7.11
93,23.33,0.85,153.39,146.91,141.23,0.90,0.99,1.00,5.45,5.76,1.00,1.00,6.13,6.13,145.98,6.48,24.53,1.03,32.05,23648.00,0.05,8.474537e+001,4.70
94,30.61,0.90,124.27,124.35,123.28,0.77,0.96,1.50,6.24,7.17,2.29,0.44,11.70,5.11,124.01,7.95,33.63,1.18,38.76,24305.00,0.13,1.273961e+002,6.51
95,33.91,0.96,144.96,143.10,140.03,0.94,1.00,1.02,6.57,6.88,1.00,1.00,7.19,7.19,142.12,7.21,28.76,1.05,17.48,29988.00,0.05,1.485417e+002,6.35
96,28.22,0.86,151.38,151.30,143.29,0.85,0.97,1.23,5.99,6.80,1.00,1.00,7.38,7.38,148.95,7.52,29.54,1.09,36.61,27556.00,0.12,1.127805e+002,5.49
97,28.87,0.97,165.31,162.78,152.84,0.93,1.00,1.06,6.06,6.42,1.00,1.00,6.91,6.91,160.07,6.64,27.65,1.07,31.44,30094.00,0.05,1.166906e+002,6.17
98,44.06,0.85,117.82,128.21,128.18,0.79,0.96,1.26,7.49,8.29,1.00,1.00,8.80,8.80,127.00,9.56,35.20,1.10,44.72,32512.00,0.10,2.200088e+002,7.06
99,31.49,0.85,147.68,152.21,154.76,0.77,0.92,1.74,6.33,8.14,3.16,0.32,14.51,4.59,152.43,8.57,38.19,1.45,38.41,30486.00,0.22,1.328993e+002,7.75
100,19.60,0.72,130.34,131.10,126.56,0.70,0.86,1.77,5.00,6.39,3.26,0.31,11.97,3.67,129.63,8.23,31.29,1.20,37.55,18666.00,0.22,6.528536e+001,5.00
101,93.09,0.88,109.89,120.66,122.31,0.79,0.95,1.44,10.89,12.16,2.04,0.49,17.09,8.38,119.91,13.31,50.94,1.27,42.24,55159.00,0.10,6.756138e+002,10.79
102,26.08,0.88,159.36,154.73,148.98,0.85,0.98,1.14,5.76,6.42,1.00,1.00,6.91,6.91,153.49,6.80,27.65,1.07,35.54,26861.00,0.10,1.001650e+002,5.81
103,66.41,0.94,131.85,129.54,128.05,0.89,0.99,1.08,9.20,10.52,1.00,1.00,10.25,10.25,127.89,10.97,40.99,1.45,14.92,44891.00,0.13,4.071037e+002,9.95
104,31.70,0.57,147.36,143.93,147.16,0.49,0.68,2.48,6.35,8.23,5.61,0.18,18.55,3.31,145.05,9.81,43.72,1.36,4.86,29156.00,0.23,1.342906e+002,5.74
105,66.17,0.97,126.04,131.82,131.31,0.80,0.96,1.73,9.18,10.51,3.13,0.32,18.29,5.84,130.84,11.16,48.27,1.24,40.60,45793.00,0.13,4.048959e+002,10.02
106,54.99,0.87,138.23,145.27,146.35,0.85,0.97,1.31,8.37,9.14,1.40,0.71,11.39,8.12,144.80,9.99,39.03,1.13,42.36,43875.00,0.08,3.067218e+002,8.44
107,102.58,0.82,95.27,109.27,114.55,0.72,0.92,1.77,11.43,13.39,3.25,0.31,22.24,6.84,108.85,14.86,58.16,1.21,37.21,54206.00,0.15,7.815091e+002,11.76
108,49.14,0.85,114.50,119.24,120.01,0.80,0.96,1.24,7.91,8.74,1.00,1.00,9.08,9.08,118.72,10.02,36.30,1.09,39.23,33004.00,0.09,2.591193e+002,7.46
109,59.95,0.77,148.94,150.26,147.86,0.77,0.95,1.49,8.74,9.76,2.23,0.45,14.84,6.67,149.39,10.82,43.01,1.17,38.43,48401.00,0.10,3.492166e+002,8.57
110,19.60,0.70,162.88,154.49,142.29,0.70,0.46,4.03,5.00,7.45,10.55,0.09,21.54,2.04,151.46,8.25,47.16,1.58,3.91,21810.00,0.33,6.528536e+001,6.35
111,30.83,0.91,167.31,169.16,160.08,0.92,0.99,1.00,6.27,6.57,1.00,1.00,6.88,6.88,166.19,7.05,27.52,1.04,29.21,32739.00,0.05,1.287626e+002,5.80
112,40.41,0.92,116.03,128.83,131.20,0.83,0.96,1.60,7.17,8.64,2.67,0.37,14.24,5.34,127.57,9.46,39.16,1.34,44.10,30616.00,0.17,1.932561e+002,7.69
113,52.17,0.92,141.66,153.52,152.77,0.88,0.99,1.21,8.15,8.85,1.00,1.00,9.19,9.19,151.95,9.44,36.76,1.09,47.13,44216.00,0.08,2.834608e+002,8.01
114,114.17,0.83,138.67,145.83,140.79,0.71,0.93,1.59,12.06,13.87,2.63,0.38,20.90,7.95,143.15,15.63,57.70,1.17,37.28,77874.00,0.13,9.176603e+002,12.37
115,25.44,0.98,120.58,132.23,129.74,0.94,1.00,1.01,5.69,5.97,1.00,1.00,6.44,6.44,129.06,6.11,25.76,1.05,37.83,22199.00,0.05,9.650727e+001,5.80
116,39.73,0.89,140.65,147.62,145.68,0.80,0.94,1.84,7.11,8.82,3.50,0.29,16.21,4.63,146.25,9.88,41.69,1.39,40.18,34661.00,0.19,1.884022e+002,7.80
117,58.29,0.90,109.00,126.03,126.21,0.85,0.97,1.42,8.62,9.64,1.93,0.52,13.67,7.08,123.94,10.20,41.50,1.15,45.44,39288.00,0.11,3.348020e+002,8.50
118,29.09,0.89,143.96,152.46,153.67,0.91,0.99,1.04,6.09,6.45,1.00,1.00,6.88,6.88,151.11,6.99,27.52,1.06,37.45,28560.00,0.06,1.180067e+002,5.80
119,150.29,0.97,98.17,116.44,119.69,0.84,0.98,1.43,13.83,15.08,2.00,0.50,20.57,10.30,115.32,15.78,61.74,1.25,40.40,78991.00,0.08,1.385940e+003,14.36
120,44.75,0.91,130.32,134.00,134.03,0.93,1.00,1.01,7.55,8.01,1.00,1.00,8.05,8.05,132.22,8.55,32.21,1.20,22.10,34246.00,0.06,2.251852e+002,7.46
121,35.02,0.98,154.05,151.68,147.05,0.94,1.00,1.01,6.68,7.00,1.00,1.00,7.22,7.22,149.99,7.21,28.89,1.04,20.05,32397.00,0.05,1.558953e+002,6.66
122,59.95,0.88,123.77,143.04,147.79,0.76,0.94,1.47,8.74,9.90,2.15,0.46,14.59,6.78,142.06,10.81,42.74,1.15,50.17,46028.00,0.12,3.492166e+002,8.78
123,51.47,0.89,133.84,144.57,141.60,0.91,0.99,1.09,8.10,8.49,1.00,1.00,8.68,8.68,142.28,9.26,34.74,1.07,33.10,40977.00,0.05,2.777638e+002,7.86
124,25.44,0.95,120.31,121.12,120.42,0.93,1.00,1.01,5.69,5.99,1.00,1.00,6.44,6.44,120.83,6.28,25.76,1.05,29.43,20783.00,0.05,9.650727e+001,5.80
125,66.17,0.91,120.29,133.29,137.49,0.85,0.98,1.40,9.18,10.26,1.84,0.54,14.28,7.74,133.03,11.06,44.04,1.32,43.12,46561.00,0.11,4.048959e+002,9.22
126,26.50,0.92,135.48,137.63,139.06,0.80,0.96,1.62,5.81,7.12,2.72,0.37,12.13,4.45,137.80,7.71,33.18,1.17,44.23,24391.00,0.18,1.026362e+002,5.74
127,25.44,0.87,144.41,143.32,140.26,0.90,0.99,1.01,5.69,5.98,1.00,1.00,6.44,6.44,141.93,6.52,25.76,1.05,36.52,24412.00,0.05,9.650727e+001,5.25
128,60.91,0.74,124.27,126.87,122.45,0.80,0.95,1.15,8.81,9.81,1.00,1.00,9.78,9.78,125.07,10.96,39.10,1.28,23.87,41023.00,0.10,3.575643e+002,7.44
129,29.09,0.85,147.07,148.07,149.24,0.89,0.99,1.00,6.09,6.42,1.00,1.00,6.72,6.72,148.08,7.06,26.87,1.04,28.44,27988.00,0.05,1.180067e+002,5.25
130,27.36,0.93,153.86,150.34,145.70,0.92,0.99,1.00,5.90,6.27,1.00,1.00,6.60,6.60,148.88,6.80,26.41,1.04,37.00,26947.00,0.06,1.076568e+002,5.25
131,66.17,0.93,103.49,118.04,118.78,0.84,0.97,1.44,9.18,10.37,2.05,0.49,14.80,7.22,116.21,11.43,44.04,1.14,35.03,40675.00,0.12,4.048959e+002,9.37
132,57.11,0.91,128.45,132.03,137.48,0.89,0.99,1.08,8.53,8.99,1.00,1.00,8.99,8.99,131.80,9.78,35.98,1.06,16.58,41123.00,0.05,3.246580e+002,8.01
133,21.45,0.93,144.15,137.88,129.94,0.93,1.00,1.00,5.23,5.50,1.00,1.00,5.94,5.94,135.90,5.98,23.74,1.03,39.31,20792.00,0.05,7.473601e+001,4.70
134,65.45,0.92,133.68,137.55,136.79,0.92,1.00,1.07,9.13,9.85,1.00,1.00,9.74,9.74,136.73,10.42,38.97,1.30,18.34,47444.00,0.07,3.983016e+002,9.12
135,48.91,0.72,131.72,140.06,136.51,0.70,0.90,2.00,7.89,9.45,4.02,0.25,18.44,4.59,137.83,11.19,46.06,1.29,39.64,38178.00,0.17,2.572843e+002,7.46
136,51.70,0.74,128.22,131.34,127.42,0.81,0.95,1.08,8.11,8.72,1.00,1.00,8.67,8.67,129.76,9.92,34.68,1.05,31.83,37502.00,0.07,2.796575e+002,6.71
137,28.87,0.82,151.66,149.87,147.76,0.81,0.94,1.26,6.06,6.96,1.00,1.00,7.55,7.55,149.45,7.73,30.19,1.09,38.92,28096.00,0.13,1.166906e+002,6.18
138,47.05,0.85,154.16,153.71,159.78,0.84,0.97,1.17,7.74,8.42,1.00,1.00,8.68,8.68,155.53,9.33,34.74,1.08,43.76,41838.00,0.08,2.427994e+002,7.46
