Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
40,25.86,0.52,126.70,115.22,108.26,0.48,0.60,1.90,5.74,7.76,3.71,0.27,14.04,3.78,113.95,9.60,35.65,1.18,13.20,19828.00,0.26,9.893920e+001,4.96
41,34.35,0.95,119.08,123.02,121.75,0.88,0.99,1.15,6.61,7.30,1.00,1.00,7.66,7.66,121.13,8.03,30.64,1.07,33.93,25801.00,0.09,1.514651e+002,6.66
42,21.45,0.81,130.19,131.80,127.46,0.81,0.94,1.35,5.23,6.22,1.63,0.61,8.73,5.35,129.29,7.57,28.16,1.11,35.86,19782.00,0.16,7.473601e+001,5.07
43,123.57,0.88,125.77,137.64,138.25,0.79,0.96,1.48,12.54,14.05,2.20,0.46,20.09,9.15,136.45,14.97,58.48,1.39,44.41,79278.00,0.11,1.033276e+003,12.15
44,50.77,0.71,117.88,130.12,132.53,0.74,0.93,1.30,8.04,9.02,1.35,0.74,10.83,8.04,129.43,10.79,37.73,1.10,39.33,36888.00,0.11,2.721144e+002,7.05
45,24.59,0.93,149.00,147.99,141.48,0.68,0.90,1.71,5.60,6.43,3.03,0.33,12.48,4.11,146.11,6.99,33.18,1.26,25.68,24547.00,0.13,9.172258e+001,5.80
46,58.29,0.70,149.64,146.62,152.56,0.72,0.91,1.63,8.62,10.83,2.76,0.36,17.02,6.17,148.72,12.80,46.38,1.48,38.24,47145.00,0.20,3.348020e+002,8.12
47,46.13,0.91,113.28,124.53,125.50,0.83,0.97,1.33,7.66,8.56,1.51,0.66,11.07,7.31,123.54,9.18,36.76,1.12,42.72,32739.00,0.10,2.356877e+002,7.78
48,39.28,0.93,124.21,131.21,135.50,0.93,1.00,1.02,7.07,7.41,1.00,1.00,7.58,7.58,130.00,7.86,30.32,1.05,31.00,30551.00,0.05,1.851951e+002,6.91
49,45.90,0.90,137.37,148.79,153.60,0.89,0.98,1.17,7.64,8.43,1.00,1.00,8.77,8.77,148.89,9.18,35.06,1.24,47.71,39307.00,0.09,2.339235e+002,7.75
50,27.79,0.99,146.93,149.49,146.91,0.95,1.00,1.00,5.95,6.26,1.00,1.00,6.64,6.64,148.38,6.52,26.55,1.05,32.75,27154.00,0.05,1.102058e+002,5.80
51,60.91,0.96,141.17,148.96,142.43,0.88,0.99,1.23,8.81,9.58,1.00,1.00,9.95,9.95,146.12,10.29,39.81,1.25,42.51,47926.00,0.08,3.575643e+002,9.07
52,71.96,0.86,120.04,128.53,131.46,0.68,0.93,1.75,9.57,11.74,3.19,0.31,19.10,5.98,127.21,14.78,50.16,1.17,26.60,47577.00,0.18,4.592101e+002,9.12
53,56.40,0.86,142.97,142.82,139.07,0.80,0.95,1.61,8.47,9.58,2.69,0.37,15.94,5.92,141.68,10.59,43.72,1.21,41.65,43779.00,0.12,3.186330e+002,8.57
54,34.80,0.85,136.88,136.39,135.49,0.90,0.99,1.00,6.66,6.98,1.00,1.00,7.19,7.19,135.93,7.86,28.76,1.04,25.78,29225.00,0.05,1.544126e+002,5.80
55,20.83,0.92,144.54,143.74,143.67,0.91,0.99,1.00,5.15,5.46,1.00,1.00,5.94,5.94,143.78,5.76,23.74,1.04,32.90,21567.00,0.06,7.152309e+001,4.70
56,24.38,0.87,160.81,156.22,149.35,0.91,0.99,1.04,5.57,5.96,1.00,1.00,6.44,6.44,154.70,6.80,25.76,1.05,31.06,25835.00,0.06,9.054300e+001,5.10
57,36.58,0.86,133.30,138.96,135.55,0.83,0.97,1.25,6.82,7.51,1.00,1.00,8.18,8.18,137.26,8.03,32.72,1.11,38.66,30610.00,0.09,1.664421e+002,6.87
58,61.86,0.93,148.63,154.75,145.35,0.88,0.99,1.18,8.87,9.53,1.00,1.00,9.71,9.71,151.22,10.02,38.84,1.09,43.48,50205.00,0.07,3.659921e+002,8.75
59,39.73,0.84,154.37,154.68,151.38,0.89,0.98,1.06,7.11,7.51,1.00,1.00,7.78,7.78,153.30,8.34,31.10,1.06,22.48,36332.00,0.05,1.884022e+002,6.53
60,20.22,0.89,150.27,140.54,130.41,0.78,0.92,1.50,5.07,6.34,2.27,0.44,10.09,4.45,138.62,7.47,29.08,1.13,42.05,20377.00,0.20,6.837271e+001,5.34
61,24.59,0.94,168.43,159.48,152.68,0.78,0.95,1.31,5.60,6.39,1.41,0.71,8.52,6.02,158.43,7.06,29.08,1.12,35.00,26616.00,0.12,9.172258e+001,5.88
62,40.19,0.88,152.28,161.25,163.09,0.90,0.99,1.07,7.15,7.55,1.00,1.00,7.82,7.82,160.56,8.25,31.29,1.06,19.05,38375.00,0.05,1.916324e+002,6.91
63,45.21,0.93,131.18,132.14,131.09,0.84,0.97,1.24,7.59,8.35,1.00,1.00,8.80,8.80,131.66,9.17,35.20,1.10,39.77,34364.00,0.09,2.286639e+002,7.57
64,25.44,0.94,150.03,149.35,147.77,0.93,1.00,1.00,5.69,5.95,1.00,1.00,6.33,6.33,148.92,6.28,25.31,1.04,27.78,25614.00,0.04,9.650727e+001,5.25
65,24.17,0.99,164.33,151.69,138.19,0.92,1.00,1.04,5.55,6.80,1.00,1.00,7.16,7.16,149.05,7.21,28.62,1.48,6.10,24742.00,0.18,8.937008e+001,6.35
66,50.07,0.93,126.35,138.89,143.12,0.85,0.98,1.42,7.98,9.17,1.96,0.51,13.33,6.80,138.71,9.68,40.27,1.37,46.25,39115.00,0.13,2.665130e+002,8.53
67,20.01,0.91,147.90,143.86,139.45,0.87,0.98,1.17,5.05,5.72,1.00,1.00,6.41,6.41,143.01,6.27,25.63,1.08,38.39,20879.00,0.12,6.733657e+001,4.70
68,32.14,0.91,139.79,139.45,141.59,0.92,0.99,1.03,6.40,6.98,1.00,1.00,7.30,7.30,140.11,7.52,29.21,1.27,16.54,28443.00,0.08,1.370917e+002,6.35
69,27.36,0.85,154.84,159.80,158.45,0.90,0.98,1.01,5.90,6.22,1.00,1.00,6.64,6.64,157.96,6.80,26.55,1.05,30.52,28590.00,0.05,1.076568e+002,5.49
70,59.48,0.98,134.83,131.84,132.29,0.91,0.99,1.05,8.70,9.27,1.00,1.00,9.11,9.11,129.38,9.60,36.44,1.19,19.59,41661.00,0.06,3.450729e+002,8.62
71,66.41,0.84,122.23,129.08,131.63,0.77,0.94,1.46,9.20,10.54,2.10,0.48,15.01,7.14,128.89,11.33,44.31,1.14,36.01,45241.00,0.13,4.071037e+002,9.81
72,26.29,0.89,164.68,157.51,153.43,0.92,0.99,1.02,5.79,6.09,1.00,1.00,6.56,6.56,157.07,6.52,26.22,1.05,35.88,27644.00,0.05,1.013974e+002,5.49
73,21.66,0.91,157.26,152.52,143.88,0.92,0.99,1.04,5.25,5.62,1.00,1.00,6.21,6.21,150.17,6.03,24.85,1.06,27.90,23126.00,0.06,7.582080e+001,4.70
74,31.92,0.89,132.97,135.90,134.69,0.92,0.99,1.02,6.38,6.69,1.00,1.00,7.03,7.03,133.85,7.32,28.11,1.05,30.41,27038.00,0.05,1.356881e+002,6.25
75,20.83,0.93,150.78,145.50,133.37,0.86,0.98,1.22,5.15,5.90,1.00,1.00,6.64,6.64,142.45,6.64,26.55,1.09,36.60,21367.00,0.13,7.152309e+001,5.17
76,133.54,0.54,138.20,145.17,143.77,0.54,0.81,1.69,13.04,15.12,2.96,0.34,23.69,7.99,143.96,18.44,63.36,1.19,41.35,89255.00,0.14,1.160832e+003,10.02
77,32.58,0.97,119.98,126.88,121.87,0.95,1.00,1.00,6.44,6.67,1.00,1.00,6.99,6.99,123.22,6.80,27.97,1.05,44.70,25260.00,0.03,1.399175e+002,6.35
78,37.03,0.92,131.36,133.93,130.22,0.79,0.97,1.31,6.87,7.78,1.40,0.71,9.82,7.00,133.33,9.11,33.63,1.11,43.66,30000.00,0.12,1.695089e+002,6.85
79,79.27,0.94,119.60,123.03,126.46,0.79,0.97,1.42,10.05,11.55,1.96,0.51,15.72,8.02,122.78,12.27,47.49,1.25,29.63,49602.00,0.13,5.309125e+002,10.55
80,27.58,0.68,145.01,133.86,127.54,0.75,0.91,1.43,5.93,6.81,1.99,0.50,10.53,5.28,133.25,8.03,31.61,1.16,36.10,24252.00,0.13,1.089281e+002,5.39
81,42.69,0.90,154.13,151.33,146.24,0.90,0.99,1.05,7.37,7.83,1.00,1.00,7.94,7.94,149.74,8.55,31.75,1.05,24.40,37435.00,0.06,2.098070e+002,6.91
82,80.25,0.87,140.99,144.65,139.33,0.80,0.98,1.26,10.11,10.70,1.00,1.00,11.09,11.09,142.64,11.65,44.36,1.12,36.60,58197.00,0.06,5.407854e+002,9.67
83,28.65,0.96,148.32,143.82,138.26,0.94,1.00,1.00,6.04,6.32,1.00,1.00,6.60,6.60,142.64,6.71,26.41,1.03,37.58,26673.00,0.04,1.153809e+002,5.80
84,134.05,0.86,109.39,113.82,119.92,0.68,0.95,1.81,13.06,15.57,3.39,0.29,25.58,7.53,110.30,17.64,66.22,1.30,28.43,68604.00,0.16,1.167527e+003,14.36
85,25.65,0.97,148.64,144.39,148.59,0.87,0.98,1.26,5.71,6.51,1.00,1.00,7.22,7.22,146.07,7.18,28.89,1.10,3.61,25270.00,0.12,9.771995e+001,5.87
86,27.15,0.92,152.39,145.64,144.58,0.88,0.98,1.19,5.88,6.42,1.00,1.00,7.16,7.16,146.08,6.98,28.62,1.10,39.03,26294.00,0.08,1.063919e+002,5.80
87,37.93,0.84,170.67,163.96,153.51,0.81,0.96,1.30,6.95,7.83,1.35,0.74,9.71,7.20,161.57,8.34,33.82,1.11,44.50,36999.00,0.11,1.757132e+002,6.64
88,33.25,0.79,132.87,136.30,133.87,0.73,0.91,1.97,6.51,8.03,3.92,0.25,15.79,4.02,134.38,9.67,39.62,1.27,42.24,27951.00,0.19,1.442022e+002,6.50
89,35.91,0.90,126.96,138.79,142.23,0.83,0.95,1.43,6.76,7.76,1.99,0.50,11.56,5.81,137.47,8.39,34.74,1.15,42.17,30244.00,0.13,1.618863e+002,7.13
90,41.78,0.95,145.20,156.11,155.08,0.82,0.96,1.73,7.29,8.69,3.11,0.32,15.29,4.91,154.53,9.68,40.40,1.21,40.17,38015.00,0.16,2.031184e+002,7.44
91,21.04,0.81,177.28,164.27,155.58,0.76,0.91,1.53,5.18,6.12,2.37,0.42,10.45,4.41,162.91,6.71,29.73,1.18,39.36,24599.00,0.15,7.258714e+001,5.13
92,33.03,0.93,151.88,150.66,145.85,0.92,0.99,1.03,6.48,6.85,1.00,1.00,7.16,7.16,149.14,7.48,28.62,1.05,18.37,30873.00,0.05,1.427679e+002,6.25
93,48.91,0.94,154.71,152.26,141.80,0.90,0.99,1.17,7.89,8.52,1.00,1.00,8.80,8.80,149.38,9.07,35.20,1.08,43.58,41377.00,0.07,2.572843e+002,7.83
94,42.92,0.94,135.67,138.15,134.44,0.93,1.00,1.05,7.39,7.75,1.00,1.00,7.94,7.94,136.39,8.25,31.75,1.05,27.13,34233.00,0.05,2.114933e+002,7.41
95,35.47,0.73,138.34,149.84,152.50,0.73,0.91,1.66,6.72,8.47,2.88,0.35,14.12,4.91,149.09,10.33,38.06,1.32,36.15,32501.00,0.21,1.588789e+002,6.99
96,27.58,0.84,123.30,125.61,128.65,0.81,0.95,1.15,5.93,6.55,1.00,1.00,7.07,7.07,126.26,7.45,28.30,1.07,38.70,22980.00,0.10,1.089281e+002,5.70
97,48.67,0.98,146.78,143.25,142.61,0.94,1.00,1.07,7.87,8.60,1.00,1.00,8.72,8.72,143.24,8.95,34.87,1.33,8.62,39533.00,0.09,2.554547e+002,8.23
98,59.95,0.91,129.51,136.55,141.48,0.76,0.95,1.65,8.74,9.94,2.83,0.35,16.72,5.92,136.14,10.66,45.28,1.22,45.96,44109.00,0.12,3.492166e+002,9.11
99,31.92,0.92,157.25,154.96,155.91,0.73,0.94,1.73,6.38,7.83,3.13,0.32,14.29,4.57,155.53,8.69,37.73,1.43,40.42,31417.00,0.19,1.356881e+002,7.05
100,22.49,0.82,147.80,147.72,143.80,0.86,0.97,1.18,5.35,6.00,1.00,1.00,6.68,6.68,145.94,6.80,26.74,1.09,33.57,23058.00,0.11,8.022859e+001,5.00
101,30.39,0.85,149.21,159.73,156.06,0.87,0.98,1.14,6.22,6.78,1.00,1.00,7.30,7.30,157.42,7.71,29.21,1.08,43.97,30696.00,0.08,1.260359e+002,5.72
102,33.25,0.56,144.65,147.83,140.78,0.62,0.81,1.81,6.51,8.11,3.41,0.29,14.71,4.32,144.83,10.79,38.06,1.21,36.42,30125.00,0.20,1.442022e+002,5.63
103,73.17,0.90,123.78,130.03,134.86,0.72,0.92,1.70,9.65,11.55,3.00,0.33,18.64,6.21,129.41,13.03,49.70,1.18,37.46,49046.00,0.16,4.708700e+002,9.40
104,28.01,0.90,138.07,142.51,140.71,0.89,0.99,1.11,5.97,6.50,1.00,1.00,6.99,6.99,140.49,7.05,27.97,1.07,39.95,25850.00,0.08,1.114900e+002,5.80
105,26.29,0.92,154.19,146.94,143.12,0.86,0.98,1.24,5.79,7.47,1.00,1.00,8.08,8.08,146.35,7.95,32.34,1.64,4.66,25758.00,0.23,1.013974e+002,6.85
106,29.30,0.90,150.45,144.77,143.50,0.92,0.99,1.01,6.11,6.41,1.00,1.00,6.80,6.80,144.32,6.99,27.19,1.05,24.19,27421.00,0.05,1.193291e+002,5.80
107,34.13,0.90,143.90,148.00,149.11,0.80,0.96,1.68,6.59,7.95,2.93,0.34,13.78,4.70,147.80,8.69,36.95,1.19,41.74,31333.00,0.17,1.500004e+002,7.42
108,23.96,0.81,156.16,152.00,146.22,0.88,0.98,1.07,5.52,5.94,1.00,1.00,6.52,6.52,150.47,6.71,26.09,1.07,30.81,24827.00,0.07,8.820384e+001,5.10
109,34.58,0.91,132.83,130.36,126.83,0.92,0.99,1.03,6.63,6.97,1.00,1.00,7.27,7.27,129.57,7.48,29.08,1.05,24.47,27729.00,0.05,1.529358e+002,6.35
110,42.23,0.94,146.14,144.76,142.53,0.92,0.99,1.07,7.33,7.76,1.00,1.00,7.97,7.97,144.09,8.21,31.88,1.06,20.56,35734.00,0.06,2.064514e+002,7.32
111,48.21,0.96,130.75,138.46,140.34,0.92,1.00,1.06,7.83,8.20,1.00,1.00,8.33,8.33,132.54,8.49,33.31,1.06,34.85,36317.00,0.04,2.518118e+002,7.89
112,86.65,0.85,128.54,139.78,142.25,0.83,0.97,1.18,10.50,11.32,1.00,1.00,11.08,11.08,139.21,12.04,44.31,1.07,44.36,60416.00,0.07,6.067113e+002,10.55
113,35.02,0.98,133.10,131.94,127.44,0.94,1.00,1.03,6.68,6.98,1.00,1.00,7.30,7.30,130.69,7.32,29.21,1.06,28.03,28229.00,0.04,1.558953e+002,6.55
114,28.22,0.93,148.01,140.29,137.78,0.92,0.99,1.06,5.99,6.79,1.00,1.00,7.19,7.19,140.42,7.26,28.76,1.35,7.09,25978.00,0.12,1.127805e+002,6.25
115,36.36,0.92,157.94,154.28,152.62,0.90,0.99,1.06,6.80,7.50,1.00,1.00,7.71,7.71,154.19,7.95,30.83,1.26,23.37,34230.00,0.09,1.649176e+002,6.35
116,38.83,0.86,137.93,144.25,139.41,0.90,0.99,1.03,7.03,7.38,1.00,1.00,7.58,7.58,141.87,8.03,30.32,1.05,36.17,33055.00,0.05,1.820112e+002,6.66
117,46.82,0.97,139.49,148.18,141.62,0.86,0.99,1.20,7.72,8.43,1.00,1.00,8.91,8.91,145.23,8.79,35.65,1.26,41.56,38922.00,0.08,2.410132e+002,7.83
118,73.66,0.88,122.94,133.44,130.72,0.81,0.96,1.55,9.68,10.97,2.47,0.41,16.94,6.87,131.40,11.74,47.62,1.18,42.90,50063.00,0.12,4.755668e+002,9.93
119,32.80,0.82,151.68,152.75,145.56,0.82,0.97,1.24,6.46,7.23,1.00,1.00,7.82,7.82,149.98,7.71,31.29,1.10,35.87,30896.00,0.11,1.413396e+002,6.61
120,44.52,0.83,139.31,146.43,143.38,0.88,0.98,1.03,7.53,7.91,1.00,1.00,7.97,7.97,144.13,8.79,31.88,1.04,31.47,37185.00,0.05,2.234542e+002,6.91
121,26.93,0.86,143.36,139.12,134.65,0.90,0.99,1.02,5.86,6.17,1.00,1.00,6.60,6.60,138.25,6.80,26.41,1.05,29.88,24746.00,0.05,1.051335e+002,5.25
122,22.91,0.86,139.46,139.70,139.53,0.84,0.97,1.18,5.40,6.09,1.00,1.00,6.72,6.72,139.30,7.32,26.87,1.08,37.87,22288.00,0.11,8.247342e+001,5.10
123,34.13,0.82,133.54,140.19,144.78,0.84,0.97,1.20,6.59,7.35,1.00,1.00,7.82,7.82,140.78,8.45,31.29,1.08,45.84,29845.00,0.10,1.500004e+002,6.35
124,87.63,0.91,133.39,138.71,134.87,0.78,0.96,1.58,10.56,11.77,2.59,0.39,18.60,7.19,136.96,12.78,51.59,1.20,41.20,59988.00,0.10,6.171200e+002,11.28
125,49.60,0.62,134.97,136.07,135.10,0.63,0.83,1.88,7.95,9.73,3.63,0.28,17.63,4.85,135.64,11.56,44.95,1.23,34.90,37978.00,0.18,2.628054e+002,7.17
126,37.93,0.96,135.28,136.15,133.07,0.94,1.00,1.01,6.95,7.24,1.00,1.00,7.47,7.47,134.81,7.57,29.86,1.05,42.06,30872.00,0.04,1.757132e+002,6.91
127,22.49,0.98,140.73,139.48,138.89,0.84,0.96,1.43,5.35,6.39,1.97,0.51,9.76,4.94,138.59,7.57,29.40,1.13,38.31,21898.00,0.16,8.022859e+001,5.62
128,27.58,0.96,144.85,130.37,134.76,0.73,0.94,1.70,5.93,7.11,2.99,0.33,12.90,4.31,133.35,8.07,34.42,1.21,43.74,24269.00,0.17,1.089281e+002,6.27
129,53.58,0.94,117.77,122.65,122.64,0.75,0.93,1.38,8.26,9.52,1.76,0.57,12.63,7.18,122.08,10.18,39.62,1.11,32.68,36258.00,0.13,2.949972e+002,8.83
130,25.86,0.88,140.69,138.74,134.46,0.91,0.99,1.03,5.74,6.10,1.00,1.00,6.56,6.56,137.42,6.64,26.22,1.05,16.14,23911.00,0.06,9.893920e+001,5.49
131,109.11,0.89,105.04,122.49,130.94,0.78,0.97,1.79,11.79,13.27,3.33,0.30,23.09,6.93,123.04,14.17,60.05,1.26,36.79,64472.00,0.11,8.574136e+002,12.55
132,33.69,0.82,117.56,124.97,124.21,0.81,0.96,1.21,6.55,7.20,1.00,1.00,7.82,7.82,123.90,8.22,31.29,1.10,38.65,26018.00,0.09,1.470892e+002,6.27
133,24.59,0.89,151.65,146.84,137.81,0.74,0.87,1.98,5.60,7.31,3.96,0.25,14.26,3.60,143.50,8.34,35.71,1.23,34.12,24108.00,0.23,9.172258e+001,5.94
134,22.91,0.94,145.66,146.70,143.76,0.94,1.00,1.00,5.40,5.71,1.00,1.00,6.16,6.16,145.06,6.03,24.66,1.04,27.05,23210.00,0.05,8.247342e+001,5.10
135,59.24,0.95,126.22,136.29,139.36,0.78,0.94,2.42,8.68,10.61,5.41,0.18,23.03,4.26,136.03,11.34,54.58,1.38,43.45,43665.00,0.18,3.430086e+002,9.43
136,54.52,0.94,137.79,140.46,142.46,0.90,0.99,1.04,8.33,8.89,1.00,1.00,8.80,8.80,140.19,9.46,35.20,1.19,26.50,42197.00,0.06,3.027928e+002,8.23
137,79.51,0.86,94.43,101.28,101.76,0.87,0.98,1.11,10.06,10.96,1.00,1.00,10.69,10.69,100.15,11.71,42.74,1.37,24.00,40562.00,0.08,5.333739e+002,9.67
138,67.37,0.83,132.12,142.33,143.72,0.79,0.94,1.99,9.26,10.79,4.00,0.25,20.81,5.21,141.59,12.01,52.04,1.30,43.88,50263.00,0.14,4.159834e+002,8.97
