Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
12,27.15,0.92,137.43,139.23,136.78,0.93,1.00,1.02,5.88,6.19,1.00,1.00,6.64,6.64,137.97,6.71,26.55,1.05,29.10,24835.00,0.05,1.063919e+002,5.78
13,20.42,0.98,155.84,148.51,143.74,0.93,1.00,1.00,5.10,5.62,1.00,1.00,6.13,6.13,146.94,5.76,24.53,1.26,13.59,21747.00,0.09,6.941586e+001,5.25
14,43.60,0.80,164.76,164.15,160.78,0.85,0.97,1.12,7.45,7.97,1.00,1.00,8.25,8.25,163.10,9.18,32.99,1.07,25.30,41428.00,0.06,2.165858e+002,6.75
15,33.91,0.91,141.12,141.86,136.52,0.92,0.99,1.05,6.57,6.94,1.00,1.00,7.30,7.30,139.97,7.61,29.21,1.06,33.40,29534.00,0.05,1.485417e+002,6.35
16,23.33,0.89,153.66,155.38,156.72,0.88,0.98,1.23,5.45,6.06,1.00,1.00,6.91,6.91,155.57,6.42,27.65,1.11,38.64,25202.00,0.10,8.474537e+001,5.52
17,73.66,0.84,120.88,125.17,123.34,0.75,0.93,1.52,9.68,11.38,2.36,0.42,16.55,7.03,123.62,12.94,47.16,1.13,33.33,47101.00,0.15,4.755668e+002,9.48
18,53.34,0.89,141.25,155.60,152.21,0.83,0.97,1.49,8.24,9.28,2.25,0.45,14.25,6.35,152.97,9.78,41.18,1.17,46.64,45278.00,0.11,2.930614e+002,8.23
19,34.13,0.92,158.35,156.49,154.96,0.85,0.97,1.25,6.59,7.30,1.00,1.00,7.98,7.98,156.22,7.86,31.94,1.11,41.69,33118.00,0.10,1.500004e+002,6.35
20,31.92,0.90,136.82,139.45,136.00,0.91,0.99,1.01,6.38,6.68,1.00,1.00,6.99,6.99,138.08,7.06,27.97,1.05,36.86,27893.00,0.05,1.356881e+002,5.80
21,20.42,0.82,136.15,133.51,126.04,0.89,0.98,1.00,5.10,5.47,1.00,1.00,5.97,5.97,131.59,6.35,23.88,1.04,31.66,19476.00,0.07,6.941586e+001,4.32
22,22.70,0.91,150.91,152.09,151.33,0.85,0.96,1.30,5.38,6.08,1.34,0.75,8.05,6.03,151.44,6.98,28.16,1.13,35.85,24079.00,0.12,8.134761e+001,5.43
23,39.73,0.99,121.01,130.13,126.37,0.86,0.99,1.24,7.11,7.89,1.00,1.00,8.41,8.41,127.96,8.92,33.63,1.10,44.88,30326.00,0.10,1.884022e+002,7.25
24,23.12,0.84,137.79,136.37,129.82,0.80,0.94,1.30,5.43,6.24,1.31,0.77,8.02,6.13,134.57,6.80,28.30,1.11,34.52,21665.00,0.13,8.360601e+001,5.47
25,28.44,0.85,160.50,155.92,147.96,0.89,0.98,1.05,6.02,6.44,1.00,1.00,6.83,6.83,154.04,7.26,27.33,1.05,25.82,28652.00,0.07,1.140775e+002,5.49
26,43.83,0.88,136.69,151.09,151.57,0.78,0.94,1.78,7.47,8.71,3.28,0.31,15.97,4.88,149.58,9.44,41.69,1.25,46.48,38143.00,0.14,2.182945e+002,7.98
27,57.35,0.91,129.00,142.20,147.72,0.86,0.98,1.35,8.54,9.48,1.63,0.62,12.47,7.67,142.35,10.20,40.27,1.13,45.75,44556.00,0.10,3.266766e+002,8.01
28,26.29,0.97,151.61,148.22,138.95,0.94,1.00,1.01,5.79,6.07,1.00,1.00,6.52,6.52,145.80,6.28,26.09,1.05,29.71,25661.00,0.05,1.013974e+002,5.80
29,20.01,0.78,158.87,152.72,143.47,0.75,0.88,2.04,5.05,6.47,4.18,0.24,13.64,3.27,150.62,6.97,33.82,1.28,38.67,21991.00,0.22,6.733657e+001,6.07
30,37.48,0.92,136.43,138.43,132.96,0.89,0.98,1.19,6.91,7.74,1.00,1.00,8.21,8.21,136.56,8.69,32.85,1.26,35.65,30998.00,0.11,1.725993e+002,6.91
31,20.63,0.67,130.33,133.56,129.58,0.78,0.90,1.45,5.12,6.17,2.06,0.49,9.68,4.70,132.00,7.12,28.76,1.14,39.91,19668.00,0.17,7.046599e+001,4.22
32,32.58,0.84,139.60,138.77,137.84,0.89,0.98,1.00,6.44,6.80,1.00,1.00,7.03,7.03,138.35,7.71,28.11,1.04,23.44,28362.00,0.05,1.399175e+002,5.88
33,39.28,0.87,118.62,122.24,125.05,0.91,0.99,1.02,7.07,7.38,1.00,1.00,7.58,7.58,122.03,8.03,30.32,1.05,24.41,28677.00,0.04,1.851951e+002,6.66
34,33.47,0.88,131.90,134.67,131.43,0.91,0.99,1.03,6.53,6.88,1.00,1.00,7.19,7.19,133.14,7.48,28.76,1.05,36.45,27827.00,0.05,1.456426e+002,6.25
35,120.26,0.96,121.45,135.32,139.90,0.85,0.98,1.15,12.37,13.68,1.00,1.00,12.96,12.96,134.86,14.38,51.85,1.41,14.56,76598.00,0.10,9.920464e+002,13.16
36,31.92,0.90,153.38,145.88,141.61,0.81,0.94,1.59,6.38,7.43,2.60,0.38,12.66,4.87,145.26,7.86,35.06,1.20,37.64,29343.00,0.14,1.356881e+002,7.04
37,33.69,0.94,131.04,144.89,144.35,0.85,0.98,1.37,6.55,7.60,1.70,0.59,10.45,6.13,142.61,9.26,33.18,1.12,44.78,29949.00,0.14,1.470892e+002,6.35
38,51.94,0.61,128.08,132.98,130.45,0.62,0.82,1.98,8.13,9.76,3.96,0.25,18.72,4.73,131.64,12.19,46.90,1.28,41.16,38176.00,0.17,2.815565e+002,6.71
39,31.05,0.98,117.59,127.72,129.30,0.95,1.00,1.02,6.29,6.60,1.00,1.00,6.95,6.95,125.66,6.91,27.78,1.05,37.31,24880.00,0.05,1.301353e+002,6.27
40,26.50,0.98,136.53,139.67,139.10,0.93,1.00,1.04,5.81,6.16,1.00,1.00,6.64,6.64,138.84,6.64,26.55,1.06,31.56,24574.00,0.06,1.026362e+002,5.78
41,161.71,0.97,108.00,122.91,123.04,0.82,0.98,1.51,14.35,15.57,2.30,0.44,22.74,9.91,121.25,16.11,65.31,1.28,40.86,88392.00,0.08,1.546886e+003,15.04
42,35.02,0.90,111.12,119.71,119.87,0.92,0.99,1.02,6.68,7.00,1.00,1.00,7.27,7.27,118.49,7.57,29.08,1.05,39.08,25594.00,0.05,1.558953e+002,6.35
43,31.92,0.90,140.57,142.57,136.03,0.87,0.98,1.15,6.38,6.95,1.00,1.00,7.47,7.47,140.38,7.86,29.86,1.08,35.93,28357.00,0.08,1.356881e+002,6.27
44,28.22,0.98,125.31,128.68,125.37,0.94,1.00,1.00,5.99,6.24,1.00,1.00,6.60,6.60,127.29,6.50,26.41,1.04,38.25,23549.00,0.04,1.127805e+002,5.80
45,27.36,0.94,136.73,129.98,126.51,0.93,1.00,1.01,5.90,6.21,1.00,1.00,6.64,6.64,129.11,6.50,26.55,1.05,18.21,23369.00,0.05,1.076568e+002,5.80
46,28.87,0.88,150.72,147.11,145.28,0.91,0.99,1.04,6.06,6.41,1.00,1.00,6.83,6.83,146.22,6.98,27.33,1.06,27.71,27489.00,0.05,1.166906e+002,5.62
47,26.72,0.96,135.97,132.37,128.17,0.94,1.00,1.00,5.83,6.10,1.00,1.00,6.52,6.52,131.50,6.48,26.09,1.05,32.05,23407.00,0.04,1.038816e+002,5.80
48,23.75,0.91,143.48,143.76,137.11,0.81,0.95,1.48,5.50,6.74,2.19,0.46,10.47,4.78,141.24,8.34,30.51,1.13,35.05,23163.00,0.18,8.704429e+001,5.62
49,21.87,0.95,140.22,136.83,135.30,0.81,0.94,1.45,5.28,6.55,2.09,0.48,9.94,4.76,136.74,7.06,29.40,1.11,38.78,21195.00,0.19,7.691247e+001,6.01
50,27.79,0.97,132.53,134.59,129.06,0.94,1.00,1.00,5.95,6.23,1.00,1.00,6.60,6.60,132.33,6.50,26.41,1.05,35.00,24216.00,0.04,1.102058e+002,5.80
51,20.22,0.87,152.57,150.65,144.71,0.78,0.90,1.50,5.07,6.41,2.27,0.44,10.09,4.45,148.14,6.97,29.08,1.12,37.46,21777.00,0.21,6.837271e+001,5.49
52,25.22,0.85,146.55,147.03,140.76,0.90,0.99,1.02,5.67,6.04,1.00,1.00,6.47,6.47,144.84,6.64,25.90,1.05,39.72,24767.00,0.06,9.530118e+001,5.49
53,27.79,0.97,146.21,144.32,141.58,0.80,0.95,1.30,5.95,6.70,1.32,0.76,8.58,6.51,143.73,7.26,30.19,1.12,39.13,26302.00,0.11,1.102058e+002,6.23
54,26.50,0.93,124.19,125.38,125.33,0.92,1.00,1.04,5.81,6.16,1.00,1.00,6.64,6.64,125.21,6.52,26.55,1.06,31.57,22162.00,0.06,1.026362e+002,5.74
55,39.96,0.97,125.26,131.81,131.86,0.86,0.98,1.32,7.13,7.86,1.47,0.68,10.34,7.03,131.06,8.69,34.74,1.14,45.08,31193.00,0.09,1.900144e+002,6.91
56,33.69,0.90,156.42,152.35,140.58,0.82,0.96,1.40,6.55,7.38,1.88,0.53,10.97,5.84,149.29,8.22,33.63,1.16,39.59,31350.00,0.11,1.470892e+002,6.68
57,32.80,0.98,129.85,134.78,132.97,0.88,0.98,1.20,6.46,7.14,1.00,1.00,7.69,7.69,133.66,7.51,30.78,1.09,39.58,27534.00,0.09,1.413396e+002,6.63
58,25.44,0.99,152.87,144.55,140.43,0.93,1.00,1.03,5.69,6.50,1.00,1.00,6.88,6.88,143.64,6.80,27.52,1.35,6.54,24706.00,0.12,9.650727e+001,5.80
59,26.08,0.94,130.03,128.84,126.68,0.93,1.00,1.01,5.76,6.10,1.00,1.00,6.52,6.52,128.02,6.48,26.09,1.05,33.25,22403.00,0.06,1.001650e+002,5.80
60,35.91,0.94,140.95,143.09,135.93,0.89,0.98,1.14,6.76,7.29,1.00,1.00,7.74,7.74,140.72,7.73,30.97,1.08,38.06,30958.00,0.07,1.618863e+002,6.71
61,38.38,0.94,138.61,140.06,141.70,0.93,1.00,1.06,6.99,7.36,1.00,1.00,7.66,7.66,140.36,7.73,30.64,1.06,21.08,32423.00,0.05,1.788506e+002,6.91
62,28.44,0.95,149.75,153.06,147.46,0.80,0.94,1.53,6.02,7.53,2.39,0.42,11.64,4.88,151.03,8.95,33.04,1.12,36.95,28091.00,0.20,1.140775e+002,5.80
63,19.60,0.97,124.22,126.95,122.72,0.79,0.95,1.44,5.00,5.95,2.01,0.50,9.41,4.67,125.39,6.35,28.16,1.15,34.39,18056.00,0.16,6.528536e+001,5.04
64,20.83,0.88,148.76,141.80,137.82,0.90,0.99,1.03,5.15,5.53,1.00,1.00,6.08,6.08,140.78,5.98,24.34,1.05,20.71,21117.00,0.07,7.152309e+001,4.78
65,29.96,0.84,162.81,161.53,156.94,0.88,0.98,1.06,6.18,6.56,1.00,1.00,6.99,6.99,160.28,7.18,27.97,1.06,29.18,30935.00,0.06,1.233343e+002,5.80
66,42.92,0.90,116.49,124.73,122.65,0.81,0.96,1.66,7.39,8.58,2.85,0.35,14.79,5.18,123.12,9.45,39.94,1.21,39.46,30904.00,0.14,2.114933e+002,7.71
67,34.80,0.93,138.91,141.72,147.07,0.74,0.94,1.54,6.66,7.70,2.43,0.41,12.63,5.20,142.98,8.25,35.65,1.18,43.49,30741.00,0.14,1.544126e+002,7.05
68,29.96,0.85,144.53,145.91,138.87,0.90,0.99,1.03,6.18,6.51,1.00,1.00,6.91,6.91,143.39,7.18,27.65,1.06,38.08,27675.00,0.05,1.233343e+002,5.78
69,33.47,0.91,149.55,150.74,140.91,0.92,0.99,1.04,6.53,6.87,1.00,1.00,7.22,7.22,147.64,7.47,28.89,1.06,30.13,30857.00,0.05,1.456426e+002,6.35
70,33.91,0.92,158.47,155.88,146.96,0.88,0.98,1.11,6.57,7.11,1.00,1.00,7.50,7.50,153.49,7.61,30.00,1.07,41.30,32386.00,0.08,1.485417e+002,6.47
71,57.11,0.92,131.48,149.14,151.07,0.84,0.97,1.41,8.53,9.86,1.91,0.52,13.68,7.16,147.68,10.79,41.69,1.27,46.80,46076.00,0.13,3.246580e+002,8.28
72,53.34,0.95,131.86,145.66,144.48,0.83,0.96,1.53,8.24,9.36,2.37,0.42,14.65,6.17,143.55,10.02,41.64,1.18,46.17,42491.00,0.12,2.930614e+002,8.57
73,208.21,0.96,99.70,117.04,123.79,0.80,0.97,1.76,16.28,18.33,3.22,0.31,30.01,9.31,116.74,19.11,78.64,1.32,36.83,105763.00,0.11,2.259995e+003,17.16
74,45.44,0.97,140.14,139.47,133.06,0.94,1.00,1.06,7.61,8.57,1.00,1.00,8.68,8.68,137.64,8.80,34.74,1.52,14.71,36062.00,0.11,2.304116e+002,8.01
75,39.96,0.88,154.01,152.46,145.76,0.91,0.99,1.07,7.13,7.53,1.00,1.00,7.82,7.82,150.61,8.34,31.29,1.06,22.94,35846.00,0.05,1.900144e+002,6.77
76,54.05,0.95,137.99,129.99,123.27,0.93,1.00,1.05,8.30,9.29,1.00,1.00,9.16,9.16,128.86,9.68,36.63,1.37,13.88,38530.00,0.11,2.988846e+002,8.57
77,31.92,0.94,157.68,157.43,148.50,0.93,1.00,1.01,6.38,6.70,1.00,1.00,6.99,6.99,154.40,6.98,27.97,1.04,38.99,31189.00,0.05,1.356881e+002,5.80
78,26.08,0.89,148.02,144.78,146.30,0.91,0.99,1.05,5.76,6.09,1.00,1.00,6.64,6.64,145.30,6.64,26.55,1.07,24.44,25428.00,0.05,1.001650e+002,5.51
79,27.58,0.84,135.82,136.91,132.62,0.90,0.99,1.01,5.93,6.23,1.00,1.00,6.64,6.64,135.51,6.80,26.55,1.05,33.91,24662.00,0.05,1.089281e+002,5.49
80,22.70,0.87,144.78,147.11,150.05,0.90,0.99,1.02,5.38,5.71,1.00,1.00,6.25,6.25,147.43,6.28,24.98,1.06,33.93,23442.00,0.06,8.134761e+001,5.19
81,22.49,0.78,150.11,143.80,138.07,0.80,0.94,1.42,5.35,6.49,1.96,0.51,9.99,5.11,142.82,7.12,30.19,1.34,38.22,22565.00,0.18,8.022859e+001,5.43
82,22.49,0.80,150.39,143.76,143.80,0.83,0.95,1.15,5.35,5.98,1.00,1.00,6.60,6.60,144.51,7.05,26.41,1.08,39.71,22832.00,0.11,8.022859e+001,4.92
83,77.80,0.86,117.26,127.36,129.21,0.84,0.98,1.33,9.95,10.89,1.53,0.65,13.78,9.02,126.75,11.73,45.60,1.26,39.87,50446.00,0.09,5.162398e+002,9.67
84,38.15,0.96,126.95,128.12,125.67,0.94,1.00,1.04,6.97,7.28,1.00,1.00,7.58,7.58,127.27,7.52,30.32,1.06,26.75,29271.00,0.04,1.772790e+002,6.91
85,75.36,0.99,116.31,127.79,126.29,0.85,0.98,1.53,9.80,11.11,2.39,0.42,17.08,7.15,126.03,11.44,48.46,1.34,40.39,48899.00,0.12,4.921525e+002,10.22
86,23.33,0.89,144.36,140.17,134.07,0.83,0.95,1.50,5.45,6.61,2.26,0.44,10.58,4.68,138.78,7.61,30.51,1.14,37.27,22483.00,0.18,8.474537e+001,5.94
87,23.54,0.90,158.85,145.08,145.54,0.83,0.96,1.31,5.47,6.37,1.40,0.71,8.35,5.96,146.17,6.99,28.62,1.11,45.97,23826.00,0.14,8.589147e+001,5.67
88,25.86,0.88,148.64,155.34,157.10,0.90,0.99,1.00,5.74,6.06,1.00,1.00,6.44,6.44,155.11,6.64,25.76,1.04,31.56,26989.00,0.05,9.893920e+001,5.25
89,27.79,0.88,149.84,147.17,140.01,0.91,0.99,1.04,5.95,6.31,1.00,1.00,6.75,6.75,145.30,6.80,27.00,1.06,26.17,26590.00,0.06,1.102058e+002,5.49
90,38.60,0.89,92.26,105.81,106.10,0.89,0.99,1.09,7.01,7.61,1.00,1.00,7.94,7.94,104.34,8.15,31.75,1.24,38.67,24206.00,0.08,1.804280e+002,6.71
91,29.52,0.91,141.34,143.54,143.40,0.89,0.99,1.17,6.13,7.14,1.00,1.00,7.66,7.66,143.20,7.95,30.64,1.39,38.56,27351.00,0.14,1.206579e+002,6.42
92,20.01,0.97,131.96,130.96,129.05,0.91,0.99,1.01,5.05,5.42,1.00,1.00,5.94,5.94,130.25,5.76,23.74,1.04,31.58,19017.00,0.07,6.733657e+001,4.70
93,173.45,0.88,118.53,130.77,134.72,0.70,0.97,1.67,14.86,16.25,2.92,0.34,26.27,9.00,130.21,17.64,70.53,1.23,39.97,100783.00,0.09,1.718397e+003,15.26
94,23.75,0.92,128.29,130.35,134.28,0.79,0.94,1.52,5.50,6.63,2.36,0.42,10.88,4.60,131.27,7.61,30.97,1.16,37.09,21529.00,0.17,8.704429e+001,5.71
95,32.14,0.91,134.38,143.09,141.56,0.93,1.00,1.00,6.40,6.68,1.00,1.00,6.99,6.99,140.01,7.12,27.97,1.05,41.59,28423.00,0.04,1.370917e+002,6.25
96,34.58,0.96,149.81,152.91,150.69,0.87,0.98,1.25,6.63,7.67,1.00,1.00,8.29,8.29,151.89,8.25,33.18,1.33,45.64,32504.00,0.14,1.529358e+002,6.87
97,31.92,0.86,165.76,160.68,156.36,0.90,0.99,1.04,6.38,6.77,1.00,1.00,7.11,7.11,159.65,7.71,28.43,1.05,26.96,32250.00,0.06,1.356881e+002,5.88
98,24.38,0.93,152.83,142.67,132.29,0.94,1.00,1.00,5.57,6.31,1.00,1.00,6.64,6.64,140.44,6.80,26.55,1.37,31.26,23453.00,0.12,9.054300e+001,5.80
99,37.48,0.89,146.23,146.56,143.89,0.92,0.99,1.02,6.91,7.23,1.00,1.00,7.47,7.47,145.69,7.95,29.86,1.05,31.19,33071.00,0.05,1.725993e+002,6.35
100,36.81,0.88,143.73,141.93,136.42,0.71,0.94,1.63,6.85,7.97,2.76,0.36,14.02,5.08,140.47,8.49,38.19,1.39,37.17,31466.00,0.14,1.679726e+002,7.32
101,22.70,0.94,143.38,140.94,134.60,0.86,0.98,1.14,5.38,6.05,1.00,1.00,6.60,6.60,139.26,7.12,26.41,1.07,33.56,22143.00,0.11,8.134761e+001,5.25
102,25.65,0.86,135.20,134.14,127.10,0.80,0.96,1.49,5.71,6.69,2.22,0.45,10.84,4.87,131.83,7.71,31.42,1.17,40.27,22806.00,0.15,9.771995e+001,5.49
103,51.47,0.96,128.38,135.18,139.51,0.77,0.97,1.40,8.10,9.52,1.84,0.54,12.93,7.02,131.04,10.87,39.89,1.26,26.95,37740.00,0.15,2.777638e+002,8.48
104,59.00,0.95,126.81,137.02,137.15,0.82,0.98,1.27,8.67,9.64,1.00,1.00,9.86,9.86,134.43,11.00,39.43,1.09,44.11,43018.00,0.10,3.409493e+002,8.62
105,24.38,0.75,144.60,146.67,140.66,0.66,0.87,1.39,5.57,6.46,1.82,0.55,9.64,5.29,144.63,7.12,29.86,1.14,30.75,24154.00,0.14,9.054300e+001,5.30
106,22.07,0.89,115.68,118.30,119.11,0.82,0.97,1.28,5.30,6.04,1.12,0.89,7.30,6.53,117.88,7.06,27.65,1.11,39.62,18390.00,0.12,7.801101e+001,5.25
107,47.98,0.97,127.08,141.25,138.30,0.94,1.00,1.03,7.82,8.12,1.00,1.00,8.21,8.21,138.73,8.34,32.85,1.05,34.90,37873.00,0.04,2.499984e+002,7.46
108,29.52,0.92,157.10,153.91,158.32,0.89,0.99,1.05,6.13,6.85,1.00,1.00,7.16,7.16,155.41,7.32,28.62,1.27,18.48,29684.00,0.10,1.206579e+002,5.80
109,23.96,0.93,126.15,123.43,119.68,0.90,0.99,1.05,5.52,5.88,1.00,1.00,6.44,6.44,122.63,6.22,25.76,1.06,23.90,20234.00,0.06,8.820384e+001,5.43
110,31.70,0.96,146.04,142.86,134.49,0.94,1.00,1.03,6.35,7.19,1.00,1.00,7.47,7.47,140.16,7.57,29.86,1.38,8.99,28173.00,0.12,1.342906e+002,6.91
111,19.81,0.88,142.84,139.97,138.22,0.90,0.99,1.05,5.02,5.41,1.00,1.00,6.05,6.05,139.37,5.88,24.20,1.06,34.81,20208.00,0.07,6.630745e+001,4.70
112,28.87,0.97,152.95,149.16,145.74,0.77,0.95,1.40,6.06,7.11,1.85,0.54,10.30,5.57,148.30,7.90,31.75,1.13,38.12,27880.00,0.15,1.166906e+002,6.32
113,54.28,0.97,101.60,114.94,115.63,0.88,0.98,1.12,8.31,8.94,1.00,1.00,8.99,8.99,113.40,9.60,35.98,1.06,41.63,34019.00,0.07,3.008361e+002,8.23
114,26.29,0.93,143.68,148.68,145.95,0.94,1.00,1.01,5.79,6.05,1.00,1.00,6.52,6.52,146.98,6.35,26.09,1.05,41.10,25869.00,0.04,1.013974e+002,5.72
115,34.13,0.93,141.18,148.94,151.27,0.92,0.99,1.07,6.59,6.97,1.00,1.00,7.38,7.38,148.27,7.48,29.54,1.07,28.15,31434.00,0.05,1.500004e+002,6.47
116,22.70,0.95,139.59,146.72,146.44,0.94,1.00,1.00,5.38,5.65,1.00,1.00,6.05,6.05,145.46,5.98,24.20,1.03,38.04,23128.00,0.05,8.134761e+001,5.25
117,39.51,0.95,153.24,159.16,158.37,0.90,0.99,1.15,7.09,8.11,1.00,1.00,8.49,8.49,158.23,8.79,33.96,1.37,42.21,37343.00,0.13,1.867958e+002,7.46
118,42.23,0.89,136.80,143.43,139.02,0.92,0.99,1.04,7.33,7.66,1.00,1.00,7.86,7.86,141.10,8.25,31.42,1.05,35.53,34994.00,0.04,2.064514e+002,7.05
119,33.25,0.97,150.20,157.00,157.95,0.93,1.00,1.04,6.51,6.83,1.00,1.00,7.19,7.19,156.51,7.12,28.76,1.06,18.35,32554.00,0.05,1.442022e+002,6.35
120,25.65,0.98,152.87,145.17,140.47,0.96,1.00,1.00,5.71,6.17,1.00,1.00,6.44,6.44,144.62,6.48,25.76,1.22,15.88,25020.00,0.07,9.771995e+001,5.80
121,39.51,0.76,148.07,146.48,144.78,0.74,0.93,1.39,7.09,8.03,1.83,0.55,11.49,6.27,145.76,9.46,35.52,1.14,36.59,34399.00,0.12,1.867958e+002,6.27
122,69.06,0.51,139.93,144.91,139.62,0.55,0.79,1.28,9.38,10.78,1.09,0.92,10.98,10.06,142.15,13.46,42.10,1.06,39.91,51457.00,0.13,4.317085e+002,6.48
123,31.70,0.92,149.80,151.59,160.49,0.85,0.97,1.29,6.35,7.57,1.26,0.79,9.16,7.27,154.03,8.25,32.85,1.36,40.33,30961.00,0.16,1.342906e+002,6.35
124,30.83,0.93,145.48,141.86,141.38,0.92,1.00,1.04,6.27,6.60,1.00,1.00,6.99,6.99,141.90,6.98,27.97,1.06,18.46,27955.00,0.05,1.287626e+002,6.25
125,26.50,0.84,155.70,151.80,146.79,0.80,0.94,1.73,5.81,7.02,3.12,0.32,12.98,4.17,150.69,7.52,34.28,1.22,37.00,26672.00,0.17,1.026362e+002,5.77
126,107.60,0.94,109.92,125.64,129.67,0.85,0.98,1.12,11.70,12.51,1.00,1.00,11.91,11.91,122.97,13.16,47.62,1.17,28.63,63700.00,0.06,8.396529e+002,11.78
127,54.52,0.98,127.87,139.43,139.51,0.80,0.96,1.55,8.33,9.61,2.46,0.41,15.03,6.12,138.13,10.33,42.29,1.17,47.67,41578.00,0.13,3.027928e+002,8.64
128,59.24,0.90,138.77,140.07,141.21,0.91,0.99,1.09,8.68,9.10,1.00,1.00,9.16,9.16,140.07,9.81,36.63,1.07,9.52,44964.00,0.05,3.430086e+002,8.41
129,32.36,0.97,119.58,128.25,132.48,0.84,0.97,1.32,6.42,7.36,1.49,0.67,9.64,6.46,128.52,7.86,32.21,1.11,39.36,26218.00,0.13,1.385016e+002,6.48
130,30.61,0.83,138.12,144.22,147.40,0.81,0.95,1.27,6.24,7.07,1.08,0.93,8.03,7.46,144.21,8.03,30.97,1.10,37.07,28265.00,0.12,1.273961e+002,6.17
131,47.75,0.90,136.68,148.29,145.76,0.86,0.98,1.24,7.80,8.62,1.00,1.00,8.99,8.99,143.83,9.17,35.98,1.09,40.00,39122.00,0.09,2.481905e+002,7.83
132,26.93,0.89,161.98,159.59,152.54,0.91,0.99,1.03,5.86,6.14,1.00,1.00,6.64,6.64,157.02,6.64,26.55,1.06,35.19,28106.00,0.05,1.051335e+002,5.51
133,40.87,0.84,112.41,124.78,123.78,0.79,0.96,1.36,7.21,8.13,1.67,0.60,11.11,6.65,122.86,9.18,35.52,1.13,43.63,29732.00,0.11,1.965207e+002,7.17
134,85.17,0.68,105.40,113.77,113.71,0.72,0.92,1.45,10.41,12.18,2.09,0.48,16.96,8.12,112.77,14.93,50.16,1.34,38.24,48267.00,0.14,5.912304e+002,9.01
135,32.58,0.86,138.73,144.12,144.96,0.88,0.98,1.05,6.44,6.92,1.00,1.00,7.19,7.19,143.71,8.22,28.76,1.05,45.42,29460.00,0.07,1.399175e+002,5.80
136,35.69,0.92,137.29,138.77,140.85,0.93,1.00,1.01,6.74,7.06,1.00,1.00,7.27,7.27,138.71,7.57,29.08,1.04,21.62,30377.00,0.05,1.603796e+002,6.35
137,22.91,0.88,131.04,131.78,123.07,0.78,0.91,1.58,5.40,6.78,2.56,0.39,11.18,4.37,128.76,7.47,31.10,1.14,35.77,20602.00,0.20,8.247342e+001,5.78
138,53.11,0.93,121.52,129.55,133.18,0.82,0.98,1.27,8.22,9.07,1.00,1.00,9.47,9.47,129.48,10.02,37.87,1.10,45.66,38198.00,0.09,2.911308e+002,8.08
