Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
13,35.02,0.77,95.92,104.33,104.25,0.80,0.95,1.44,6.68,7.77,2.05,0.49,11.63,5.67,102.75,8.79,34.61,1.14,35.71,22193.00,0.14,1.558953e+002,6.47
14,32.14,0.89,124.59,131.18,128.30,0.82,0.97,1.32,6.40,7.29,1.47,0.68,9.53,6.50,129.11,8.34,32.07,1.12,42.88,26209.00,0.12,1.370917e+002,6.28
15,28.22,0.83,149.60,156.06,155.06,0.88,0.98,1.04,5.99,6.39,1.00,1.00,6.80,6.80,154.57,7.12,27.19,1.05,31.84,28596.00,0.06,1.127805e+002,5.71
16,26.08,0.87,141.73,140.79,131.65,0.78,0.93,1.88,5.76,7.10,3.63,0.28,13.92,3.84,138.12,8.69,35.52,1.25,35.50,24171.00,0.19,1.001650e+002,6.02
17,37.48,0.83,152.99,148.11,141.72,0.87,0.98,1.12,6.91,8.71,1.00,1.00,8.88,8.88,146.75,9.92,35.52,1.54,3.80,33313.00,0.21,1.725993e+002,7.46
18,29.30,0.98,146.46,153.43,150.13,0.92,1.00,1.04,6.11,6.48,1.00,1.00,6.88,6.88,151.62,6.80,27.52,1.05,24.89,28808.00,0.06,1.193291e+002,5.80
19,22.28,0.72,143.50,141.88,131.76,0.79,0.92,1.17,5.33,6.11,1.00,1.00,6.65,6.65,139.06,6.99,26.60,1.07,35.05,21833.00,0.13,7.911639e+001,4.29
20,34.58,0.89,138.15,140.32,136.19,0.92,0.99,1.03,6.63,6.98,1.00,1.00,7.27,7.27,138.62,7.83,29.08,1.05,36.73,29665.00,0.05,1.529358e+002,6.27
21,40.64,0.90,159.10,160.41,155.69,0.92,0.99,1.02,7.19,7.52,1.00,1.00,7.69,7.69,158.50,8.03,30.78,1.05,25.21,38198.00,0.04,1.948855e+002,6.66
22,90.11,0.95,131.31,133.28,128.82,0.85,0.98,1.13,10.71,12.23,1.00,1.00,11.74,11.74,130.83,12.80,46.97,1.44,13.74,58611.00,0.12,6.434480e+002,11.62
23,51.94,0.76,112.05,110.44,107.58,0.81,0.96,1.09,8.13,9.55,1.00,1.00,9.43,9.43,109.51,10.69,37.73,1.51,13.00,31757.00,0.15,2.815565e+002,7.57
24,20.63,0.83,148.93,153.87,151.56,0.88,0.98,1.00,5.12,5.45,1.00,1.00,5.94,5.94,152.26,6.11,23.74,1.04,38.10,22687.00,0.06,7.046599e+001,4.14
25,19.81,0.89,134.79,134.70,133.39,0.91,0.99,1.00,5.02,5.30,1.00,1.00,5.86,5.86,134.30,5.76,23.42,1.05,35.66,19474.00,0.05,6.630745e+001,4.70
26,46.36,0.85,135.50,142.40,137.00,0.70,0.87,2.31,7.68,9.99,5.07,0.20,20.29,4.00,139.58,11.65,48.59,1.30,37.33,37128.00,0.23,2.374574e+002,8.39
27,23.75,0.95,128.48,118.81,110.45,0.94,1.00,1.01,5.50,6.67,1.00,1.00,6.99,6.99,117.37,7.12,27.97,1.46,6.55,19249.00,0.18,8.704429e+001,6.27
28,21.87,0.86,132.69,131.88,130.97,0.89,0.98,1.02,5.28,5.62,1.00,1.00,6.16,6.16,131.68,6.28,24.66,1.05,22.15,20410.00,0.06,7.691247e+001,4.99
29,59.24,0.93,138.85,136.75,137.93,0.89,0.99,1.20,8.68,9.35,1.00,1.00,9.61,9.61,136.62,9.78,38.46,1.09,8.31,43856.00,0.07,3.430086e+002,8.62
30,43.14,0.99,136.59,142.56,142.53,0.86,0.97,1.25,7.41,8.28,1.00,1.00,8.68,8.68,141.84,9.18,34.74,1.09,46.05,35743.00,0.10,2.131852e+002,7.78
31,34.58,0.79,131.17,134.62,126.21,0.86,0.97,1.04,6.63,7.05,1.00,1.00,7.30,7.30,131.68,8.03,29.21,1.05,41.74,28180.00,0.06,1.529358e+002,5.88
32,46.82,0.83,137.20,144.45,137.09,0.87,0.98,1.05,7.72,8.10,1.00,1.00,8.21,8.21,139.09,8.92,32.85,1.05,35.57,37276.00,0.05,2.410132e+002,6.91
33,33.03,0.93,125.38,125.50,122.21,0.93,1.00,1.00,6.48,6.78,1.00,1.00,7.03,7.03,122.49,7.18,28.11,1.04,24.56,25356.00,0.04,1.427679e+002,6.27
34,22.70,0.85,137.11,140.12,139.29,0.82,0.95,1.34,5.38,6.27,1.59,0.63,8.78,5.53,139.18,7.61,28.62,1.12,39.35,22129.00,0.14,8.134761e+001,5.10
35,23.12,0.91,158.83,154.37,153.52,0.91,0.99,1.05,5.43,6.66,1.00,1.00,7.03,7.03,154.61,7.06,28.11,1.50,4.29,24892.00,0.19,8.360601e+001,6.14
36,35.02,0.89,141.12,140.13,133.08,0.91,0.99,1.04,6.68,7.06,1.00,1.00,7.34,7.34,137.73,7.61,29.35,1.05,27.91,29749.00,0.05,1.558953e+002,6.27
37,66.17,0.93,127.97,142.71,145.73,0.80,0.95,1.70,9.18,11.23,3.02,0.33,17.95,5.95,141.92,12.75,47.81,1.16,33.92,49671.00,0.18,4.048959e+002,9.62
38,23.54,0.86,125.56,130.36,130.55,0.89,0.99,1.03,5.47,5.85,1.00,1.00,6.36,6.36,129.83,6.52,25.44,1.06,34.84,21162.00,0.06,8.589147e+001,5.25
39,21.04,0.86,161.22,150.12,141.91,0.88,0.98,1.09,5.18,7.13,1.00,1.00,7.55,7.55,148.61,7.86,30.19,1.67,6.33,22440.00,0.27,7.258714e+001,6.35
40,27.36,0.90,135.87,138.04,137.73,0.83,0.96,1.44,5.90,6.94,2.03,0.49,10.85,5.35,137.68,7.57,32.40,1.35,34.34,24920.00,0.15,1.076568e+002,6.28
41,22.28,0.95,135.98,142.46,137.98,0.93,1.00,1.01,5.33,5.62,1.00,1.00,6.16,6.16,140.01,5.88,24.66,1.05,34.79,21981.00,0.05,7.911639e+001,5.25
42,27.36,0.85,139.65,139.87,135.93,0.89,0.98,1.04,5.90,6.28,1.00,1.00,6.72,6.72,138.65,7.05,26.87,1.05,28.25,25096.00,0.06,1.076568e+002,5.49
43,152.88,0.88,94.62,110.11,113.83,0.84,0.98,1.17,13.95,14.72,1.00,1.00,13.99,13.99,109.25,16.18,55.95,1.08,28.38,75932.00,0.05,1.421922e+003,13.24
44,35.69,0.87,146.91,150.03,145.66,0.91,0.99,1.04,6.74,7.08,1.00,1.00,7.38,7.38,148.14,7.83,29.54,1.06,31.37,32443.00,0.05,1.603796e+002,6.27
45,34.80,0.68,117.54,114.02,115.40,0.76,0.92,1.18,6.66,8.30,1.00,1.00,8.49,8.49,114.55,9.56,33.96,1.57,36.04,24629.00,0.20,1.544126e+002,5.74
46,30.39,0.86,157.56,161.51,158.87,0.89,0.99,1.08,6.22,6.62,1.00,1.00,7.11,7.11,160.03,7.32,28.43,1.07,23.87,31206.00,0.06,1.260359e+002,5.88
47,23.96,0.91,155.45,154.46,144.34,0.91,0.99,1.04,5.52,5.85,1.00,1.00,6.41,6.41,151.24,6.35,25.63,1.06,34.18,24954.00,0.06,8.820384e+001,5.25
48,35.47,0.84,130.45,125.09,125.62,0.89,0.98,1.03,6.72,7.40,1.00,1.00,7.58,7.58,124.96,8.34,30.32,1.28,18.23,27242.00,0.09,1.588789e+002,6.27
49,45.44,0.90,136.36,143.56,144.05,0.84,0.98,1.28,7.61,8.52,1.10,0.91,9.57,8.74,142.87,9.17,36.63,1.31,40.36,37432.00,0.11,2.304116e+002,7.44
50,22.70,0.83,157.19,161.47,156.77,0.83,0.96,1.25,5.38,6.20,1.00,1.00,6.91,6.91,159.28,6.99,27.65,1.09,30.34,25325.00,0.13,8.134761e+001,4.96
51,32.36,0.96,136.54,142.77,142.96,0.90,0.99,1.06,6.42,6.82,1.00,1.00,7.19,7.19,141.16,7.32,28.76,1.06,39.18,28797.00,0.06,1.385016e+002,6.25
52,56.16,0.84,141.96,150.11,144.90,0.82,0.97,1.23,8.46,9.20,1.00,1.00,9.55,9.55,147.61,9.88,38.19,1.10,41.65,45464.00,0.08,3.166349e+002,8.16
53,45.67,0.81,145.54,149.00,147.46,0.87,0.98,1.02,7.63,8.00,1.00,1.00,8.02,8.02,147.29,9.11,32.07,1.04,28.04,38736.00,0.05,2.321648e+002,6.98
54,31.27,0.94,158.78,161.71,155.31,0.92,1.00,1.02,6.31,6.63,1.00,1.00,6.99,6.99,159.45,7.12,27.97,1.05,22.42,31730.00,0.05,1.315142e+002,6.27
55,21.24,0.85,144.59,142.09,139.49,0.87,0.98,1.10,5.20,5.63,1.00,1.00,6.33,6.33,141.56,6.35,25.31,1.08,29.52,21517.00,0.08,7.365812e+001,5.04
56,52.87,0.88,105.66,121.01,118.28,0.84,0.97,1.47,8.20,9.40,2.15,0.46,13.91,6.46,118.42,10.59,40.72,1.15,44.29,34815.00,0.13,2.892054e+002,7.75
57,21.04,0.90,145.11,134.38,133.50,0.92,0.99,1.01,5.18,5.47,1.00,1.00,6.05,6.05,135.35,5.98,24.20,1.06,7.43,20438.00,0.05,7.258714e+001,5.01
58,35.69,0.92,153.89,150.53,145.82,0.87,0.98,1.18,6.74,7.35,1.00,1.00,7.86,7.86,149.54,7.90,31.42,1.09,38.16,32749.00,0.08,1.603796e+002,6.79
59,25.44,0.94,137.38,127.87,119.25,0.93,1.00,1.04,5.69,6.58,1.00,1.00,6.99,6.99,125.76,7.12,27.97,1.51,12.96,21630.00,0.14,9.650727e+001,6.25
60,62.81,0.94,129.69,130.64,127.49,0.93,1.00,1.05,8.94,9.30,1.00,1.00,9.19,9.19,129.57,9.78,36.76,1.05,15.54,43536.00,0.04,3.744994e+002,8.57
61,24.17,0.88,158.14,156.43,149.60,0.87,0.98,1.11,5.55,6.06,1.00,1.00,6.64,6.64,154.55,6.52,26.55,1.07,22.65,25655.00,0.08,8.937008e+001,5.49
62,41.32,0.88,137.62,133.89,130.27,0.81,0.96,1.35,7.25,8.18,1.61,0.62,10.97,6.79,133.01,8.92,35.52,1.13,43.75,32454.00,0.11,1.998081e+002,7.38
63,35.69,0.91,151.11,146.44,142.17,0.92,0.99,1.05,6.74,7.11,1.00,1.00,7.43,7.43,145.29,7.73,29.73,1.06,26.29,31818.00,0.05,1.603796e+002,6.35
64,40.64,0.98,139.66,144.36,146.20,0.86,0.97,1.22,7.19,7.91,1.00,1.00,8.41,8.41,144.34,8.92,33.63,1.10,44.97,34787.00,0.09,1.948855e+002,7.44
65,53.81,0.78,136.74,138.92,141.69,0.78,0.94,1.52,8.28,9.71,2.34,0.43,14.82,6.33,139.50,10.95,42.29,1.30,37.39,41572.00,0.15,2.969383e+002,7.60
66,46.13,0.91,120.42,129.77,131.47,0.73,0.94,1.79,7.66,9.47,3.31,0.30,16.36,4.95,128.97,10.57,42.61,1.19,43.65,34177.00,0.19,2.356877e+002,7.98
67,23.96,0.92,161.44,167.44,161.99,0.92,0.99,1.05,5.52,5.90,1.00,1.00,6.44,6.44,164.92,6.50,25.76,1.06,25.12,27212.00,0.06,8.820384e+001,5.49
68,19.60,0.84,139.24,135.06,132.06,0.78,0.93,1.38,5.00,5.83,1.79,0.56,8.87,4.96,134.60,6.91,27.65,1.14,39.20,19382.00,0.14,6.528536e+001,5.10
69,29.30,0.86,149.19,155.99,154.67,0.91,0.99,1.00,6.11,6.39,1.00,1.00,6.64,6.64,154.37,7.21,26.55,1.03,29.07,29331.00,0.04,1.193291e+002,5.49
70,41.55,0.88,152.98,161.56,161.72,0.91,0.99,1.01,7.27,7.58,1.00,1.00,7.69,7.69,160.63,8.22,30.78,1.04,25.76,39355.00,0.04,2.014604e+002,6.66
71,34.80,0.89,155.93,159.50,161.60,0.91,0.99,1.08,6.66,7.26,1.00,1.00,7.61,7.61,159.17,8.07,30.45,1.24,18.42,34221.00,0.08,1.544126e+002,6.66
72,44.98,0.91,107.31,119.10,121.57,0.79,0.95,1.48,7.57,8.76,2.18,0.46,13.15,6.04,118.30,9.67,38.38,1.15,42.55,30757.00,0.14,2.269218e+002,7.65
73,30.17,0.85,147.13,147.15,141.12,0.89,0.99,1.03,6.20,6.53,1.00,1.00,6.91,6.91,145.34,7.18,27.65,1.05,36.43,28195.00,0.05,1.246820e+002,5.80
74,25.44,0.81,164.06,156.88,157.29,0.87,0.97,1.06,5.69,6.75,1.00,1.00,7.11,7.11,157.80,7.86,28.43,1.55,20.24,27142.00,0.16,9.650727e+001,5.74
75,48.67,0.86,111.14,119.78,128.58,0.75,0.94,2.06,7.87,10.31,4.22,0.24,19.70,4.67,121.18,11.42,48.73,1.51,44.48,33447.00,0.24,2.554547e+002,9.62
76,23.54,0.99,117.69,121.94,121.55,0.94,1.00,1.00,5.47,5.77,1.00,1.00,6.25,6.25,120.99,6.03,24.98,1.05,36.63,19721.00,0.05,8.589147e+001,5.25
77,20.01,0.93,133.40,135.82,133.97,0.93,0.99,1.00,5.05,5.37,1.00,1.00,5.86,5.86,134.98,5.74,23.42,1.04,29.22,19707.00,0.06,6.733657e+001,4.70
78,31.27,0.91,166.62,156.30,145.38,0.91,0.99,1.07,6.31,6.76,1.00,1.00,7.14,7.14,153.79,7.47,28.57,1.06,30.16,30604.00,0.07,1.315142e+002,6.25
79,32.36,0.87,160.15,159.15,160.44,0.89,0.99,1.07,6.42,7.18,1.00,1.00,7.50,7.50,159.65,7.83,30.00,1.31,20.49,32568.00,0.11,1.385016e+002,6.27
80,25.22,0.84,113.83,117.02,117.65,0.84,0.97,1.19,5.67,6.32,1.00,1.00,6.99,6.99,116.53,7.12,27.97,1.09,40.98,19926.00,0.10,9.530118e+001,5.25
81,31.49,0.95,158.45,152.17,143.31,0.93,1.00,1.04,6.33,7.33,1.00,1.00,7.58,7.58,149.81,7.71,30.32,1.54,14.45,29961.00,0.14,1.328993e+002,6.91
82,26.29,0.94,129.46,130.72,129.59,0.94,1.00,1.00,5.79,6.05,1.00,1.00,6.44,6.44,129.98,6.48,25.76,1.04,28.16,22876.00,0.04,1.013974e+002,5.54
83,23.33,0.89,147.07,145.48,144.36,0.82,0.95,1.47,5.45,6.46,2.14,0.47,10.28,4.81,145.33,7.51,30.19,1.15,38.28,23543.00,0.16,8.474537e+001,5.74
84,44.29,0.91,127.25,126.35,123.89,0.76,0.96,1.41,7.51,8.88,1.89,0.53,12.58,6.67,125.72,10.13,38.51,1.38,31.25,32310.00,0.15,2.217287e+002,7.94
85,51.94,0.80,138.55,150.62,152.55,0.85,0.97,1.07,8.13,8.57,1.00,1.00,8.64,8.64,149.51,9.60,34.55,1.06,35.11,43358.00,0.05,2.815565e+002,7.05
86,46.13,0.86,125.92,135.26,135.96,0.89,0.99,1.05,7.66,8.05,1.00,1.00,8.17,8.17,132.61,8.92,32.66,1.05,39.03,35142.00,0.05,2.356877e+002,7.18
87,36.13,0.94,143.37,140.64,137.39,0.93,1.00,1.00,6.78,7.10,1.00,1.00,7.27,7.27,139.55,7.57,29.08,1.04,29.26,30840.00,0.04,1.633990e+002,6.35
88,23.75,0.93,137.55,143.82,147.40,0.93,1.00,1.00,5.50,5.76,1.00,1.00,6.25,6.25,144.16,6.11,24.98,1.05,39.38,23643.00,0.05,8.704429e+001,5.25
89,33.69,0.91,139.48,144.95,142.56,0.85,0.98,1.19,6.55,7.33,1.00,1.00,7.74,7.74,142.30,8.25,30.97,1.08,44.42,29882.00,0.11,1.470892e+002,6.35
90,25.86,0.78,126.10,132.10,127.16,0.70,0.85,2.52,5.74,7.34,5.75,0.17,17.48,3.04,129.66,8.39,41.05,1.40,34.79,22561.00,0.22,9.893920e+001,6.29
91,27.15,0.83,156.58,146.94,136.39,0.86,0.98,1.19,5.88,7.67,1.00,1.00,8.21,8.21,144.64,8.45,32.85,1.55,5.95,26035.00,0.23,1.063919e+002,6.75
92,31.27,0.96,124.97,124.66,126.17,0.93,1.00,1.03,6.31,6.67,1.00,1.00,7.03,7.03,122.92,6.98,28.11,1.05,28.21,24461.00,0.05,1.315142e+002,6.27
93,21.66,0.90,126.49,126.95,119.86,0.92,0.99,1.00,5.25,5.54,1.00,1.00,6.05,6.05,124.74,6.03,24.20,1.05,38.35,19210.00,0.05,7.582080e+001,5.01
94,33.25,0.78,140.00,139.88,134.62,0.83,0.96,1.15,6.51,7.14,1.00,1.00,7.58,7.58,138.13,8.62,30.32,1.08,36.89,28731.00,0.09,1.442022e+002,5.62
95,36.81,0.81,125.03,133.86,133.10,0.87,0.97,1.06,6.85,7.30,1.00,1.00,7.53,7.53,131.50,8.03,30.13,1.05,37.95,29456.00,0.06,1.679726e+002,5.88
96,20.42,0.90,155.67,144.70,141.52,0.88,0.99,1.09,5.10,5.91,1.00,1.00,6.52,6.52,144.98,6.52,26.09,1.36,11.99,21457.00,0.14,6.941586e+001,5.25
97,33.69,0.92,136.44,140.99,147.42,0.79,0.96,1.53,6.55,7.49,2.37,0.42,12.33,5.20,141.85,8.22,35.06,1.19,43.53,29789.00,0.13,1.470892e+002,6.35
98,25.86,0.93,150.62,151.06,148.71,0.91,0.99,1.06,5.74,6.15,1.00,1.00,6.64,6.64,147.84,6.70,26.55,1.06,28.71,25725.00,0.07,9.893920e+001,5.49
99,32.14,0.94,126.87,128.17,125.58,0.94,1.00,1.01,6.40,6.70,1.00,1.00,7.03,7.03,127.21,6.99,28.11,1.05,29.91,25823.00,0.05,1.370917e+002,6.27
100,23.75,0.88,131.19,131.73,125.73,0.91,0.99,1.03,5.50,5.82,1.00,1.00,6.36,6.36,128.82,6.28,25.44,1.06,39.08,21126.00,0.05,8.704429e+001,5.24
101,43.14,0.85,141.06,143.15,142.78,0.89,0.99,1.08,7.41,8.74,1.00,1.00,8.80,8.80,142.78,9.60,35.20,1.60,11.51,35981.00,0.15,2.131852e+002,7.89
102,26.29,0.94,138.13,139.30,137.12,0.82,0.96,1.17,5.79,6.41,1.00,1.00,7.03,7.03,138.49,7.21,28.11,1.08,34.21,24375.00,0.10,1.013974e+002,5.80
103,35.47,0.88,151.39,155.05,150.86,0.90,0.99,1.08,6.72,7.12,1.00,1.00,7.50,7.50,153.15,7.71,30.00,1.07,35.21,33386.00,0.06,1.588789e+002,6.47
104,22.28,0.89,139.88,136.67,131.83,0.83,0.96,1.13,5.33,5.90,1.00,1.00,6.52,6.52,135.56,6.50,26.09,1.07,36.57,21283.00,0.10,7.911639e+001,5.21
105,26.50,0.83,150.27,150.11,142.31,0.88,0.98,1.00,5.81,6.15,1.00,1.00,6.52,6.52,147.79,6.80,26.09,1.04,34.91,26159.00,0.05,1.026362e+002,5.19
106,33.47,0.92,154.35,149.35,142.58,0.93,1.00,1.01,6.53,6.83,1.00,1.00,7.11,7.11,147.71,7.32,28.43,1.05,29.82,30872.00,0.04,1.456426e+002,6.35
107,39.51,0.88,161.22,157.13,151.27,0.90,0.99,1.07,7.09,7.51,1.00,1.00,7.78,7.78,155.53,8.03,31.10,1.06,24.56,36704.00,0.06,1.867958e+002,6.77
108,41.09,0.88,120.68,125.02,126.40,0.90,0.99,1.08,7.23,7.62,1.00,1.00,7.94,7.94,124.98,8.22,31.75,1.07,31.73,30369.00,0.05,1.981615e+002,6.79
109,32.14,0.97,134.65,133.24,131.53,0.83,0.97,1.28,6.40,7.14,1.19,0.84,8.59,7.21,131.75,7.90,31.61,1.12,37.95,26746.00,0.10,1.370917e+002,6.35
110,23.33,0.94,149.15,145.53,140.40,0.80,0.96,1.62,5.45,6.46,2.73,0.37,11.61,4.26,144.40,7.06,31.75,1.21,35.25,23393.00,0.16,8.474537e+001,5.85
111,29.09,0.87,152.71,156.12,158.43,0.90,0.99,1.08,6.09,6.50,1.00,1.00,6.99,6.99,156.39,7.06,27.97,1.07,25.65,29557.00,0.06,1.180067e+002,5.80
112,20.63,0.82,159.58,150.93,139.41,0.86,0.97,1.14,5.12,6.93,1.00,1.00,7.47,7.47,148.43,7.61,29.86,1.57,3.88,22116.00,0.26,7.046599e+001,5.95
113,377.07,0.70,117.98,130.44,130.16,0.58,0.89,2.49,21.91,25.54,5.65,0.18,52.01,9.21,126.77,29.35,122.44,1.60,32.28,194082.00,0.14,5.508086e+003,19.60
114,28.65,0.85,158.42,158.56,154.25,0.89,0.99,1.06,6.04,6.61,1.00,1.00,7.07,7.07,157.19,7.32,28.30,1.25,19.61,29395.00,0.09,1.153809e+002,5.80
115,60.43,0.89,138.07,145.31,144.17,0.91,0.99,1.05,8.77,9.16,1.00,1.00,9.08,9.08,142.93,9.88,36.30,1.05,29.19,46596.00,0.04,3.533804e+002,8.01
116,19.81,0.92,151.55,149.01,146.31,0.81,0.96,1.42,5.02,6.06,1.95,0.51,9.29,4.77,148.19,6.92,28.11,1.13,30.53,21487.00,0.17,6.630745e+001,5.40
117,23.54,0.72,124.37,125.68,125.09,0.73,0.89,1.61,5.47,6.60,2.69,0.37,11.57,4.30,125.37,7.52,31.75,1.19,37.42,20435.00,0.17,8.589147e+001,5.47
118,323.26,0.89,83.43,105.03,104.51,0.80,0.97,1.48,20.29,22.34,2.21,0.45,30.00,13.58,101.82,25.42,87.16,1.15,31.27,135831.00,0.09,4.372066e+003,20.42
119,30.39,0.90,131.36,133.28,126.80,0.70,0.93,1.84,6.22,7.23,3.49,0.29,14.41,4.13,130.89,7.61,37.08,1.29,37.26,25524.00,0.14,1.260359e+002,6.70
120,31.70,0.92,151.58,153.52,148.80,0.92,0.99,1.02,6.35,6.67,1.00,1.00,7.03,7.03,151.86,7.06,28.11,1.05,28.09,30523.00,0.05,1.342906e+002,6.27
121,25.44,0.97,127.75,123.32,118.88,0.87,0.99,1.16,5.69,6.37,1.00,1.00,6.91,6.91,122.17,7.18,27.65,1.07,16.59,21013.00,0.11,9.650727e+001,5.70
122,22.28,0.91,133.47,137.01,133.91,0.84,0.97,1.29,5.33,6.24,1.23,0.82,7.67,6.25,135.27,6.80,27.84,1.10,40.59,21237.00,0.15,7.911639e+001,5.52
123,26.50,0.59,122.47,124.34,115.41,0.65,0.83,1.44,5.81,7.03,2.04,0.49,10.50,5.15,121.48,8.69,31.29,1.12,32.89,21502.00,0.17,1.026362e+002,4.38
124,74.15,0.88,112.90,122.48,121.02,0.77,0.94,1.40,9.72,10.98,1.87,0.53,14.81,7.90,120.56,11.88,45.41,1.13,38.66,46176.00,0.11,4.802822e+002,9.72
125,32.58,0.85,130.21,135.90,133.08,0.90,0.99,1.00,6.44,6.74,1.00,1.00,6.99,6.99,134.37,7.51,27.97,1.04,35.33,27545.00,0.04,1.399175e+002,5.80
126,29.30,0.87,153.66,146.19,143.39,0.90,0.99,1.10,6.11,7.25,1.00,1.00,7.66,7.66,146.18,7.90,30.64,1.56,10.46,27774.00,0.16,1.193291e+002,6.42
127,25.01,0.96,141.64,137.93,131.98,0.93,1.00,1.00,5.64,5.93,1.00,1.00,6.36,6.36,136.25,6.28,25.44,1.05,30.17,23163.00,0.05,9.410169e+001,5.49
128,21.04,0.84,137.44,142.21,140.28,0.83,0.95,1.43,5.18,6.21,1.98,0.51,9.55,4.83,140.77,6.80,28.76,1.13,36.44,21256.00,0.17,7.258714e+001,5.04
129,30.61,0.98,146.90,142.34,145.13,0.90,0.99,1.24,6.24,6.91,1.00,1.00,7.63,7.63,143.66,7.47,30.51,1.11,4.67,28158.00,0.10,1.273961e+002,6.32
130,35.02,0.85,153.43,151.92,151.69,0.89,0.99,1.03,6.68,7.21,1.00,1.00,7.47,7.47,152.02,7.95,29.86,1.23,20.93,32837.00,0.07,1.558953e+002,6.33
131,23.12,0.95,141.91,139.91,134.74,0.94,1.00,1.00,5.43,5.72,1.00,1.00,6.16,6.16,138.54,5.98,24.66,1.04,28.66,22305.00,0.05,8.360601e+001,5.25
132,35.02,0.90,116.53,121.54,120.21,0.83,0.97,1.25,6.68,7.49,1.00,1.00,8.05,8.05,120.52,8.15,32.21,1.10,40.38,26032.00,0.11,1.558953e+002,6.85
133,37.25,0.86,144.16,148.18,144.33,0.83,0.96,1.59,6.89,8.01,2.60,0.39,13.39,5.16,146.58,8.55,37.08,1.19,41.71,33128.00,0.14,1.710512e+002,7.48
134,32.80,0.95,121.75,123.40,119.17,0.93,1.00,1.00,6.46,6.77,1.00,1.00,7.03,7.03,121.62,7.18,28.11,1.04,30.02,25054.00,0.05,1.413396e+002,6.27
135,20.83,0.84,160.73,154.46,144.10,0.90,0.98,1.02,5.15,5.51,1.00,1.00,6.05,6.05,152.04,6.50,24.20,1.05,28.80,22806.00,0.06,7.152309e+001,4.71
136,35.47,0.89,141.57,143.33,142.20,0.87,0.99,1.18,6.72,7.28,1.00,1.00,7.86,7.86,142.06,7.61,31.42,1.10,32.04,30970.00,0.08,1.588789e+002,6.54
137,34.13,0.84,150.96,153.33,154.58,0.87,0.98,1.06,6.59,8.11,1.00,1.00,8.21,8.21,153.23,9.07,32.85,1.70,14.32,32484.00,0.19,1.500004e+002,6.91
138,28.87,0.95,134.06,137.78,138.97,0.89,0.99,1.15,6.06,6.67,1.00,1.00,7.19,7.19,137.11,7.52,28.76,1.08,39.43,25776.00,0.09,1.166906e+002,5.80
