Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
139,43.37,0.86,122.51,129.99,134.92,0.84,0.98,1.20,7.43,8.17,1.00,1.00,8.52,8.52,130.57,9.07,34.09,1.08,38.06,33033.00,0.09,2.148827e+002,7.03
140,38.83,0.88,134.44,142.38,139.79,0.77,0.94,1.53,7.03,8.13,2.38,0.42,13.00,5.47,140.22,9.56,36.95,1.17,45.11,32672.00,0.14,1.820112e+002,7.05
141,25.22,0.87,154.13,154.77,149.35,0.87,0.98,1.17,5.67,6.23,1.00,1.00,6.91,6.91,152.77,6.80,27.65,1.09,36.99,26123.00,0.09,9.530118e+001,5.34
142,32.80,0.82,154.38,153.92,154.92,0.87,0.98,1.09,6.46,7.32,1.00,1.00,7.66,7.66,154.24,8.25,30.64,1.33,19.48,31773.00,0.12,1.413396e+002,6.27
143,22.28,0.95,127.65,128.13,120.89,0.93,1.00,1.01,5.33,5.65,1.00,1.00,6.16,6.16,125.90,5.98,24.66,1.05,37.20,19767.00,0.06,7.911639e+001,5.25
144,168.75,0.54,98.45,111.51,115.60,0.45,0.78,1.78,14.66,17.63,3.28,0.30,27.52,8.39,111.25,22.07,71.82,1.17,41.87,84103.00,0.17,1.648967e+003,12.73
145,24.80,0.91,153.34,149.33,148.37,0.93,1.00,1.02,5.62,5.94,1.00,1.00,6.44,6.44,149.50,6.42,25.76,1.06,25.87,25266.00,0.05,9.290882e+001,5.25
146,24.38,0.93,153.26,145.89,140.92,0.89,0.99,1.12,5.57,6.08,1.00,1.00,6.68,6.68,145.26,6.35,26.74,1.07,37.40,24258.00,0.08,9.054300e+001,5.72
147,22.49,0.86,166.66,161.39,158.91,0.88,0.98,1.14,5.35,7.12,1.00,1.00,7.63,7.63,161.23,7.90,30.51,1.90,18.22,25475.00,0.25,8.022859e+001,6.27
148,22.28,0.93,161.12,150.71,139.61,0.93,1.00,1.00,5.33,6.42,1.00,1.00,6.75,6.75,148.24,6.80,27.00,1.44,6.24,23274.00,0.17,7.911639e+001,5.88
149,44.06,1.00,119.81,114.09,109.42,0.93,1.00,1.03,7.49,8.50,1.00,1.00,8.49,8.49,112.80,8.80,33.96,1.39,15.56,28878.00,0.12,2.200088e+002,8.01
150,19.81,0.88,157.24,151.46,148.93,0.86,0.97,1.32,5.02,6.73,1.45,0.69,9.04,6.22,151.37,7.47,30.51,1.56,4.56,21949.00,0.25,6.630745e+001,6.09
151,35.24,0.91,149.13,139.68,136.71,0.92,0.99,1.05,6.70,7.27,1.00,1.00,7.58,7.58,139.88,7.73,30.32,1.27,8.33,30353.00,0.08,1.573841e+002,6.66
152,20.83,0.86,131.38,130.47,125.32,0.91,0.99,1.00,5.15,5.42,1.00,1.00,5.97,5.97,129.03,5.97,23.88,1.05,35.11,19354.00,0.05,7.152309e+001,4.70
153,30.61,0.80,133.25,134.38,141.53,0.83,0.96,1.17,6.24,6.95,1.00,1.00,7.43,7.43,136.35,7.73,29.73,1.08,44.79,26725.00,0.10,1.273961e+002,5.25
154,34.13,0.90,142.42,144.89,143.17,0.83,0.97,1.46,6.59,7.44,2.10,0.48,11.65,5.56,144.10,8.02,34.42,1.17,45.61,30550.00,0.11,1.500004e+002,6.89
155,23.54,0.93,128.56,130.42,132.17,0.87,0.98,1.19,5.47,6.14,1.00,1.00,6.83,6.83,130.71,7.06,27.33,1.09,35.24,21305.00,0.11,8.589147e+001,5.28
156,52.17,0.57,140.89,141.18,134.83,0.63,0.83,1.26,8.15,9.33,1.00,1.00,9.39,9.39,138.49,11.19,37.54,1.07,27.38,40302.00,0.13,2.834608e+002,6.22
157,47.28,0.87,124.28,126.09,129.63,0.89,0.99,1.06,7.76,8.29,1.00,1.00,8.41,8.41,126.49,8.96,33.63,1.22,23.76,34152.00,0.06,2.445910e+002,7.46
158,23.54,0.95,141.07,138.44,135.72,0.94,1.00,1.00,5.47,5.75,1.00,1.00,6.25,6.25,137.91,6.03,24.98,1.05,18.97,22479.00,0.05,8.589147e+001,5.25
159,47.75,0.90,115.74,121.58,119.71,0.74,0.92,1.45,7.80,9.34,2.09,0.48,13.54,6.49,120.10,10.02,40.08,1.34,37.73,32668.00,0.17,2.481905e+002,8.37
160,62.34,0.94,119.22,123.27,123.91,0.87,0.98,1.11,8.91,9.58,1.00,1.00,9.55,9.55,122.85,9.99,38.19,1.21,24.81,41031.00,0.07,3.702358e+002,9.08
161,22.49,0.96,146.64,144.83,138.87,0.70,0.94,1.58,5.35,5.98,2.58,0.39,11.16,4.32,143.23,6.37,30.97,1.25,29.41,22631.00,0.11,8.022859e+001,5.25
162,22.49,0.86,151.96,137.53,125.46,0.89,0.98,1.11,5.35,7.04,1.00,1.00,7.50,7.50,135.01,7.57,30.00,1.56,4.32,21331.00,0.24,8.022859e+001,6.15
163,46.13,0.94,120.25,129.69,130.99,0.82,0.96,1.51,7.66,8.92,2.30,0.43,13.65,5.93,129.00,9.72,39.16,1.15,41.86,34185.00,0.14,2.356877e+002,8.23
164,30.17,0.88,153.26,152.34,148.54,0.91,0.99,1.00,6.20,6.50,1.00,1.00,6.83,6.83,151.06,7.06,27.33,1.05,38.70,29305.00,0.05,1.246820e+002,5.80
165,37.03,0.87,141.20,149.30,149.04,0.91,0.99,1.00,6.87,7.17,1.00,1.00,7.35,7.35,147.23,8.03,29.40,1.04,33.62,33127.00,0.04,1.695089e+002,6.35
166,42.69,0.96,122.67,128.98,133.21,0.85,0.98,1.21,7.37,8.15,1.00,1.00,8.52,8.52,128.22,8.96,34.09,1.09,35.89,32056.00,0.10,2.098070e+002,7.53
167,41.32,0.85,114.20,123.57,125.37,0.89,0.99,1.08,7.25,7.67,1.00,1.00,7.94,7.94,123.02,8.57,31.75,1.06,33.58,30017.00,0.05,1.998081e+002,6.35
168,26.08,0.81,137.97,139.09,133.31,0.88,0.98,1.04,5.76,6.15,1.00,1.00,6.60,6.60,137.00,7.05,26.41,1.05,27.30,23975.00,0.06,1.001650e+002,5.24
169,72.93,0.90,115.44,115.74,118.13,0.85,0.98,1.18,9.64,10.85,1.00,1.00,10.77,10.77,114.28,12.05,43.07,1.35,28.40,43199.00,0.11,4.685286e+002,9.59
170,31.92,0.96,153.50,143.32,145.35,0.92,1.00,1.07,6.38,6.80,1.00,1.00,7.19,7.19,145.07,7.12,28.76,1.06,4.21,29305.00,0.06,1.356881e+002,6.35
171,23.33,0.84,131.38,132.10,128.25,0.76,0.93,1.57,5.45,6.55,2.56,0.39,11.25,4.40,130.89,7.57,31.29,1.18,31.03,21204.00,0.17,8.474537e+001,5.43
172,26.72,0.93,117.99,116.88,115.69,0.93,1.00,1.00,5.83,6.14,1.00,1.00,6.49,6.49,115.99,6.70,25.95,1.04,23.38,20647.00,0.05,1.038816e+002,5.25
173,26.72,0.82,123.23,126.30,126.68,0.66,0.92,1.98,5.83,7.33,3.98,0.25,14.71,3.69,125.76,8.55,36.82,1.27,33.58,22385.00,0.20,1.038816e+002,5.76
174,62.58,0.98,117.69,125.16,128.33,0.68,0.95,1.83,8.93,10.86,3.45,0.29,19.44,5.64,124.29,11.52,50.16,1.48,29.58,41638.00,0.18,3.723652e+002,9.81
175,23.96,0.83,137.08,144.99,147.39,0.82,0.95,1.44,5.52,6.55,2.03,0.49,10.11,4.98,144.48,7.47,30.19,1.14,41.41,23839.00,0.16,8.820384e+001,5.47
176,101.32,0.57,142.68,152.70,151.47,0.51,0.80,1.82,11.36,13.59,3.44,0.29,22.76,6.61,150.47,16.53,58.75,1.21,36.65,74184.00,0.16,7.672301e+002,9.01
177,56.64,0.96,133.69,145.55,148.26,0.83,0.97,1.72,8.49,9.98,3.09,0.32,17.10,5.53,145.01,10.87,45.28,1.21,45.29,44952.00,0.15,3.206362e+002,9.01
178,42.23,0.89,116.55,123.70,126.88,0.81,0.95,1.78,7.33,9.13,3.28,0.30,16.33,4.97,123.80,9.60,42.61,1.48,41.79,30703.00,0.20,2.064514e+002,8.82
179,29.96,0.95,127.01,125.33,119.04,0.94,1.00,1.00,6.18,6.48,1.00,1.00,6.80,6.80,123.63,6.80,27.19,1.04,18.31,23860.00,0.05,1.233343e+002,5.80
180,48.67,0.90,138.47,139.97,140.14,0.91,0.99,1.04,7.87,8.49,1.00,1.00,8.49,8.49,139.86,9.07,33.96,1.24,20.09,38600.00,0.07,2.554547e+002,7.46
181,25.44,0.87,157.93,151.58,147.66,0.89,0.99,1.07,5.69,6.62,1.00,1.00,7.07,7.07,151.09,7.21,28.30,1.46,14.89,25988.00,0.14,9.650727e+001,5.80
182,36.36,0.87,120.68,128.88,129.16,0.83,0.95,1.70,6.80,7.99,3.01,0.33,14.28,4.75,128.01,8.95,38.06,1.22,43.11,28419.00,0.15,1.649176e+002,6.71
183,36.13,0.93,144.67,149.64,151.45,0.93,1.00,1.02,6.78,7.09,1.00,1.00,7.35,7.35,149.38,7.57,29.40,1.05,26.73,33013.00,0.04,1.633990e+002,6.35
184,27.79,0.91,142.00,142.73,139.40,0.81,0.96,1.33,5.95,7.00,1.50,0.67,9.14,6.11,141.65,7.73,30.51,1.10,41.21,25922.00,0.15,1.102058e+002,6.01
185,25.86,0.78,157.60,157.52,147.74,0.66,0.88,1.91,5.74,6.90,3.73,0.27,14.08,3.77,154.58,7.44,35.71,1.28,40.70,26897.00,0.17,9.893920e+001,5.80
186,46.36,0.94,107.67,111.60,111.19,0.91,0.99,1.06,7.68,8.28,1.00,1.00,8.36,8.36,111.00,8.79,33.44,1.21,30.00,29525.00,0.07,2.374574e+002,7.73
187,25.86,0.86,148.78,145.83,145.32,0.90,0.99,1.00,5.74,6.29,1.00,1.00,6.64,6.64,144.89,6.99,26.55,1.24,16.86,25211.00,0.09,9.893920e+001,5.57
188,19.60,0.96,155.95,144.41,139.51,0.90,0.99,1.15,5.00,6.15,1.00,1.00,6.83,6.83,143.57,6.52,27.33,1.45,6.47,20674.00,0.19,6.528536e+001,5.74
189,27.58,0.89,124.77,125.96,125.74,0.91,0.99,1.03,5.93,6.29,1.00,1.00,6.72,6.72,125.73,6.80,26.87,1.05,22.79,22882.00,0.06,1.089281e+002,5.76
190,24.80,0.93,130.59,133.94,133.13,0.87,0.98,1.18,5.62,6.27,1.00,1.00,6.91,6.91,133.05,6.97,27.65,1.08,35.49,22486.00,0.10,9.290882e+001,5.63
191,29.30,0.92,132.80,121.73,112.57,0.91,0.99,1.08,6.11,7.58,1.00,1.00,7.86,7.86,120.22,8.22,31.42,1.49,7.00,22842.00,0.19,1.193291e+002,6.91
192,27.15,0.93,153.76,148.52,141.96,0.92,1.00,1.05,5.88,6.22,1.00,1.00,6.72,6.72,145.59,6.52,26.87,1.06,16.16,26206.00,0.06,1.063919e+002,5.80
193,22.28,0.88,151.92,152.19,145.51,0.91,0.99,1.04,5.33,5.68,1.00,1.00,6.25,6.25,149.89,6.35,24.98,1.06,33.23,23532.00,0.06,7.911639e+001,5.10
194,26.08,0.99,152.50,151.80,141.02,0.94,1.00,1.00,5.76,6.03,1.00,1.00,6.44,6.44,148.11,6.22,25.76,1.04,24.76,25919.00,0.04,1.001650e+002,5.80
195,23.12,0.86,147.48,141.93,136.73,0.81,0.96,1.27,5.43,6.15,1.00,1.00,6.99,6.99,141.01,6.99,27.97,1.11,36.56,22703.00,0.12,8.360601e+001,5.31
196,33.69,0.84,153.17,150.65,144.86,0.89,0.98,1.03,6.55,6.90,1.00,1.00,7.19,7.19,148.80,7.57,28.76,1.05,37.58,31248.00,0.05,1.470892e+002,6.11
197,19.60,0.66,161.49,152.51,141.66,0.69,0.43,4.55,5.00,7.64,12.22,0.08,23.18,1.90,149.67,8.80,50.16,1.64,3.46,21553.00,0.35,6.528536e+001,5.88
198,32.14,0.98,133.39,122.02,113.98,0.92,1.00,1.08,6.40,7.40,1.00,1.00,7.74,7.74,120.87,7.86,30.97,1.41,8.02,24537.00,0.14,1.370917e+002,6.91
199,80.00,0.97,96.50,107.12,110.49,0.81,0.96,1.39,10.09,11.38,1.80,0.56,14.94,8.32,106.55,12.56,46.52,1.12,34.99,43367.00,0.11,5.383104e+002,10.57
200,29.96,0.91,140.54,138.62,134.56,0.92,1.00,1.01,6.18,6.48,1.00,1.00,6.83,6.83,137.60,7.06,27.33,1.05,24.90,26557.00,0.05,1.233343e+002,5.80
201,35.24,0.93,131.68,146.56,147.84,0.78,0.95,1.57,6.70,8.07,2.54,0.39,12.98,5.11,144.99,9.78,36.17,1.16,41.95,31463.00,0.17,1.573841e+002,6.76
202,54.05,0.91,130.52,134.18,129.32,0.92,0.99,1.01,8.30,8.62,1.00,1.00,8.52,8.52,131.99,9.25,34.09,1.04,25.51,39466.00,0.04,2.988846e+002,7.83
203,28.87,0.91,148.97,148.49,144.89,0.92,0.99,1.06,6.06,6.44,1.00,1.00,6.91,6.91,147.46,6.97,27.65,1.06,33.09,27722.00,0.06,1.166906e+002,5.80
204,20.63,0.82,141.70,138.98,135.03,0.85,0.96,1.15,5.12,5.77,1.00,1.00,6.41,6.41,138.09,6.35,25.63,1.07,37.86,20576.00,0.11,7.046599e+001,5.10
205,64.73,0.97,135.25,139.53,138.87,0.83,0.97,1.26,9.08,9.94,1.00,1.00,10.18,10.18,137.76,10.92,40.72,1.10,28.97,47388.00,0.09,3.917513e+002,9.12
206,46.82,0.93,137.63,136.36,135.00,0.91,0.99,1.02,7.72,8.22,1.00,1.00,8.25,8.25,136.07,8.55,32.99,1.20,23.41,36468.00,0.06,2.410132e+002,7.71
207,27.36,0.84,145.53,134.13,120.70,0.87,0.98,1.09,5.90,7.85,1.00,1.00,8.10,8.10,131.35,8.69,32.40,1.58,5.22,23775.00,0.25,1.076568e+002,6.71
208,34.58,0.91,154.20,152.48,152.32,0.92,0.99,1.01,6.63,6.95,1.00,1.00,7.19,7.19,152.62,7.32,28.76,1.04,29.26,32661.00,0.05,1.529358e+002,6.35
209,31.27,0.91,146.06,144.63,138.51,0.91,0.99,1.06,6.31,6.67,1.00,1.00,7.11,7.11,142.94,7.18,28.43,1.06,25.29,28445.00,0.05,1.315142e+002,6.17
210,38.38,0.91,151.14,152.82,146.25,0.92,1.00,1.03,6.99,7.30,1.00,1.00,7.55,7.55,150.47,7.90,30.19,1.05,31.83,34758.00,0.04,1.788506e+002,6.91
211,32.80,0.89,148.87,154.86,151.18,0.77,0.96,1.43,6.46,7.35,1.99,0.50,11.20,5.62,153.08,7.86,33.63,1.16,39.71,31534.00,0.12,1.413396e+002,6.66
212,37.70,0.88,132.03,139.22,140.33,0.84,0.97,1.13,6.93,7.52,1.00,1.00,7.86,7.86,138.51,8.39,31.42,1.07,43.40,31580.00,0.08,1.741533e+002,6.66
213,33.69,0.89,143.18,146.16,142.77,0.91,0.99,1.05,6.55,6.89,1.00,1.00,7.27,7.27,144.52,7.32,29.08,1.06,28.18,30350.00,0.05,1.470892e+002,6.25
214,30.61,0.99,144.69,144.25,137.54,0.94,1.00,1.02,6.24,6.52,1.00,1.00,6.91,6.91,141.53,6.71,27.65,1.05,26.47,27739.00,0.04,1.273961e+002,6.27
215,65.45,0.95,123.74,130.28,133.83,0.94,1.00,1.05,9.13,9.46,1.00,1.00,9.35,9.35,130.19,9.88,37.41,1.05,31.82,45175.00,0.04,3.983016e+002,9.01
216,26.29,0.97,140.83,148.31,150.28,0.95,1.00,1.00,5.79,6.04,1.00,1.00,6.44,6.44,148.07,6.28,25.76,1.04,35.13,26061.00,0.04,1.013974e+002,5.78
217,74.63,0.94,118.62,126.97,126.63,0.85,0.97,1.48,9.75,10.68,2.18,0.46,16.01,7.34,125.75,11.24,46.71,1.18,40.76,48412.00,0.09,4.850164e+002,9.67
218,26.29,0.89,159.00,147.88,140.47,0.88,0.98,1.23,5.79,8.08,1.00,1.00,8.60,8.60,146.64,8.92,34.42,1.63,4.86,25808.00,0.28,1.013974e+002,7.06
219,64.01,0.84,132.59,139.46,140.29,0.84,0.97,1.35,9.03,10.13,1.64,0.61,13.22,8.08,138.91,10.82,42.61,1.26,38.50,47368.00,0.11,3.852449e+002,8.49
220,24.17,0.93,154.81,151.84,148.21,0.93,0.99,1.04,5.55,5.90,1.00,1.00,6.44,6.44,150.88,6.11,25.76,1.06,26.25,25046.00,0.06,8.937008e+001,5.58
221,46.82,0.80,120.84,128.75,127.73,0.74,0.93,1.44,7.72,8.70,2.04,0.49,12.92,6.33,127.52,9.96,38.51,1.16,41.55,34176.00,0.11,2.410132e+002,7.62
222,21.87,0.89,147.51,145.81,144.03,0.92,0.99,1.02,5.28,5.61,1.00,1.00,6.16,6.16,145.21,6.37,24.66,1.06,29.75,22508.00,0.06,7.691247e+001,4.70
223,27.36,0.99,138.03,138.02,131.79,0.92,1.00,1.08,5.90,6.36,1.00,1.00,6.83,6.83,135.86,7.06,27.33,1.06,29.92,24590.00,0.07,1.076568e+002,5.80
224,639.47,0.63,102.60,121.26,127.39,0.35,0.76,2.22,28.53,35.63,4.78,0.21,60.22,12.61,116.61,41.74,145.67,1.29,23.06,288614.00,0.20,1.216446e+004,27.12
225,60.67,0.84,127.62,134.26,135.15,0.79,0.95,1.48,8.79,10.19,2.19,0.46,14.78,6.76,132.28,11.56,43.07,1.14,29.38,43256.00,0.14,3.554699e+002,8.67
226,129.95,0.86,101.70,119.54,122.78,0.81,0.97,1.43,12.86,13.94,1.97,0.51,19.09,9.69,118.47,15.13,57.57,1.16,41.94,71790.00,0.08,1.114381e+003,12.72
227,46.82,0.98,108.12,113.52,112.97,0.92,1.00,1.05,7.72,8.13,1.00,1.00,8.21,8.21,112.47,8.62,32.85,1.05,31.26,30143.00,0.05,2.410132e+002,7.46
228,53.81,0.88,108.92,124.73,128.56,0.86,0.98,1.22,8.28,9.14,1.00,1.00,9.35,9.35,124.04,10.13,37.41,1.08,44.83,36964.00,0.09,2.969383e+002,8.01
229,25.22,0.88,153.90,148.51,144.82,0.82,0.96,1.41,5.67,6.53,1.89,0.53,9.93,5.26,148.04,6.98,30.38,1.15,32.45,25315.00,0.13,9.530118e+001,6.11
230,25.01,0.84,150.27,149.08,140.15,0.86,0.97,1.20,5.64,6.29,1.00,1.00,6.99,6.99,146.20,7.48,27.97,1.09,39.05,24854.00,0.10,9.410169e+001,5.34
231,73.17,0.86,103.66,112.89,116.14,0.70,0.92,1.65,9.65,11.45,2.83,0.35,18.47,6.51,112.64,12.46,49.97,1.36,34.14,42691.00,0.16,4.708700e+002,9.72
232,32.80,0.98,124.39,129.44,126.10,0.95,1.00,1.00,6.46,6.75,1.00,1.00,6.99,6.99,127.56,6.99,27.97,1.04,36.54,26278.00,0.04,1.413396e+002,6.35
233,20.42,0.90,144.47,143.13,144.86,0.71,0.94,1.74,5.10,6.27,3.14,0.32,11.92,3.79,143.80,7.12,31.42,1.22,33.90,21283.00,0.19,6.941586e+001,5.10
234,26.93,0.87,119.96,121.78,122.98,0.91,0.99,1.02,5.86,6.17,1.00,1.00,6.60,6.60,121.61,6.64,26.41,1.05,36.56,21768.00,0.05,1.051335e+002,5.25
235,42.46,0.85,133.47,133.92,132.73,0.89,0.99,1.03,7.35,7.68,1.00,1.00,7.86,7.86,133.52,8.39,31.42,1.05,25.61,33246.00,0.04,2.081264e+002,6.77
236,33.25,0.88,134.74,147.38,146.20,0.85,0.98,1.23,6.51,7.26,1.00,1.00,7.82,7.82,144.87,7.73,31.29,1.09,42.06,30132.00,0.10,1.442022e+002,6.35
237,21.66,0.96,154.37,142.79,141.21,0.94,1.00,1.00,5.25,5.51,1.00,1.00,6.05,6.05,143.63,5.76,24.20,1.05,35.24,22119.00,0.05,7.582080e+001,5.25
238,23.96,0.85,145.05,148.72,145.31,0.83,0.96,1.20,5.52,6.22,1.00,1.00,6.88,6.88,147.24,7.45,27.52,1.09,34.55,24294.00,0.11,8.820384e+001,5.25
239,22.70,0.90,117.75,123.84,121.63,0.83,0.96,1.22,5.38,6.09,1.00,1.00,6.83,6.83,122.11,6.50,27.33,1.10,39.57,19415.00,0.12,8.134761e+001,5.33
240,26.08,0.81,150.54,146.75,143.88,0.88,0.98,1.00,5.76,6.07,1.00,1.00,6.44,6.44,146.03,7.21,25.76,1.04,33.76,25556.00,0.05,1.001650e+002,5.10
241,30.61,0.93,133.90,135.84,139.57,0.87,0.98,1.16,6.24,6.91,1.00,1.00,7.38,7.38,136.70,7.32,29.54,1.07,39.06,26793.00,0.10,1.273961e+002,6.31
242,80.25,0.84,116.24,132.74,135.90,0.78,0.94,2.06,10.11,12.26,4.22,0.24,22.93,5.43,131.47,13.58,56.73,1.27,41.73,53638.00,0.18,5.407854e+002,10.57
243,30.83,0.84,140.72,136.71,133.65,0.89,0.98,1.01,6.27,6.62,1.00,1.00,6.91,6.91,136.05,7.32,27.65,1.04,21.52,26802.00,0.05,1.287626e+002,5.80
244,28.44,0.96,157.54,149.89,138.49,0.91,0.99,1.17,6.02,8.00,1.00,1.00,8.38,8.38,147.31,8.69,33.50,1.57,5.08,27400.00,0.25,1.140775e+002,7.46
245,20.22,0.98,110.23,114.26,113.61,0.85,0.98,1.21,5.07,5.83,1.00,1.00,6.52,6.52,113.22,6.80,26.09,1.08,39.02,16643.00,0.13,6.837271e+001,5.10
246,63.77,0.86,138.81,148.68,148.30,0.79,0.94,1.34,9.01,10.21,1.58,0.63,12.81,8.11,147.26,11.24,41.83,1.10,43.50,50068.00,0.12,3.830860e+002,8.98
247,67.37,0.76,127.50,134.98,137.85,0.79,0.95,1.26,9.26,10.55,1.00,1.00,10.65,10.65,135.01,12.23,42.61,1.32,42.20,47927.00,0.12,4.159834e+002,8.64
248,33.47,0.95,122.35,123.92,124.78,0.87,0.99,1.15,6.53,7.17,1.00,1.00,7.58,7.58,123.65,8.22,30.32,1.07,28.23,25843.00,0.09,1.456426e+002,6.35
249,106.34,0.97,117.44,128.53,132.48,0.89,0.99,1.17,11.64,12.29,1.00,1.00,11.99,11.99,126.61,13.09,47.95,1.08,22.36,64949.00,0.05,8.249637e+002,11.73
250,46.13,0.80,125.91,119.60,116.96,0.72,0.94,1.49,7.66,9.49,2.25,0.45,14.25,6.35,118.84,11.34,41.18,1.55,17.80,31493.00,0.19,2.356877e+002,7.38
251,39.73,0.96,132.44,138.89,134.50,0.94,1.00,1.00,7.11,7.39,1.00,1.00,7.47,7.47,136.59,7.73,29.86,1.03,32.98,32371.00,0.04,1.884022e+002,6.91
252,30.17,0.98,110.93,121.31,118.42,0.79,0.95,1.83,6.20,7.56,3.47,0.29,14.35,4.13,119.26,9.12,36.95,1.24,35.11,23137.00,0.18,1.246820e+002,6.66
253,22.07,0.91,146.40,145.20,142.84,0.81,0.94,1.46,5.30,6.38,2.10,0.48,10.01,4.76,144.60,6.80,29.54,1.14,38.10,22558.00,0.17,7.801101e+001,5.38
254,25.86,0.89,160.37,152.75,142.11,0.88,0.98,1.18,5.74,7.81,1.00,1.00,8.26,8.26,150.43,8.55,33.04,1.60,3.88,26175.00,0.26,9.893920e+001,6.35
255,26.93,0.83,142.39,138.60,137.20,0.89,0.98,1.02,5.86,6.20,1.00,1.00,6.60,6.60,138.06,7.21,26.41,1.05,21.23,24712.00,0.06,1.051335e+002,5.25
256,38.38,0.87,144.65,143.17,138.03,0.91,0.99,1.04,6.99,7.34,1.00,1.00,7.58,7.58,141.41,8.03,30.32,1.05,29.55,32666.00,0.05,1.788506e+002,6.66
257,27.58,0.85,129.02,130.58,128.11,0.90,0.99,1.02,5.93,6.27,1.00,1.00,6.68,6.68,129.65,6.99,26.74,1.05,25.21,23597.00,0.06,1.089281e+002,5.25
258,66.65,0.98,133.42,132.71,127.92,0.91,0.99,1.09,9.21,10.59,1.00,1.00,10.33,10.33,130.45,10.82,41.31,1.43,13.24,45920.00,0.13,4.093164e+002,10.22
259,20.22,0.82,150.92,147.18,151.23,0.87,0.97,1.12,5.07,5.62,1.00,1.00,6.28,6.28,148.82,6.28,25.12,1.07,2.93,21876.00,0.10,6.837271e+001,4.51
260,49.60,0.73,113.69,134.40,139.10,0.73,0.92,1.73,7.95,9.55,3.12,0.32,16.32,5.24,133.41,11.92,43.12,1.20,42.89,37356.00,0.17,2.628054e+002,6.91
261,42.23,0.85,159.60,158.36,154.32,0.69,0.94,1.91,7.33,8.33,3.73,0.27,16.80,4.51,157.28,9.03,42.61,1.32,44.95,39005.00,0.12,2.064514e+002,7.46
262,31.27,0.90,159.73,156.32,146.30,0.92,0.99,1.02,6.31,6.63,1.00,1.00,6.99,6.99,153.09,7.12,27.97,1.05,30.04,30465.00,0.05,1.315142e+002,6.01
263,40.19,0.89,99.69,108.46,112.86,0.82,0.97,1.33,7.15,8.18,1.54,0.65,10.87,7.05,108.74,8.57,35.84,1.33,38.27,25989.00,0.13,1.916324e+002,7.66
264,50.30,0.87,138.66,144.36,137.85,0.90,0.99,1.04,8.00,8.36,1.00,1.00,8.41,8.41,141.35,9.11,33.63,1.05,24.14,40001.00,0.04,2.683748e+002,7.46
265,19.81,0.79,144.30,145.00,139.19,0.80,0.93,1.76,5.02,6.35,3.22,0.31,11.94,3.71,143.16,7.32,31.29,1.21,38.35,20758.00,0.21,6.630745e+001,4.66
266,22.70,0.89,156.48,148.48,138.08,0.89,0.99,1.05,5.38,6.74,1.00,1.00,7.11,7.11,145.97,7.32,28.43,1.49,5.39,23209.00,0.20,8.134761e+001,6.26
267,43.14,0.94,117.88,127.36,130.58,0.84,0.96,1.52,7.41,8.27,2.36,0.42,13.48,5.71,127.24,9.11,38.38,1.20,44.77,32064.00,0.10,2.131852e+002,7.46
268,40.87,0.91,137.95,139.75,132.83,0.75,0.93,1.84,7.21,8.48,3.50,0.29,16.09,4.59,137.48,9.11,41.37,1.26,40.29,33271.00,0.15,1.965207e+002,7.92
269,50.54,0.82,144.97,147.98,147.11,0.86,0.98,1.11,8.02,8.76,1.00,1.00,8.91,8.91,147.37,9.78,35.65,1.28,20.25,41853.00,0.08,2.702419e+002,7.62
270,139.19,0.64,112.17,128.24,133.11,0.57,0.85,1.66,13.31,15.80,2.87,0.35,23.71,8.27,126.93,20.17,63.95,1.15,35.49,81489.00,0.16,1.235298e+003,11.88
271,35.47,0.85,149.35,151.96,143.70,0.90,0.99,1.02,6.72,7.08,1.00,1.00,7.30,7.30,147.50,7.95,29.21,1.05,35.85,32154.00,0.05,1.588789e+002,5.88
272,23.75,0.85,130.60,131.73,129.69,0.84,0.96,1.16,5.50,6.17,1.00,1.00,6.75,6.75,130.96,7.18,27.00,1.07,37.41,21478.00,0.11,8.704429e+001,4.92
273,26.50,0.88,156.25,157.94,152.79,0.90,0.99,1.09,5.81,6.26,1.00,1.00,6.80,6.80,156.02,6.80,27.19,1.07,22.03,27616.00,0.07,1.026362e+002,5.43
274,55.93,0.88,125.31,126.33,122.83,0.89,0.99,1.10,8.44,8.94,1.00,1.00,8.99,8.99,124.97,9.68,35.98,1.06,21.27,38366.00,0.06,3.146420e+002,8.16
275,29.30,0.85,150.87,147.92,139.00,0.90,0.99,1.02,6.11,6.41,1.00,1.00,6.83,6.83,145.39,7.18,27.33,1.06,30.23,27625.00,0.05,1.193291e+002,5.54
276,32.14,0.95,134.85,141.44,140.22,0.92,1.00,1.03,6.40,6.74,1.00,1.00,7.07,7.07,139.41,7.12,28.30,1.05,32.65,28301.00,0.05,1.370917e+002,6.35
277,32.36,0.83,128.54,138.94,139.25,0.80,0.94,1.46,6.42,7.38,2.12,0.47,11.49,5.42,137.81,8.49,33.82,1.16,44.73,28113.00,0.13,1.385016e+002,6.06
