start_time,cell_count,Unique_ID,date,temperature,P.treatment,replicate,unique_number,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours
2016-07-04T14:32:20Z,3040.0,33,JULY4,8,FULL,3,3.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 14:32:20 UTC,4.011539351851852,96.27694444444444
2016-07-05T17:05:14Z,3709.0,33,JULY5,8,FULL,3,3.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 17:05:14 UTC,5.117719907407407,122.82527777777777
2016-06-30T14:48:01Z,5723.0,33,JUNE30,8,FULL,3,3.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 14:48:01 UTC,0.022430555555555554,0.5383333333333333
2016-07-06T13:33:55Z,3019.0,34,lst,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 13:33:55 UTC,5.970972222222223,143.30333333333334
2016-07-01T17:12:51Z,2168.0,34,JULY1,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 17:12:51 UTC,1.1230092592592593,26.952222222222222
2016-07-02T11:12:20Z,5286.0,34,JULY2,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 11:12:20 UTC,1.872650462962963,44.94361111111111
2016-07-03T15:36:00Z,2510.0,34,JULY3,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 15:36:00 UTC,3.0557523148148147,73.33805555555556
2016-07-04T14:33:38Z,2707.0,34,JULY4,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 14:33:38 UTC,4.01244212962963,96.29861111111111
2016-07-05T17:08:04Z,4282.0,34,JULY5,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 17:08:04 UTC,5.1196875,122.8725
2016-07-06T13:41:14Z,5252.0,35,lst,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 13:41:14 UTC,5.9760532407407405,143.42527777777778
2016-07-01T17:14:01Z,3405.0,35,JULY1,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 17:14:01 UTC,1.1238194444444445,26.971666666666668
2016-07-02T11:13:50Z,4948.0,35,JULY2,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 11:13:50 UTC,1.8736921296296296,44.96861111111111
2016-07-03T15:37:20Z,4186.0,35,JULY3,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 15:37:20 UTC,3.056678240740741,73.36027777777778
2016-07-04T14:35:04Z,4358.0,35,JULY4,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 14:35:04 UTC,4.0134375,96.3225
2016-07-05T17:09:23Z,5971.0,35,JULY5,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 17:09:23 UTC,5.120601851851852,122.89444444444445
2016-06-30T14:53:53Z,5180.0,35,JUNE30,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 14:53:53 UTC,0.026504629629629628,0.6361111111111111
2016-07-02T09:52:27Z,39006.0,36,JULY2,24,DEF,1,46.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 09:52:27 UTC,1.817175925925926,43.61222222222222
2016-07-05T09:52:45Z,566814.0,36,JULY5,24,DEF,1,46.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 09:52:45 UTC,4.817384259259259,115.61722222222222
2016-06-30T17:41:15Z,3093.0,36,JUNE30,24,DEF,1,46.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:41:15 UTC,0.1427314814814815,3.4255555555555555
2016-07-03T13:39:12Z,289699.0,37,JULY2,24,DEF,2,47.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:39:12 UTC,2.9746412037037038,71.39138888888888
2016-06-30T17:43:20Z,4184.0,37,JUNE30,24,DEF,2,47.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:43:20 UTC,0.14417824074074073,3.460277777777778
2016-07-03T13:40:33Z,389870.0,38,JULY3,24,DEF,3,48.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:40:33 UTC,2.975578703703704,71.41388888888889
2016-06-30T17:45:19Z,4291.0,38,JUNE30,24,DEF,3,48.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:45:19 UTC,0.14555555555555555,3.493333333333333
2016-07-02T09:56:42Z,29214.0,39,JULY2,24,DEF,4,49.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 09:56:42 UTC,1.8201273148148147,43.683055555555555
2016-07-03T13:42:41Z,311653.0,39,JULY3,24,DEF,4,49.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:42:41 UTC,2.9770601851851852,71.44944444444444
2016-06-30T17:47:19Z,5485.0,39,JUNE30,24,DEF,4,49.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:47:19 UTC,0.14694444444444443,3.526666666666667
2016-07-01T12:01:19Z,10342.0,4,JULY1,24,FULL,4,44.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:01:19 UTC,0.9066666666666666,21.76
2016-07-02T09:49:41Z,43173.0,4,JULY2,24,FULL,4,44.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 09:49:41 UTC,1.8152546296296297,43.56611111111111
2016-07-03T13:33:03Z,148255.0,4,JULY3,24,FULL,4,44.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:33:03 UTC,2.9703703703703703,71.28888888888889
2016-07-04T13:15:48Z,602492.0,4,JULY4,24,FULL,4,44.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:15:48 UTC,3.958391203703704,95.00138888888888
2016-07-05T09:50:00Z,414439.0,4,JULY5,24,FULL,4,44.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 09:50:00 UTC,4.815474537037037,115.57138888888889
2016-06-30T17:38:01Z,6072.0,4,JUNE30,24,FULL,4,44.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:38:01 UTC,0.14048611111111112,3.3716666666666666
2016-07-03T13:43:59Z,346535.0,40,JULY3,24,DEF,5,50.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:43:59 UTC,2.977962962962963,71.47111111111111
2016-07-05T10:00:06Z,597604.0,40,JULY5,24,DEF,5,50.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:00:06 UTC,4.8224884259259255,115.73972222222223
2016-06-30T17:51:11Z,6103.0,40,JUNE30,24,DEF,5,50.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:51:11 UTC,0.14962962962962964,3.591111111111111
2016-07-01T12:20:32Z,3612.0,41,JULY1,20,FULL,1,31.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:20:32 UTC,0.9200115740740741,22.080277777777777
2016-07-02T10:09:27Z,12362.0,41,JULY2,20,FULL,1,31.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 10:09:27 UTC,1.8289814814814815,43.89555555555555
2016-07-03T13:49:42Z,39787.0,41,JULY3,20,FULL,1,31.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:49:42 UTC,2.9819328703703705,71.5663888888889
2016-07-04T13:29:12Z,50303.0,41,JULY4,20,FULL,1,31.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:29:12 UTC,3.967696759259259,95.22472222222223
2016-07-05T10:11:55Z,85483.0,41,JULY5,20,FULL,1,31.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:11:55 UTC,4.830694444444444,115.93666666666667
2016-06-30T15:45:35Z,5450.0,41,JUNE30,20,FULL,1,31.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 15:45:35 UTC,0.062407407407407404,1.4977777777777779
2016-07-06T11:51:20Z,140202.0,42,lst,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 11:51:20 UTC,5.899733796296296,141.5936111111111
2016-07-01T12:24:37Z,4595.0,42,JULY1,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:24:37 UTC,0.9228472222222223,22.148333333333333
2016-07-02T10:10:51Z,7852.0,42,JULY2,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 10:10:51 UTC,1.8299537037037037,43.91888888888889
2016-07-03T13:50:54Z,32233.0,42,JULY3,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:50:54 UTC,2.9827662037037035,71.58638888888889
2016-07-04T13:30:32Z,58186.0,42,JULY4,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:30:32 UTC,3.9686226851851854,95.24694444444444
2016-07-05T10:13:46Z,95635.0,42,JULY5,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:13:46 UTC,4.831979166666667,115.9675
2016-06-30T15:47:07Z,3894.0,42,JUNE30,20,FULL,2,32.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 15:47:07 UTC,0.06347222222222222,1.5233333333333334
2016-07-06T11:52:47Z,131148.0,43,lst,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 11:52:47 UTC,5.900740740740741,141.61777777777777
2016-07-01T12:27:09Z,4667.0,43,JULY1,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:27:09 UTC,0.9246064814814815,22.190555555555555
2016-07-02T10:12:18Z,11334.0,43,JULY2,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 10:12:18 UTC,1.8309606481481482,43.94305555555555
2016-07-03T13:55:03Z,45294.0,43,JULY3,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:55:03 UTC,2.9856481481481483,71.65555555555555
2016-07-04T13:32:11Z,46435.0,43,JULY4,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:32:11 UTC,3.9697685185185185,95.27444444444444
2016-07-05T10:17:15Z,168958.0,43,JULY5,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:17:15 UTC,4.834398148148148,116.02555555555556
2016-06-30T15:57:13Z,4681.0,43,JUNE30,20,FULL,3,33.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 15:57:13 UTC,0.07048611111111111,1.6916666666666667
2016-07-01T12:29:09Z,5818.0,44,JULY1,20,FULL,4,34.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:29:09 UTC,0.9259953703703704,22.22388888888889
2016-07-04T13:34:50Z,59612.0,44,JULY4,20,FULL,4,34.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:34:50 UTC,3.9716087962962963,95.31861111111111
2016-07-05T10:16:00Z,149705.0,44,JULY5,20,FULL,4,34.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:16:00 UTC,4.833530092592593,116.00472222222223
2016-07-01T12:32:30Z,4390.0,45,JULY1,20,FULL,5,35.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:32:30 UTC,0.9283217592592593,22.279722222222222
2016-07-04T13:36:03Z,48629.0,45,JULY4,20,FULL,5,35.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:36:03 UTC,3.9724537037037035,95.33888888888889
2016-07-05T10:18:34Z,201643.0,45,JULY5,20,FULL,5,35.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:18:34 UTC,4.8353125,116.0475
2016-06-30T16:04:13Z,2935.0,45,JUNE30,20,FULL,5,35.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 16:04:13 UTC,0.07534722222222222,1.8083333333333333
2016-07-03T13:58:47Z,52350.0,46,JULY3,20,DEF,1,36.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:58:47 UTC,2.9882407407407405,71.71777777777778
2016-07-04T13:37:22Z,86679.0,46,JULY4,20,DEF,1,36.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:37:22 UTC,3.9733680555555555,95.36083333333333
2016-07-05T10:19:52Z,204921.0,46,JULY5,20,DEF,1,36.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:19:52 UTC,4.836215277777778,116.06916666666666
2016-06-30T16:05:37Z,2970.0,46,JUNE30,20,DEF,1,36.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 16:05:37 UTC,0.07631944444444444,1.8316666666666668
2016-07-01T12:36:34Z,6742.0,47,JULY1,20,DEF,2,37.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:36:34 UTC,0.9311458333333333,22.3475
2016-07-03T13:59:57Z,49702.0,47,JULY3,20,DEF,2,37.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:59:57 UTC,2.989050925925926,71.73722222222223
2016-07-04T13:38:38Z,136190.0,47,JULY4,20,DEF,2,37.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:38:38 UTC,3.974247685185185,95.38194444444444
2016-07-05T10:21:09Z,297156.0,47,JULY5,20,DEF,2,37.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:21:09 UTC,4.837106481481482,116.09055555555555
2016-07-01T12:42:41Z,4571.0,48,JULY1,20,DEF,3,38.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 12:42:41 UTC,0.9353935185185185,22.449444444444445
2016-07-02T10:23:27Z,13176.0,48,JULY2,20,DEF,3,38.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 10:23:27 UTC,1.8387037037037037,44.12888888888889
2016-07-03T14:01:14Z,40737.0,48,JULY3,20,DEF,3,38.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 14:01:14 UTC,2.98994212962963,71.75861111111111
2016-07-04T13:43:20Z,57001.0,48,JULY4,20,DEF,3,38.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:43:20 UTC,3.977511574074074,95.46027777777778
2016-06-30T16:08:42Z,4109.0,48,JUNE30,20,DEF,3,38.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 16:08:42 UTC,0.07846064814814815,1.8830555555555555
2016-07-05T10:23:41Z,178755.0,49,JULY5,20,DEF,4,39.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:23:41 UTC,4.838865740740741,116.13277777777778
2016-06-30T16:10:06Z,5168.0,49,JUNE30,20,DEF,4,39.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 16:10:06 UTC,0.07943287037037038,1.906388888888889
2016-07-06T11:30:05Z,161447.0,5,lst,24,FULL,5,45.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 11:30:05 UTC,5.884976851851852,141.23944444444444
2016-07-02T09:51:06Z,36498.0,5,JULY2,24,FULL,5,45.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 09:51:06 UTC,1.8162384259259259,43.58972222222222
2016-07-03T13:45:12Z,212442.0,5,JULY3,24,FULL,5,45.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 13:45:12 UTC,2.97880787037037,71.49138888888889
2016-07-04T13:17:04Z,614474.0,5,JULY4,24,FULL,5,45.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-04 13:17:04 UTC,3.9592708333333335,95.0225
2016-06-30T17:39:16Z,6205.0,5,JUNE30,24,FULL,5,45.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 17:39:16 UTC,0.14135416666666667,3.3925
2016-07-05T10:25:06Z,226440.0,50,JULY5,20,DEF,5,40.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 10:25:06 UTC,4.839849537037037,116.15638888888888
2016-06-30T16:11:34Z,4714.0,50,JUNE30,20,DEF,5,40.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 16:11:34 UTC,0.08045138888888889,1.9308333333333334
2016-07-03T15:38:42Z,3715.0,6,JULY3,8,DEF,1,6.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 15:38:42 UTC,3.0576273148148148,73.38305555555556
2016-07-06T13:36:21Z,5100.0,7,lst,8,DEF,2,7.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 13:36:21 UTC,5.972662037037037,143.3438888888889
2016-07-01T17:16:16Z,4483.0,7,JULY1,8,DEF,2,7.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 17:16:16 UTC,1.1253819444444444,27.009166666666665
2016-07-02T11:20:55Z,5420.0,7,JULY2,8,DEF,2,7.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-02 11:20:55 UTC,1.878611111111111,45.086666666666666
2016-07-03T15:40:09Z,4511.0,7,JULY3,8,DEF,2,7.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-03 15:40:09 UTC,3.0586342592592595,73.40722222222222
2016-07-01T17:17:28Z,5606.0,8,JULY1,8,DEF,3,8.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-01 17:17:28 UTC,1.1262152777777779,27.029166666666665
2016-07-05T17:15:28Z,5465.0,8,JULY5,8,DEF,3,8.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 17:15:28 UTC,5.124826388888889,122.99583333333334
2016-06-30T15:05:57Z,4865.0,8,JUNE30,8,DEF,3,8.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 15:05:57 UTC,0.03488425925925926,0.8372222222222222
2016-07-06T13:38:50Z,4080.0,9,lst,8,DEF,4,9.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-06 13:38:50 UTC,5.9743865740740745,143.3852777777778
2016-07-05T17:16:53Z,5451.0,9,JULY5,8,DEF,4,9.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-07-05 17:16:53 UTC,5.125810185185185,123.01944444444445
2016-06-30T15:07:17Z,8757.0,9,JUNE30,8,DEF,4,9.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-06-30 15:07:17 UTC,0.03581018518518519,0.8594444444444445
2016-08-13T11:00:23Z,75072.0,10,lst,8,DEF,5,10.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:00:23 UTC,43.86435185185185,1052.7444444444445
2016-08-13T11:04:40Z,869271.0,11,lst,12,FULL,1,11.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:04:40 UTC,43.86732638888889,1052.8158333333333
2016-08-13T11:09:21Z,762085.0,13,lst,12,FULL,3,13.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:09:21 UTC,43.87057870370371,1052.8938888888888
2016-08-13T11:10:37Z,866067.0,14,lst,12,FULL,4,14.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:10:37 UTC,43.87145833333334,1052.915
2016-08-13T11:11:48Z,880257.0,15,lst,12,FULL,5,15.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:11:48 UTC,43.87228009259259,1052.9347222222223
2016-08-13T11:13:03Z,177459.0,16,lst,12,DEF,1,16.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:13:03 UTC,43.87314814814815,1052.9555555555555
2016-08-13T11:14:17Z,145229.0,17,lst,12,DEF,2,17.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:14:17 UTC,43.87400462962963,1052.976111111111
2016-08-13T11:15:37Z,129348.0,18,lst,12,DEF,3,18.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:15:37 UTC,43.87493055555556,1052.9983333333332
2016-08-13T11:16:51Z,133153.0,19,lst,12,DEF,4,19.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:16:51 UTC,43.875787037037036,1053.0188888888888
2016-08-13T13:11:28Z,2273990.0,1B,lst,24,FULL,1,61.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:11:28 UTC,43.95538194444445,1054.9291666666666
2016-08-13T11:18:08Z,121298.0,20,lst,12,DEF,5,20.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:18:08 UTC,43.87667824074074,1053.0402777777779
2016-08-13T11:21:47Z,931833.0,21,lst,16,FULL,1,21.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:21:47 UTC,43.87921296296296,1053.101111111111
2016-08-13T11:22:50Z,877486.0,22,lst,16,FULL,2,22.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:22:50 UTC,43.87994212962963,1053.118611111111
2016-08-13T11:24:01Z,868732.0,23,lst,16,FULL,3,23.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:24:01 UTC,43.880763888888886,1053.1383333333333
2016-08-13T11:25:14Z,896653.0,24,lst,16,FULL,4,24.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:25:14 UTC,43.8816087962963,1053.1586111111112
2016-08-13T11:26:19Z,1127858.0,25,lst,16,FULL,5,25.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:26:19 UTC,43.88236111111111,1053.1766666666667
2016-08-13T11:27:34Z,200656.0,26,lst,16,DEF,1,26.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:27:34 UTC,43.883229166666666,1053.1975
2016-08-13T11:28:52Z,212646.0,27,lst,16,DEF,2,27.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:28:52 UTC,43.88413194444445,1053.2191666666668
2016-08-13T11:31:29Z,134978.0,28,R2,16,DEF,3,28.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:31:29 UTC,43.88594907407408,1053.2627777777777
2016-08-13T11:32:45Z,194081.0,29,lst,16,DEF,4,29.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:32:45 UTC,43.886828703703706,1053.283888888889
2016-08-13T13:12:40Z,2243225.0,2B,lst,24,FULL,2,62.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:12:40 UTC,43.95621527777778,1054.9491666666668
2016-08-13T11:34:01Z,219021.0,30,lst,16,DEF,5,30.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 11:34:01 UTC,43.887708333333336,1053.305
2016-08-13T10:47:55Z,487450.0,31,lst,8,FULL,1,1.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 10:47:55 UTC,43.855694444444445,1052.5366666666666
2016-08-13T10:49:40Z,633418.0,32,lst,8,FULL,2,2.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 10:49:40 UTC,43.85690972222222,1052.5658333333333
2016-08-13T10:51:34Z,491840.0,33,lst,8,FULL,3,3.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 10:51:34 UTC,43.85822916666667,1052.5975
2016-08-13T10:52:48Z,738504.0,34,lst,8,FULL,4,4.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 10:52:48 UTC,43.859085648148145,1052.6180555555557
2016-08-13T10:54:01Z,759225.0,35,lst,8,FULL,5,5.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 10:54:01 UTC,43.85993055555556,1052.6383333333333
2016-08-13T13:17:23Z,920470.0,36B,lst,24,DEF,1,66.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:17:23 UTC,43.95949074074074,1055.0277777777778
2016-08-13T13:18:35Z,683112.0,37B,lst,24,DEF,2,67.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:18:35 UTC,43.96032407407407,1055.0477777777778
2016-08-13T13:19:45Z,644224.0,38B,lst,24,DEF,3,68.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:19:45 UTC,43.96113425925926,1055.0672222222222
2016-08-13T13:13:54Z,1986065.0,3B,lst,24,FULL,3,63.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:13:54 UTC,43.95707175925926,1054.9697222222221
2016-08-13T13:22:51Z,420672.0,40B,lst,24,DEF,5,70.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:22:51 UTC,43.963287037037034,1055.118888888889
2016-08-13T12:57:19Z,976684.0,41B,lst,20,FULL,1,51.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 12:57:19 UTC,43.94555555555556,1054.6933333333334
2016-08-13T12:58:31Z,1093625.0,42B,lst,20,FULL,2,52.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 12:58:31 UTC,43.94638888888889,1054.7133333333334
2016-08-13T12:59:44Z,893527.0,43B,lst,20,FULL,3,53.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 12:59:44 UTC,43.947233796296295,1054.733611111111
2016-08-13T13:00:51Z,842987.0,44B,lst,20,FULL,4,54.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:00:51 UTC,43.94800925925926,1054.7522222222221
2016-08-13T13:02:05Z,1052868.0,45B,lst,20,FULL,5,55.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:02:05 UTC,43.94886574074074,1054.7727777777777
2016-08-13T13:03:27Z,252103.0,46B,lst,20,DEF,1,56.0,2016-06-30T14:15:43Z,2016-06-30 14:15:43 UTC--2016-08-13 13:03:27 UTC,43.949814814814815,1054.7955555555557
